PublisherID,SourceID,AssetDescription,StartDate,EndDate,FID_AssetStatus,FID_AssetType,FID_AssignedPolicy,PublisherID_HomeAsset,SourceID_HomeAsset,FID_LineOfBusiness,PublisherID_VehicleAsset,SourceID_VehicleAsset
POL_ADMIN,POL000268-VEH000142,2023 Ram 1500 vehicle assigned to policy POL000268.,"Mar 15, 2026","Mar 14, 2027",1,1,POL000268,,,LOB001,POL_ADMIN,POL000268
POL_ADMIN,POL000269-VEH000143,2021 Ford F-150 vehicle assigned to policy POL000269.,"Mar 18, 2026","Mar 17, 2027",1,1,POL000269,,,LOB001,POL_ADMIN,POL000269
POL_ADMIN,POL000270-VEH000144,2019 Ram 1500 vehicle assigned to policy POL000270.,"Mar 21, 2026","Mar 20, 2027",1,1,POL000270,,,LOB001,POL_ADMIN,POL000270
POL_ADMIN,POL000271-VEH000145,2017 Ford F-150 vehicle assigned to policy POL000271.,"Mar 24, 2026","Mar 23, 2027",1,1,POL000271,,,LOB001,POL_ADMIN,POL000271
POL_ADMIN,POL000272-VEH000146,2024 Ram 1500 vehicle assigned to policy POL000272.,"Mar 27, 2026","Mar 26, 2027",1,1,POL000272,,,LOB001,POL_ADMIN,POL000272
POL_ADMIN,POL000288-VEH000147,2022 Honda Accord vehicle assigned to policy POL000288.,"May 14, 2026","May 13, 2027",1,1,POL000288,,,LOB003,POL_ADMIN,POL000288
POL_ADMIN,POL000289-VEH000148,2020 Subaru Outback vehicle assigned to policy POL000289.,"May 17, 2026","May 16, 2027",2,1,POL000289,,,LOB003,POL_ADMIN,POL000289
POL_ADMIN,POL000290-VEH000149,2018 Tesla Model 3 vehicle assigned to policy POL000290.,"May 20, 2026","May 19, 2027",2,1,POL000290,,,LOB003,POL_ADMIN,POL000290
POL_ADMIN,POL000291-VEH000150,2025 Honda CR-V vehicle assigned to policy POL000291.,"May 23, 2026","May 22, 2027",3,1,POL000291,,,LOB003,POL_ADMIN,POL000291
POL_ADMIN,POL000292-VEH000151,2023 Subaru Forester vehicle assigned to policy POL000292.,"May 26, 2026","May 25, 2027",1,1,POL000292,,,LOB003,POL_ADMIN,POL000292
POL_ADMIN,POL000293-VEH000152,2021 Tesla Model Y vehicle assigned to policy POL000293.,"May 29, 2026","May 28, 2027",1,1,POL000293,,,LOB003,POL_ADMIN,POL000293
POL_ADMIN,POL000294-VEH000153,2019 Nissan Altima vehicle assigned to policy POL000294.,"Jun 01, 2026","May 31, 2027",1,1,POL000294,,,LOB003,POL_ADMIN,POL000294
POL_ADMIN,POL000295-VEH000154,2017 BMW 3 Series vehicle assigned to policy POL000295.,"Jun 04, 2026","Jun 03, 2027",1,1,POL000295,,,LOB003,POL_ADMIN,POL000295
POL_ADMIN,POL000296-VEH000155,2024 Toyota Camry vehicle assigned to policy POL000296.,"Jun 07, 2026","Jun 06, 2027",1,1,POL000296,,,LOB003,POL_ADMIN,POL000296
POL_ADMIN,POL000297-VEH000156,2022 Jeep Wrangler vehicle assigned to policy POL000297.,"Jun 10, 2026","Jun 09, 2027",2,1,POL000297,,,LOB003,POL_ADMIN,POL000297
POL_ADMIN,POL000298-VEH000157,2020 BMW X5 vehicle assigned to policy POL000298.,"Jun 13, 2026","Jun 12, 2027",2,1,POL000298,,,LOB003,POL_ADMIN,POL000298
POL_ADMIN,POL000299-VEH000158,2018 Toyota RAV4 vehicle assigned to policy POL000299.,"Jun 16, 2026","Jun 15, 2027",3,1,POL000299,,,LOB003,POL_ADMIN,POL000299
POL_ADMIN,POL000300-VEH000159,2025 Jeep Grand Cherokee vehicle assigned to policy POL000300.,"Jun 19, 2026","Jun 18, 2027",1,1,POL000300,,,LOB003,POL_ADMIN,POL000300
POL_ADMIN,POL000017-HOM000001,"100 Commerce Way, Richmond, VA property assigned to policy POL000017.","Feb 21, 2024","Feb 20, 2025",1,2,POL000017,POL_ADMIN,POL000017,LOB002,,
POL_ADMIN,POL000018-HOM000002,"107 Industrial Drive, Aurora, CO property assigned to policy POL000018.","Feb 24, 2024","Feb 23, 2025",1,2,POL000018,POL_ADMIN,POL000018,LOB002,,
POL_ADMIN,POL000019-HOM000003,"114 Market Street, Columbia, MO property assigned to policy POL000019.","Feb 27, 2024","Feb 26, 2025",1,2,POL000019,POL_ADMIN,POL000019,LOB002,,
POL_ADMIN,POL000020-HOM000004,"121 Logistics Parkway, Los Angeles, CA property assigned to policy POL000020.","Mar 01, 2024","Feb 28, 2025",1,2,POL000020,POL_ADMIN,POL000020,LOB002,,
POL_ADMIN,POL000021-HOM000005,"128 Commerce Way, Tampa, FL property assigned to policy POL000021.","Mar 04, 2024","Mar 03, 2025",1,2,POL000021,POL_ADMIN,POL000021,LOB002,,
POL_ADMIN,POL000022-HOM000006,"135 Industrial Drive, Cincinnati, OH property assigned to policy POL000022.","Mar 07, 2024","Mar 06, 2025",2,2,POL000022,POL_ADMIN,POL000022,LOB002,,
POL_ADMIN,POL000023-HOM000007,"142 Market Street, Detroit, MI property assigned to policy POL000023.","Mar 10, 2024","Mar 09, 2025",9,2,POL000023,POL_ADMIN,POL000023,LOB002,,
POL_ADMIN,POL000024-HOM000008,"149 Logistics Parkway, Tacoma, WA property assigned to policy POL000024.","Mar 13, 2024","Mar 12, 2025",3,2,POL000024,POL_ADMIN,POL000024,LOB002,,
POL_ADMIN,POL000025-HOM000009,"156 Commerce Way, Lowell, MA property assigned to policy POL000025.","Mar 16, 2024","Mar 15, 2025",1,2,POL000025,POL_ADMIN,POL000025,LOB002,,
POL_ADMIN,POL000026-HOM000010,"163 Industrial Drive, Minneapolis, MN property assigned to policy POL000026.","Mar 19, 2024","Mar 18, 2025",1,2,POL000026,POL_ADMIN,POL000026,LOB002,,
POL_ADMIN,POL000027-HOM000011,"170 Market Street, Albany, NY property assigned to policy POL000027.","Mar 22, 2024","Mar 21, 2025",1,2,POL000027,POL_ADMIN,POL000027,LOB002,,
POL_ADMIN,POL000028-HOM000012,"177 Logistics Parkway, Peoria, IL property assigned to policy POL000028.","Mar 25, 2024","Mar 24, 2025",1,2,POL000028,POL_ADMIN,POL000028,LOB002,,
POL_ADMIN,POL000029-HOM000013,"184 Commerce Way, Atlanta, GA property assigned to policy POL000029.","Mar 28, 2024","Mar 27, 2025",1,2,POL000029,POL_ADMIN,POL000029,LOB002,,
POL_ADMIN,POL000030-HOM000014,"191 Industrial Drive, Trenton, NJ property assigned to policy POL000030.","Mar 31, 2024","Mar 30, 2025",2,2,POL000030,POL_ADMIN,POL000030,LOB002,,
POL_ADMIN,POL000031-HOM000015,"198 Market Street, Tempe, AZ property assigned to policy POL000031.","Apr 03, 2024","Apr 02, 2025",9,2,POL000031,POL_ADMIN,POL000031,LOB002,,
POL_ADMIN,POL000032-HOM000016,"205 Logistics Parkway, Nashville, TN property assigned to policy POL000032.","Apr 06, 2024","Apr 05, 2025",3,2,POL000032,POL_ADMIN,POL000032,LOB002,,
POL_ADMIN,POL000048-HOM000017,"212 Oak Street, Naperville, IL property assigned to policy POL000048.","May 24, 2024","May 23, 2025",3,3,POL000048,POL_ADMIN,POL000048,LOB004,,
POL_ADMIN,POL000049-HOM000018,"219 Maple Avenue, Marietta, GA property assigned to policy POL000049.","May 27, 2024","May 26, 2025",1,3,POL000049,POL_ADMIN,POL000049,LOB004,,
POL_ADMIN,POL000050-HOM000019,"226 Cedar Lane, Newark, NJ property assigned to policy POL000050.","May 30, 2024","May 29, 2025",1,3,POL000050,POL_ADMIN,POL000050,LOB004,,
POL_ADMIN,POL000051-HOM000020,"233 Lakeview Drive, Mesa, AZ property assigned to policy POL000051.","Jun 02, 2024","Jun 01, 2025",1,3,POL000051,POL_ADMIN,POL000051,LOB004,,
POL_ADMIN,POL000052-HOM000021,"240 Oak Street, Knoxville, TN property assigned to policy POL000052.","Jun 05, 2024","Jun 04, 2025",1,3,POL000052,POL_ADMIN,POL000052,LOB004,,
POL_ADMIN,POL000053-HOM000022,"247 Maple Avenue, Milwaukee, WI property assigned to policy POL000053.","Jun 08, 2024","Jun 07, 2025",1,3,POL000053,POL_ADMIN,POL000053,LOB004,,
POL_ADMIN,POL000054-HOM000023,"254 Cedar Lane, Dallas, TX property assigned to policy POL000054.","Jun 11, 2024","Jun 10, 2025",2,3,POL000054,POL_ADMIN,POL000054,LOB004,,
POL_ADMIN,POL000055-HOM000024,"261 Lakeview Drive, Harrisburg, PA property assigned to policy POL000055.","Jun 14, 2024","Jun 13, 2025",2,3,POL000055,POL_ADMIN,POL000055,LOB004,,
POL_ADMIN,POL000056-HOM000025,"268 Oak Street, Charlotte, NC property assigned to policy POL000056.","Jun 17, 2024","Jun 16, 2025",3,3,POL000056,POL_ADMIN,POL000056,LOB004,,
POL_ADMIN,POL000057-HOM000026,"275 Maple Avenue, Norfolk, VA property assigned to policy POL000057.","Jun 20, 2024","Jun 19, 2025",1,3,POL000057,POL_ADMIN,POL000057,LOB004,,
POL_ADMIN,POL000058-HOM000027,"282 Cedar Lane, Boulder, CO property assigned to policy POL000058.","Jun 23, 2024","Jun 22, 2025",1,3,POL000058,POL_ADMIN,POL000058,LOB004,,
POL_ADMIN,POL000059-HOM000028,"289 Lakeview Drive, Kansas City, MO property assigned to policy POL000059.","Jun 26, 2024","Jun 25, 2025",1,3,POL000059,POL_ADMIN,POL000059,LOB004,,
POL_ADMIN,POL000060-HOM000029,"296 Oak Street, San Diego, CA property assigned to policy POL000060.","Jun 29, 2024","Jun 28, 2025",1,3,POL000060,POL_ADMIN,POL000060,LOB004,,
POL_ADMIN,POL000061-HOM000030,"303 Maple Avenue, Jacksonville, FL property assigned to policy POL000061.","Jul 02, 2024","Jul 01, 2025",1,3,POL000061,POL_ADMIN,POL000061,LOB004,,
POL_ADMIN,POL000062-HOM000031,"310 Cedar Lane, Columbus, OH property assigned to policy POL000062.","Jul 05, 2024","Jul 04, 2025",2,3,POL000062,POL_ADMIN,POL000062,LOB004,,
POL_ADMIN,POL000063-HOM000032,"317 Lakeview Drive, Grand Rapids, MI property assigned to policy POL000063.","Jul 08, 2024","Jul 07, 2025",2,3,POL000063,POL_ADMIN,POL000063,LOB004,,
POL_ADMIN,POL000064-HOM000033,"324 Oak Street, Spokane, WA property assigned to policy POL000064.","Jul 11, 2024","Jul 10, 2025",3,3,POL000064,POL_ADMIN,POL000064,LOB004,,
POL_ADMIN,POL000081-HOM000034,"331 Industrial Drive, Orlando, FL property assigned to policy POL000081.","Aug 31, 2024","Aug 30, 2025",1,2,POL000081,POL_ADMIN,POL000081,LOB002,,
POL_ADMIN,POL000082-HOM000035,"338 Market Street, Cleveland, OH property assigned to policy POL000082.","Sep 03, 2024","Sep 02, 2025",1,2,POL000082,POL_ADMIN,POL000082,LOB002,,
POL_ADMIN,POL000083-HOM000036,"345 Logistics Parkway, Lansing, MI property assigned to policy POL000083.","Sep 06, 2024","Sep 05, 2025",1,2,POL000083,POL_ADMIN,POL000083,LOB002,,
POL_ADMIN,POL000084-HOM000037,"352 Commerce Way, Seattle, WA property assigned to policy POL000084.","Sep 09, 2024","Sep 08, 2025",1,2,POL000084,POL_ADMIN,POL000084,LOB002,,
POL_ADMIN,POL000085-HOM000038,"359 Industrial Drive, Worcester, MA property assigned to policy POL000085.","Sep 12, 2024","Sep 11, 2025",1,2,POL000085,POL_ADMIN,POL000085,LOB002,,
POL_ADMIN,POL000086-HOM000039,"366 Market Street, Duluth, MN property assigned to policy POL000086.","Sep 15, 2024","Sep 14, 2025",1,2,POL000086,POL_ADMIN,POL000086,LOB002,,
POL_ADMIN,POL000087-HOM000040,"373 Logistics Parkway, Buffalo, NY property assigned to policy POL000087.","Sep 18, 2024","Sep 17, 2025",2,2,POL000087,POL_ADMIN,POL000087,LOB002,,
POL_ADMIN,POL000088-HOM000041,"380 Commerce Way, Naperville, IL property assigned to policy POL000088.","Sep 21, 2024","Sep 20, 2025",9,2,POL000088,POL_ADMIN,POL000088,LOB002,,
POL_ADMIN,POL000089-HOM000042,"387 Industrial Drive, Marietta, GA property assigned to policy POL000089.","Sep 24, 2024","Sep 23, 2025",1,2,POL000089,POL_ADMIN,POL000089,LOB002,,
POL_ADMIN,POL000090-HOM000043,"394 Market Street, Newark, NJ property assigned to policy POL000090.","Sep 27, 2024","Sep 26, 2025",1,2,POL000090,POL_ADMIN,POL000090,LOB002,,
POL_ADMIN,POL000091-HOM000044,"401 Logistics Parkway, Mesa, AZ property assigned to policy POL000091.","Sep 30, 2024","Sep 29, 2025",1,2,POL000091,POL_ADMIN,POL000091,LOB002,,
POL_ADMIN,POL000092-HOM000045,"408 Commerce Way, Knoxville, TN property assigned to policy POL000092.","Oct 03, 2024","Oct 02, 2025",1,2,POL000092,POL_ADMIN,POL000092,LOB002,,
POL_ADMIN,POL000093-HOM000046,"415 Industrial Drive, Milwaukee, WI property assigned to policy POL000093.","Oct 06, 2024","Oct 05, 2025",1,2,POL000093,POL_ADMIN,POL000093,LOB002,,
POL_ADMIN,POL000094-HOM000047,"422 Market Street, Dallas, TX property assigned to policy POL000094.","Oct 09, 2024","Oct 08, 2025",1,2,POL000094,POL_ADMIN,POL000094,LOB002,,
POL_ADMIN,POL000095-HOM000048,"429 Logistics Parkway, Harrisburg, PA property assigned to policy POL000095.","Oct 12, 2024","Oct 11, 2025",2,2,POL000095,POL_ADMIN,POL000095,LOB002,,
POL_ADMIN,POL000096-HOM000049,"436 Commerce Way, Charlotte, NC property assigned to policy POL000096.","Oct 15, 2024","Oct 14, 2025",9,2,POL000096,POL_ADMIN,POL000096,LOB002,,
POL_ADMIN,POL000113-HOM000050,"443 Maple Avenue, Madison, WI property assigned to policy POL000113.","Dec 05, 2024","Dec 04, 2025",3,3,POL000113,POL_ADMIN,POL000113,LOB004,,
POL_ADMIN,POL000114-HOM000051,"450 Cedar Lane, Houston, TX property assigned to policy POL000114.","Dec 08, 2024","Dec 07, 2025",1,3,POL000114,POL_ADMIN,POL000114,LOB004,,
POL_ADMIN,POL000115-HOM000052,"457 Lakeview Drive, Philadelphia, PA property assigned to policy POL000115.","Dec 11, 2024","Dec 10, 2025",1,3,POL000115,POL_ADMIN,POL000115,LOB004,,
POL_ADMIN,POL000116-HOM000053,"464 Oak Street, Raleigh, NC property assigned to policy POL000116.","Dec 14, 2024","Dec 13, 2025",1,3,POL000116,POL_ADMIN,POL000116,LOB004,,
POL_ADMIN,POL000117-HOM000054,"471 Maple Avenue, Arlington, VA property assigned to policy POL000117.","Dec 17, 2024","Dec 16, 2025",1,3,POL000117,POL_ADMIN,POL000117,LOB004,,
POL_ADMIN,POL000118-HOM000055,"478 Cedar Lane, Denver, CO property assigned to policy POL000118.","Dec 20, 2024","Dec 19, 2025",1,3,POL000118,POL_ADMIN,POL000118,LOB004,,
POL_ADMIN,POL000119-HOM000056,"485 Lakeview Drive, Saint Louis, MO property assigned to policy POL000119.","Dec 23, 2024","Dec 22, 2025",2,3,POL000119,POL_ADMIN,POL000119,LOB004,,
POL_ADMIN,POL000120-HOM000057,"492 Oak Street, Sacramento, CA property assigned to policy POL000120.","Dec 26, 2024","Dec 25, 2025",4,3,POL000120,POL_ADMIN,POL000120,LOB004,,
POL_ADMIN,POL000121-HOM000058,"499 Maple Avenue, Orlando, FL property assigned to policy POL000121.","Dec 29, 2024","Dec 28, 2025",3,3,POL000121,POL_ADMIN,POL000121,LOB004,,
POL_ADMIN,POL000122-HOM000059,"506 Cedar Lane, Cleveland, OH property assigned to policy POL000122.","Jan 01, 2025","Dec 31, 2025",1,3,POL000122,POL_ADMIN,POL000122,LOB004,,
POL_ADMIN,POL000123-HOM000060,"513 Lakeview Drive, Lansing, MI property assigned to policy POL000123.","Jan 04, 2025","Jan 03, 2026",1,3,POL000123,POL_ADMIN,POL000123,LOB004,,
POL_ADMIN,POL000124-HOM000061,"520 Oak Street, Seattle, WA property assigned to policy POL000124.","Jan 07, 2025","Jan 06, 2026",1,3,POL000124,POL_ADMIN,POL000124,LOB004,,
POL_ADMIN,POL000125-HOM000062,"527 Maple Avenue, Worcester, MA property assigned to policy POL000125.","Jan 10, 2025","Jan 09, 2026",1,3,POL000125,POL_ADMIN,POL000125,LOB004,,
POL_ADMIN,POL000126-HOM000063,"534 Cedar Lane, Duluth, MN property assigned to policy POL000126.","Jan 13, 2025","Jan 12, 2026",1,3,POL000126,POL_ADMIN,POL000126,LOB004,,
POL_ADMIN,POL000127-HOM000064,"541 Lakeview Drive, Buffalo, NY property assigned to policy POL000127.","Jan 16, 2025","Jan 15, 2026",2,3,POL000127,POL_ADMIN,POL000127,LOB004,,
POL_ADMIN,POL000128-HOM000065,"548 Oak Street, Naperville, IL property assigned to policy POL000128.","Jan 19, 2025","Jan 18, 2026",2,3,POL000128,POL_ADMIN,POL000128,LOB004,,
POL_ADMIN,POL000144-HOM000066,"555 Industrial Drive, Spokane, WA property assigned to policy POL000144.","Mar 08, 2025","Mar 07, 2026",2,2,POL000144,POL_ADMIN,POL000144,LOB002,,
POL_ADMIN,POL000145-HOM000067,"562 Market Street, Boston, MA property assigned to policy POL000145.","Mar 11, 2025","Mar 10, 2026",3,2,POL000145,POL_ADMIN,POL000145,LOB002,,
POL_ADMIN,POL000146-HOM000068,"569 Logistics Parkway, Saint Paul, MN property assigned to policy POL000146.","Mar 14, 2025","Mar 13, 2026",1,2,POL000146,POL_ADMIN,POL000146,LOB002,,
POL_ADMIN,POL000147-HOM000069,"576 Commerce Way, Rochester, NY property assigned to policy POL000147.","Mar 17, 2025","Mar 16, 2026",1,2,POL000147,POL_ADMIN,POL000147,LOB002,,
POL_ADMIN,POL000148-HOM000070,"583 Industrial Drive, Chicago, IL property assigned to policy POL000148.","Mar 20, 2025","Mar 19, 2026",1,2,POL000148,POL_ADMIN,POL000148,LOB002,,
POL_ADMIN,POL000149-HOM000071,"590 Market Street, Savannah, GA property assigned to policy POL000149.","Mar 23, 2025","Mar 22, 2026",1,2,POL000149,POL_ADMIN,POL000149,LOB002,,
POL_ADMIN,POL000150-HOM000072,"597 Logistics Parkway, Princeton, NJ property assigned to policy POL000150.","Mar 26, 2025","Mar 25, 2026",1,2,POL000150,POL_ADMIN,POL000150,LOB002,,
POL_ADMIN,POL000151-HOM000073,"604 Commerce Way, Phoenix, AZ property assigned to policy POL000151.","Mar 29, 2025","Mar 28, 2026",1,2,POL000151,POL_ADMIN,POL000151,LOB002,,
POL_ADMIN,POL000152-HOM000074,"611 Industrial Drive, Memphis, TN property assigned to policy POL000152.","Apr 01, 2025","Mar 31, 2026",2,2,POL000152,POL_ADMIN,POL000152,LOB002,,
POL_ADMIN,POL000153-HOM000075,"618 Market Street, Green Bay, WI property assigned to policy POL000153.","Apr 04, 2025","Apr 03, 2026",3,2,POL000153,POL_ADMIN,POL000153,LOB002,,
POL_ADMIN,POL000154-HOM000076,"625 Logistics Parkway, Austin, TX property assigned to policy POL000154.","Apr 07, 2025","Apr 06, 2026",1,2,POL000154,POL_ADMIN,POL000154,LOB002,,
POL_ADMIN,POL000155-HOM000077,"632 Commerce Way, Pittsburgh, PA property assigned to policy POL000155.","Apr 10, 2025","Apr 09, 2026",1,2,POL000155,POL_ADMIN,POL000155,LOB002,,
POL_ADMIN,POL000156-HOM000078,"639 Industrial Drive, Durham, NC property assigned to policy POL000156.","Apr 13, 2025","Apr 12, 2026",1,2,POL000156,POL_ADMIN,POL000156,LOB002,,
POL_ADMIN,POL000157-HOM000079,"646 Market Street, Richmond, VA property assigned to policy POL000157.","Apr 16, 2025","Apr 15, 2026",1,2,POL000157,POL_ADMIN,POL000157,LOB002,,
POL_ADMIN,POL000158-HOM000080,"653 Logistics Parkway, Aurora, CO property assigned to policy POL000158.","Apr 19, 2025","Apr 18, 2026",1,2,POL000158,POL_ADMIN,POL000158,LOB002,,
POL_ADMIN,POL000159-HOM000081,"660 Commerce Way, Columbia, MO property assigned to policy POL000159.","Apr 22, 2025","Apr 21, 2026",1,2,POL000159,POL_ADMIN,POL000159,LOB002,,
POL_ADMIN,POL000160-HOM000082,"667 Industrial Drive, Los Angeles, CA property assigned to policy POL000160.","Apr 25, 2025","Apr 24, 2026",2,2,POL000160,POL_ADMIN,POL000160,LOB002,,
POL_ADMIN,POL000177-HOM000083,"674 Cedar Lane, Norfolk, VA property assigned to policy POL000177.","Jun 15, 2025","Jun 14, 2026",9,3,POL000177,POL_ADMIN,POL000177,LOB004,,
POL_ADMIN,POL000178-HOM000084,"681 Lakeview Drive, Boulder, CO property assigned to policy POL000178.","Jun 18, 2025","Jun 17, 2026",3,3,POL000178,POL_ADMIN,POL000178,LOB004,,
POL_ADMIN,POL000179-HOM000085,"688 Oak Street, Kansas City, MO property assigned to policy POL000179.","Jun 21, 2025","Jun 20, 2026",1,3,POL000179,POL_ADMIN,POL000179,LOB004,,
POL_ADMIN,POL000180-HOM000086,"695 Maple Avenue, San Diego, CA property assigned to policy POL000180.","Jun 24, 2025","Jun 23, 2026",1,3,POL000180,POL_ADMIN,POL000180,LOB004,,
POL_ADMIN,POL000181-HOM000087,"702 Cedar Lane, Jacksonville, FL property assigned to policy POL000181.","Jun 27, 2025","Jun 26, 2026",1,3,POL000181,POL_ADMIN,POL000181,LOB004,,
POL_ADMIN,POL000182-HOM000088,"709 Lakeview Drive, Columbus, OH property assigned to policy POL000182.","Jun 30, 2025","Jun 29, 2026",1,3,POL000182,POL_ADMIN,POL000182,LOB004,,
POL_ADMIN,POL000183-HOM000089,"716 Oak Street, Grand Rapids, MI property assigned to policy POL000183.","Jul 03, 2025","Jul 02, 2026",1,3,POL000183,POL_ADMIN,POL000183,LOB004,,
POL_ADMIN,POL000184-HOM000090,"723 Maple Avenue, Spokane, WA property assigned to policy POL000184.","Jul 06, 2025","Jul 05, 2026",2,3,POL000184,POL_ADMIN,POL000184,LOB004,,
POL_ADMIN,POL000185-HOM000091,"730 Cedar Lane, Boston, MA property assigned to policy POL000185.","Jul 09, 2025","Jul 08, 2026",4,3,POL000185,POL_ADMIN,POL000185,LOB004,,
POL_ADMIN,POL000186-HOM000092,"737 Lakeview Drive, Saint Paul, MN property assigned to policy POL000186.","Jul 12, 2025","Jul 11, 2026",3,3,POL000186,POL_ADMIN,POL000186,LOB004,,
POL_ADMIN,POL000187-HOM000093,"744 Oak Street, Rochester, NY property assigned to policy POL000187.","Jul 15, 2025","Jul 14, 2026",1,3,POL000187,POL_ADMIN,POL000187,LOB004,,
POL_ADMIN,POL000188-HOM000094,"751 Maple Avenue, Chicago, IL property assigned to policy POL000188.","Jul 18, 2025","Jul 17, 2026",1,3,POL000188,POL_ADMIN,POL000188,LOB004,,
POL_ADMIN,POL000189-HOM000095,"758 Cedar Lane, Savannah, GA property assigned to policy POL000189.","Jul 21, 2025","Jul 20, 2026",1,3,POL000189,POL_ADMIN,POL000189,LOB004,,
POL_ADMIN,POL000190-HOM000096,"765 Lakeview Drive, Princeton, NJ property assigned to policy POL000190.","Jul 24, 2025","Jul 23, 2026",1,3,POL000190,POL_ADMIN,POL000190,LOB004,,
POL_ADMIN,POL000191-HOM000097,"772 Oak Street, Phoenix, AZ property assigned to policy POL000191.","Jul 27, 2025","Jul 26, 2026",1,3,POL000191,POL_ADMIN,POL000191,LOB004,,
POL_ADMIN,POL000192-HOM000098,"779 Maple Avenue, Memphis, TN property assigned to policy POL000192.","Jul 30, 2025","Jul 29, 2026",2,3,POL000192,POL_ADMIN,POL000192,LOB004,,
POL_ADMIN,POL000209-HOM000099,"786 Market Street, Marietta, GA property assigned to policy POL000209.","Sep 19, 2025","Sep 18, 2026",2,2,POL000209,POL_ADMIN,POL000209,LOB002,,
POL_ADMIN,POL000210-HOM000100,"793 Logistics Parkway, Newark, NJ property assigned to policy POL000210.","Sep 22, 2025","Sep 21, 2026",3,2,POL000210,POL_ADMIN,POL000210,LOB002,,
POL_ADMIN,POL000211-HOM000101,"800 Commerce Way, Mesa, AZ property assigned to policy POL000211.","Sep 25, 2025","Sep 24, 2026",1,2,POL000211,POL_ADMIN,POL000211,LOB002,,
POL_ADMIN,POL000212-HOM000102,"807 Industrial Drive, Knoxville, TN property assigned to policy POL000212.","Sep 28, 2025","Sep 27, 2026",1,2,POL000212,POL_ADMIN,POL000212,LOB002,,
POL_ADMIN,POL000213-HOM000103,"814 Market Street, Milwaukee, WI property assigned to policy POL000213.","Oct 01, 2025","Sep 30, 2026",1,2,POL000213,POL_ADMIN,POL000213,LOB002,,
POL_ADMIN,POL000214-HOM000104,"821 Logistics Parkway, Dallas, TX property assigned to policy POL000214.","Oct 04, 2025","Oct 03, 2026",1,2,POL000214,POL_ADMIN,POL000214,LOB002,,
POL_ADMIN,POL000215-HOM000105,"828 Commerce Way, Harrisburg, PA property assigned to policy POL000215.","Oct 07, 2025","Oct 06, 2026",1,2,POL000215,POL_ADMIN,POL000215,LOB002,,
POL_ADMIN,POL000216-HOM000106,"835 Industrial Drive, Charlotte, NC property assigned to policy POL000216.","Oct 10, 2025","Oct 09, 2026",2,2,POL000216,POL_ADMIN,POL000216,LOB002,,
POL_ADMIN,POL000217-HOM000107,"842 Market Street, Norfolk, VA property assigned to policy POL000217.","Oct 13, 2025","Oct 12, 2026",2,2,POL000217,POL_ADMIN,POL000217,LOB002,,
POL_ADMIN,POL000218-HOM000108,"849 Logistics Parkway, Boulder, CO property assigned to policy POL000218.","Oct 16, 2025","Oct 15, 2026",3,2,POL000218,POL_ADMIN,POL000218,LOB002,,
POL_ADMIN,POL000219-HOM000109,"856 Commerce Way, Kansas City, MO property assigned to policy POL000219.","Oct 19, 2025","Oct 18, 2026",1,2,POL000219,POL_ADMIN,POL000219,LOB002,,
POL_ADMIN,POL000220-HOM000110,"863 Industrial Drive, San Diego, CA property assigned to policy POL000220.","Oct 22, 2025","Oct 21, 2026",1,2,POL000220,POL_ADMIN,POL000220,LOB002,,
POL_ADMIN,POL000221-HOM000111,"870 Market Street, Jacksonville, FL property assigned to policy POL000221.","Oct 25, 2025","Oct 24, 2026",1,2,POL000221,POL_ADMIN,POL000221,LOB002,,
POL_ADMIN,POL000222-HOM000112,"877 Logistics Parkway, Columbus, OH property assigned to policy POL000222.","Oct 28, 2025","Oct 27, 2026",1,2,POL000222,POL_ADMIN,POL000222,LOB002,,
POL_ADMIN,POL000223-HOM000113,"884 Commerce Way, Grand Rapids, MI property assigned to policy POL000223.","Oct 31, 2025","Oct 30, 2026",1,2,POL000223,POL_ADMIN,POL000223,LOB002,,
POL_ADMIN,POL000224-HOM000114,"891 Industrial Drive, Spokane, WA property assigned to policy POL000224.","Nov 03, 2025","Nov 02, 2026",1,2,POL000224,POL_ADMIN,POL000224,LOB002,,
POL_ADMIN,POL000240-HOM000115,"898 Cedar Lane, Los Angeles, CA property assigned to policy POL000240.","Dec 21, 2025","Dec 20, 2026",1,3,POL000240,POL_ADMIN,POL000240,LOB004,,
POL_ADMIN,POL000241-HOM000116,"905 Lakeview Drive, Tampa, FL property assigned to policy POL000241.","Dec 24, 2025","Dec 23, 2026",2,3,POL000241,POL_ADMIN,POL000241,LOB004,,
POL_ADMIN,POL000242-HOM000117,"912 Oak Street, Cincinnati, OH property assigned to policy POL000242.","Dec 27, 2025","Dec 26, 2026",9,3,POL000242,POL_ADMIN,POL000242,LOB004,,
POL_ADMIN,POL000243-HOM000118,"919 Maple Avenue, Detroit, MI property assigned to policy POL000243.","Dec 30, 2025","Dec 29, 2026",1,3,POL000243,POL_ADMIN,POL000243,LOB004,,
POL_ADMIN,POL000244-HOM000119,"926 Cedar Lane, Tacoma, WA property assigned to policy POL000244.","Jan 02, 2026","Jan 01, 2027",1,3,POL000244,POL_ADMIN,POL000244,LOB004,,
POL_ADMIN,POL000245-HOM000120,"933 Lakeview Drive, Lowell, MA property assigned to policy POL000245.","Jan 05, 2026","Jan 04, 2027",1,3,POL000245,POL_ADMIN,POL000245,LOB004,,
