PublisherID,SourceID,HomeAssetId,PropertyAddressLine1,PropertyAddressLine2,PropertyCity,PropertyState,PropertyPostalCode,PropertyCountry,YearBuilt,ConstructionQuality,RoofYear,SquareFootage,NumberOfStories,NumberOfUnits,GarageType,OccupancyType,PrimaryResidenceFlag,ProtectionClass,DistanceToFireStation,SprinklerSystemFlag,BurglarAlarmFlag,SmokeDetectorFlag,SwimmingPoolFlag,TrampolineFlag,DogBreed,ReplacementCost,MarketValue,PersonalPropertyLimit,LossUseLimit,LiabilityLimit,DeductibleAmount,FloodZone,EarthquakeZone,WindHailExclusionFlag,StartDate,EndDate,FID_BasementType,FID_ConstructionType,FID_FoundationType,FID_RoofType
POL_ADMIN,POL000147,HOM000069,576 Commerce Way,Suite 128,Rochester,NY,10326,US,1975,STANDARD,2011,31964,5,3,NONE,VACANT,FALSE,9,5.3,TRUE,TRUE,TRUE,FALSE,FALSE,,5288060.00,4759254.00,1057612.00,528806.00,500000.00,1000.00,A,LOW,FALSE,"Mar 17, 2025","Mar 16, 2026",6,12,2,1
POL_ADMIN,POL000148,HOM000070,583 Industrial Drive,Suite 129,Chicago,IL,60463,US,1980,CUSTOM,2019,32787,6,4,NONE,OWNER_OCCUPIED,FALSE,10,5.7,TRUE,TRUE,TRUE,FALSE,FALSE,,7394575.00,6950900.50,1478915.00,739457.50,1000000.00,2500.00,VE,MODERATE,FALSE,"Mar 20, 2025","Mar 19, 2026",7,1,3,2
POL_ADMIN,POL000149,HOM000071,590 Market Street,Suite 130,Savannah,GA,30600,US,1985,ECONOMY,2024,5110,7,5,NONE,TENANT_OCCUPIED,FALSE,1,6.0,TRUE,TRUE,TRUE,FALSE,FALSE,,659750.00,646555.00,131950.00,65975.00,2000000.00,5000.00,X,HIGH,FALSE,"Mar 23, 2025","Mar 22, 2026",8,2,4,3
POL_ADMIN,POL000150,HOM000072,597 Logistics Parkway,Suite 131,Princeton,NJ,07737,US,1990,LUXURY,2024,5933,8,6,NONE,VACANT,FALSE,2,6.3,TRUE,TRUE,TRUE,FALSE,FALSE,,1804400.00,1840488.00,360880.00,180440.00,5000000.00,10000.00,X500,VERY_HIGH,FALSE,"Mar 26, 2025","Mar 25, 2026",9,3,5,4
POL_ADMIN,POL000151,HOM000073,604 Commerce Way,Suite 132,Phoenix,AZ,85874,US,1995,STANDARD,2024,6756,1,1,NONE,OWNER_OCCUPIED,FALSE,3,0.4,TRUE,TRUE,TRUE,FALSE,FALSE,,1114740.00,914086.80,222948.00,111474.00,500000.00,1000.00,AE,LOW,FALSE,"Mar 29, 2025","Mar 28, 2026",1,4,6,5
POL_ADMIN,POL000152,HOM000074,611 Industrial Drive,Suite 133,Memphis,TN,37112,US,2000,CUSTOM,2024,7579,2,2,NONE,TENANT_OCCUPIED,FALSE,4,0.8,TRUE,TRUE,TRUE,FALSE,FALSE,,1708775.00,1469546.50,341755.00,170877.50,1000000.00,2500.00,A,MODERATE,FALSE,"Apr 01, 2025","Mar 31, 2026",2,5,7,6
POL_ADMIN,POL000153,HOM000075,618 Market Street,Suite 134,Green Bay,WI,53249,US,2005,ECONOMY,2024,8402,3,3,NONE,VACANT,FALSE,5,1.1,TRUE,TRUE,TRUE,FALSE,FALSE,,1057250.00,951525.00,211450.00,105725.00,2000000.00,5000.00,VE,HIGH,FALSE,"Apr 04, 2025","Apr 03, 2026",3,6,8,7
POL_ADMIN,POL000154,HOM000076,625 Logistics Parkway,Suite 135,Austin,TX,75386,US,2010,LUXURY,2022,9225,4,4,NONE,OWNER_OCCUPIED,FALSE,6,1.4,TRUE,TRUE,TRUE,FALSE,FALSE,,2778000.00,2611320.00,555600.00,277800.00,5000000.00,10000.00,AE,VERY_HIGH,FALSE,"Apr 07, 2025","Apr 06, 2026",4,7,9,8
POL_ADMIN,POL000155,HOM000077,632 Commerce Way,Suite 136,Pittsburgh,PA,15523,US,2015,STANDARD,2024,10048,5,5,NONE,TENANT_OCCUPIED,FALSE,7,1.8,TRUE,TRUE,TRUE,FALSE,FALSE,,1671920.00,1638481.60,334384.00,167192.00,500000.00,1000.00,X500,LOW,FALSE,"Apr 10, 2025","Apr 09, 2026",5,8,10,9
POL_ADMIN,POL000156,HOM000078,639 Industrial Drive,Suite 137,Durham,NC,27660,US,1965,CUSTOM,1983,10871,6,6,NONE,VACANT,FALSE,8,2.1,TRUE,TRUE,TRUE,FALSE,FALSE,,2463475.00,2512744.50,492695.00,246347.50,1000000.00,2500.00,AE,MODERATE,FALSE,"Apr 13, 2025","Apr 12, 2026",6,9,11,10
POL_ADMIN,POL000157,HOM000079,646 Market Street,Suite 138,Richmond,VA,22797,US,1970,ECONOMY,1991,11694,7,1,NONE,OWNER_OCCUPIED,FALSE,9,2.5,TRUE,TRUE,TRUE,FALSE,FALSE,,1482750.00,1215855.00,296550.00,148275.00,2000000.00,5000.00,A,HIGH,FALSE,"Apr 16, 2025","Apr 15, 2026",7,10,12,11
POL_ADMIN,POL000158,HOM000080,653 Logistics Parkway,Suite 139,Aurora,CO,80035,US,1975,LUXURY,1999,12517,8,2,NONE,TENANT_OCCUPIED,FALSE,10,2.8,TRUE,TRUE,TRUE,FALSE,FALSE,,3779600.00,3250456.00,755920.00,377960.00,5000000.00,10000.00,VE,VERY_HIGH,FALSE,"Apr 19, 2025","Apr 18, 2026",8,11,1,12
POL_ADMIN,POL000159,HOM000081,660 Commerce Way,Suite 100,Columbia,MO,63172,US,1980,STANDARD,2007,13340,1,3,NONE,VACANT,FALSE,1,3.2,TRUE,TRUE,TRUE,FALSE,FALSE,,2201100.00,1980990.00,440220.00,220110.00,500000.00,1000.00,X,LOW,FALSE,"Apr 22, 2025","Apr 21, 2026",9,12,2,13
POL_ADMIN,POL000160,HOM000082,667 Industrial Drive,Suite 101,Los Angeles,CA,90309,US,1985,CUSTOM,2015,14163,2,4,NONE,OWNER_OCCUPIED,FALSE,2,3.5,TRUE,TRUE,TRUE,FALSE,FALSE,,3190175.00,2998764.50,638035.00,319017.50,1000000.00,2500.00,X500,VERY_HIGH,FALSE,"Apr 25, 2025","Apr 24, 2026",1,1,3,14
POL_ADMIN,POL000177,HOM000083,674 Cedar Lane,,Norfolk,VA,22446,US,1964,LUXURY,1997,1702,2,1,CARPORT,VACANT,FALSE,3,3.9,FALSE,FALSE,TRUE,FALSE,FALSE,Labrador Retriever,585680.00,568109.60,292840.00,117136.00,500000.00,1500.00,AE,HIGH,FALSE,"Jun 15, 2025","Jun 14, 2026",5,11,12,13
POL_ADMIN,POL000178,HOM000084,681 Lakeview Drive,,Boulder,CO,80583,US,1971,ECONOMY,2007,1913,3,1,NONE,SEASONAL,FALSE,4,4.3,FALSE,FALSE,TRUE,FALSE,FALSE,Golden Retriever,287885.00,293642.70,143942.50,57577.00,1000000.00,2500.00,A,VERY_HIGH,FALSE,"Jun 18, 2025","Jun 17, 2026",6,12,1,14
POL_ADMIN,POL000179,HOM000085,688 Oak Street,Unit 1,Kansas City,MO,63720,US,1978,STANDARD,2017,2124,1,1,ATTACHED,OWNER_OCCUPIED,TRUE,5,4.6,FALSE,TRUE,TRUE,TRUE,FALSE,Beagle,406940.00,292996.80,203470.00,81388.00,100000.00,500.00,VE,LOW,FALSE,"Jun 21, 2025","Jun 20, 2026",7,1,2,1
POL_ADMIN,POL000180,HOM000086,695 Maple Avenue,,San Diego,CA,90857,US,1985,CUSTOM,2024,2335,2,2,DETACHED,TENANT_OCCUPIED,FALSE,6,5.0,TRUE,FALSE,TRUE,FALSE,FALSE,Poodle,589575.00,453972.75,294787.50,117915.00,300000.00,1000.00,X,VERY_HIGH,FALSE,"Jun 24, 2025","Jun 23, 2026",8,2,3,2
POL_ADMIN,POL000181,HOM000087,702 Cedar Lane,,Jacksonville,FL,32095,US,1992,LUXURY,2024,2546,3,1,CARPORT,VACANT,FALSE,7,5.3,FALSE,FALSE,TRUE,FALSE,FALSE,German Shepherd,886640.00,727044.80,443320.00,177328.00,500000.00,1500.00,A,HIGH,FALSE,"Jun 27, 2025","Jun 26, 2026",9,3,4,3
POL_ADMIN,POL000182,HOM000088,709 Lakeview Drive,,Columbus,OH,43232,US,1999,ECONOMY,2024,2757,1,1,NONE,SEASONAL,FALSE,8,5.7,FALSE,FALSE,TRUE,FALSE,FALSE,Mixed Breed,424265.00,369110.55,212132.50,84853.00,1000000.00,2500.00,AE,VERY_HIGH,FALSE,"Jun 30, 2025","Jun 29, 2026",1,4,5,4
POL_ADMIN,POL000183,HOM000089,716 Oak Street,,Grand Rapids,MI,48369,US,2006,STANDARD,2024,2968,2,1,ATTACHED,OWNER_OCCUPIED,TRUE,9,6.0,FALSE,TRUE,TRUE,FALSE,FALSE,,549080.00,505153.60,274540.00,109816.00,100000.00,500.00,A,LOW,FALSE,"Jul 03, 2025","Jul 02, 2026",2,5,6,5
POL_ADMIN,POL000184,HOM000090,723 Maple Avenue,,Spokane,WA,98506,US,2013,CUSTOM,2024,3179,3,2,DETACHED,TENANT_OCCUPIED,FALSE,10,6.3,FALSE,FALSE,TRUE,FALSE,FALSE,,782355.00,758884.35,391177.50,156471.00,300000.00,1000.00,VE,VERY_HIGH,FALSE,"Jul 06, 2025","Jul 05, 2026",3,6,7,6
POL_ADMIN,POL000185,HOM000091,730 Cedar Lane,Unit 7,Boston,MA,01643,US,1950,LUXURY,1962,3390,1,1,CARPORT,VACANT,FALSE,1,0.4,TRUE,FALSE,TRUE,FALSE,FALSE,,1159600.00,1182792.00,579800.00,231920.00,500000.00,1500.00,X,HIGH,FALSE,"Jul 09, 2025","Jul 08, 2026",4,7,8,7
POL_ADMIN,POL000186,HOM000092,737 Lakeview Drive,,Saint Paul,MN,55780,US,1957,ECONOMY,1972,3601,2,1,NONE,SEASONAL,FALSE,2,0.8,FALSE,FALSE,TRUE,TRUE,TRUE,Labrador Retriever,532645.00,383504.40,266322.50,106529.00,1000000.00,2500.00,X500,VERY_HIGH,FALSE,"Jul 12, 2025","Jul 11, 2026",5,8,9,8
POL_ADMIN,POL000187,HOM000093,744 Oak Street,,Rochester,NY,10018,US,1964,STANDARD,1982,3812,3,1,ATTACHED,OWNER_OCCUPIED,TRUE,3,1.1,FALSE,TRUE,TRUE,FALSE,FALSE,Golden Retriever,719220.00,553799.40,359610.00,143844.00,100000.00,500.00,AE,LOW,FALSE,"Jul 15, 2025","Jul 14, 2026",6,9,10,9
POL_ADMIN,POL000188,HOM000094,751 Maple Avenue,,Chicago,IL,60155,US,1971,CUSTOM,1992,4023,1,2,DETACHED,TENANT_OCCUPIED,FALSE,4,1.4,FALSE,FALSE,TRUE,FALSE,FALSE,Beagle,1003135.00,822570.70,501567.50,200627.00,300000.00,1000.00,A,MODERATE,FALSE,"Jul 18, 2025","Jul 17, 2026",7,10,11,10
POL_ADMIN,POL000189,HOM000095,758 Cedar Lane,,Savannah,GA,30292,US,1978,LUXURY,2002,4234,2,1,CARPORT,VACANT,FALSE,5,1.8,FALSE,FALSE,TRUE,FALSE,FALSE,Poodle,1460560.00,1270687.20,730280.00,292112.00,500000.00,1500.00,VE,HIGH,FALSE,"Jul 21, 2025","Jul 20, 2026",8,11,12,11
POL_ADMIN,POL000190,HOM000096,765 Lakeview Drive,,Princeton,NJ,07429,US,1985,ECONOMY,2012,4445,3,1,NONE,SEASONAL,FALSE,6,2.1,TRUE,FALSE,TRUE,FALSE,FALSE,German Shepherd,669025.00,615503.00,334512.50,133805.00,1000000.00,2500.00,X,VERY_HIGH,FALSE,"Jul 24, 2025","Jul 23, 2026",9,12,1,12
POL_ADMIN,POL000191,HOM000097,772 Oak Street,Unit 1,Phoenix,AZ,85566,US,1992,STANDARD,2022,4656,1,1,ATTACHED,OWNER_OCCUPIED,TRUE,7,2.5,FALSE,TRUE,TRUE,FALSE,FALSE,Mixed Breed,861360.00,835519.20,430680.00,172272.00,100000.00,500.00,X500,LOW,FALSE,"Jul 27, 2025","Jul 26, 2026",1,1,2,13
POL_ADMIN,POL000192,HOM000098,779 Maple Avenue,,Memphis,TN,37703,US,1999,CUSTOM,2024,4867,2,2,DETACHED,TENANT_OCCUPIED,FALSE,8,2.8,FALSE,FALSE,TRUE,FALSE,FALSE,,1195915.00,1219833.30,597957.50,239183.00,300000.00,1000.00,AE,MODERATE,FALSE,"Jul 30, 2025","Jul 29, 2026",2,2,3,14
POL_ADMIN,POL000209,HOM000099,786 Market Street,Suite 118,Marietta,GA,30840,US,2015,ECONOMY,2024,28154,3,3,NONE,VACANT,FALSE,9,3.2,TRUE,TRUE,TRUE,FALSE,FALSE,,3526250.00,3173625.00,705250.00,352625.00,2000000.00,5000.00,A,HIGH,FALSE,"Sep 19, 2025","Sep 18, 2026",9,6,8,3
POL_ADMIN,POL000210,HOM000100,793 Logistics Parkway,Suite 119,Newark,NJ,07078,US,1965,LUXURY,2004,28977,4,4,NONE,OWNER_OCCUPIED,FALSE,10,3.5,TRUE,TRUE,TRUE,FALSE,FALSE,,8703600.00,8181384.00,1740720.00,870360.00,5000000.00,10000.00,VE,VERY_HIGH,FALSE,"Sep 22, 2025","Sep 21, 2026",1,7,9,4
POL_ADMIN,POL000211,HOM000101,800 Commerce Way,Suite 120,Mesa,AZ,85215,US,1970,STANDARD,2012,29800,5,5,NONE,TENANT_OCCUPIED,FALSE,1,3.9,TRUE,TRUE,TRUE,FALSE,FALSE,,4931000.00,4832380.00,986200.00,493100.00,500000.00,1000.00,X,LOW,FALSE,"Sep 25, 2025","Sep 24, 2026",2,8,10,5
POL_ADMIN,POL000212,HOM000102,807 Industrial Drive,Suite 121,Knoxville,TN,37352,US,1975,CUSTOM,2020,30623,6,6,NONE,VACANT,FALSE,2,4.3,TRUE,TRUE,TRUE,FALSE,FALSE,,6907675.00,7045828.50,1381535.00,690767.50,1000000.00,2500.00,X500,MODERATE,FALSE,"Sep 28, 2025","Sep 27, 2026",3,9,11,6
POL_ADMIN,POL000213,HOM000103,814 Market Street,Suite 122,Milwaukee,WI,53489,US,1980,ECONOMY,2024,31446,7,1,NONE,OWNER_OCCUPIED,FALSE,3,4.6,TRUE,TRUE,TRUE,FALSE,FALSE,,3951750.00,3240435.00,790350.00,395175.00,2000000.00,5000.00,AE,HIGH,FALSE,"Oct 01, 2025","Sep 30, 2026",4,10,12,7
POL_ADMIN,POL000214,HOM000104,821 Logistics Parkway,Suite 123,Dallas,TX,75626,US,1985,LUXURY,2024,32269,8,2,NONE,TENANT_OCCUPIED,FALSE,4,5.0,TRUE,TRUE,TRUE,FALSE,FALSE,,9705200.00,8346472.00,1941040.00,970520.00,5000000.00,10000.00,X,VERY_HIGH,FALSE,"Oct 04, 2025","Oct 03, 2026",5,11,1,8
POL_ADMIN,POL000215,HOM000105,828 Commerce Way,Suite 124,Harrisburg,PA,15763,US,1990,STANDARD,2024,4592,1,3,NONE,VACANT,FALSE,5,5.3,TRUE,TRUE,TRUE,FALSE,FALSE,,757680.00,681912.00,151536.00,75768.00,500000.00,1000.00,VE,LOW,FALSE,"Oct 07, 2025","Oct 06, 2026",6,12,2,9
POL_ADMIN,POL000216,HOM000106,835 Industrial Drive,Suite 125,Charlotte,NC,27001,US,1995,CUSTOM,2007,5415,2,4,NONE,OWNER_OCCUPIED,FALSE,6,5.7,TRUE,TRUE,TRUE,FALSE,FALSE,,1221875.00,1148562.50,244375.00,122187.50,1000000.00,2500.00,X,MODERATE,FALSE,"Oct 10, 2025","Oct 09, 2026",7,1,3,10
POL_ADMIN,POL000217,HOM000107,842 Market Street,Suite 126,Norfolk,VA,22138,US,2000,ECONOMY,2015,6238,3,5,NONE,TENANT_OCCUPIED,FALSE,7,6.0,TRUE,TRUE,TRUE,FALSE,FALSE,,786750.00,771015.00,157350.00,78675.00,2000000.00,5000.00,X500,HIGH,FALSE,"Oct 13, 2025","Oct 12, 2026",8,2,4,11
POL_ADMIN,POL000218,HOM000108,849 Logistics Parkway,Suite 127,Boulder,CO,80275,US,2005,LUXURY,2023,7061,4,6,NONE,VACANT,FALSE,8,6.3,TRUE,TRUE,TRUE,FALSE,FALSE,,2128800.00,2171376.00,425760.00,212880.00,5000000.00,10000.00,AE,VERY_HIGH,FALSE,"Oct 16, 2025","Oct 15, 2026",9,3,5,12
POL_ADMIN,POL000219,HOM000109,856 Commerce Way,Suite 128,Kansas City,MO,63412,US,2010,STANDARD,2024,7884,5,1,NONE,OWNER_OCCUPIED,FALSE,9,0.4,TRUE,TRUE,TRUE,FALSE,FALSE,,1314860.00,1078185.20,262972.00,131486.00,500000.00,1000.00,A,LOW,FALSE,"Oct 19, 2025","Oct 18, 2026",1,4,6,13
POL_ADMIN,POL000220,HOM000110,863 Industrial Drive,Suite 129,San Diego,CA,90549,US,2015,CUSTOM,2024,8707,6,2,NONE,TENANT_OCCUPIED,FALSE,10,0.8,TRUE,TRUE,TRUE,FALSE,FALSE,,1976575.00,1699854.50,395315.00,197657.50,1000000.00,2500.00,VE,VERY_HIGH,FALSE,"Oct 22, 2025","Oct 21, 2026",2,5,7,14
POL_ADMIN,POL000221,HOM000111,870 Market Street,Suite 130,Jacksonville,FL,32686,US,1965,ECONOMY,1992,9530,7,3,NONE,VACANT,FALSE,1,1.1,TRUE,TRUE,TRUE,FALSE,FALSE,,1212250.00,1091025.00,242450.00,121225.00,2000000.00,5000.00,AE,HIGH,FALSE,"Oct 25, 2025","Oct 24, 2026",3,6,8,1
POL_ADMIN,POL000222,HOM000112,877 Logistics Parkway,Suite 131,Columbus,OH,43823,US,1970,LUXURY,2000,10353,8,4,NONE,OWNER_OCCUPIED,FALSE,2,1.4,TRUE,TRUE,TRUE,FALSE,FALSE,,3130400.00,2942576.00,626080.00,313040.00,5000000.00,10000.00,X500,VERY_HIGH,FALSE,"Oct 28, 2025","Oct 27, 2026",4,7,9,2
POL_ADMIN,POL000223,HOM000113,884 Commerce Way,Suite 132,Grand Rapids,MI,48061,US,1975,STANDARD,2008,11176,1,5,NONE,TENANT_OCCUPIED,FALSE,3,1.8,TRUE,TRUE,TRUE,FALSE,FALSE,,1844040.00,1807159.20,368808.00,184404.00,500000.00,1000.00,AE,LOW,FALSE,"Oct 31, 2025","Oct 30, 2026",5,8,10,3
POL_ADMIN,POL000224,HOM000114,891 Industrial Drive,Suite 133,Spokane,WA,98198,US,1980,CUSTOM,2016,11999,2,6,NONE,VACANT,FALSE,4,2.1,TRUE,TRUE,TRUE,FALSE,FALSE,,2703275.00,2757340.50,540655.00,270327.50,1000000.00,2500.00,A,VERY_HIGH,FALSE,"Nov 03, 2025","Nov 02, 2026",6,9,11,4
POL_ADMIN,POL000240,HOM000115,898 Cedar Lane,Unit 7,Los Angeles,CA,90335,US,1978,LUXURY,2017,4254,1,1,CARPORT,VACANT,FALSE,5,2.5,FALSE,FALSE,TRUE,FALSE,FALSE,Mixed Breed,1453360.00,1191755.20,726680.00,290672.00,500000.00,1500.00,VE,HIGH,FALSE,"Dec 21, 2025","Dec 20, 2026",1,7,8,3
POL_ADMIN,POL000241,HOM000116,905 Lakeview Drive,,Tampa,FL,32472,US,1985,ECONOMY,2024,4465,2,1,NONE,SEASONAL,FALSE,6,2.8,TRUE,FALSE,TRUE,FALSE,FALSE,,657925.00,572394.75,328962.50,131585.00,1000000.00,2500.00,AE,VERY_HIGH,FALSE,"Dec 24, 2025","Dec 23, 2026",2,8,9,4
POL_ADMIN,POL000242,HOM000117,912 Oak Street,,Cincinnati,OH,43609,US,1992,STANDARD,2024,4676,3,1,ATTACHED,OWNER_OCCUPIED,TRUE,7,3.2,FALSE,TRUE,TRUE,FALSE,FALSE,,879060.00,808735.20,439530.00,175812.00,100000.00,500.00,X500,LOW,FALSE,"Dec 27, 2025","Dec 26, 2026",3,9,10,5
POL_ADMIN,POL000243,HOM000118,919 Maple Avenue,,Detroit,MI,48746,US,1999,CUSTOM,2024,4887,1,2,DETACHED,TENANT_OCCUPIED,FALSE,8,3.5,FALSE,FALSE,TRUE,FALSE,TRUE,,1214815.00,1178370.55,607407.50,242963.00,300000.00,1000.00,AE,MODERATE,FALSE,"Dec 30, 2025","Dec 29, 2026",4,10,11,6
POL_ADMIN,POL000244,HOM000119,926 Cedar Lane,,Tacoma,WA,98883,US,2006,LUXURY,2024,5098,2,1,CARPORT,VACANT,FALSE,9,3.9,FALSE,FALSE,TRUE,FALSE,FALSE,Labrador Retriever,1754320.00,1789406.40,877160.00,350864.00,500000.00,1500.00,A,HIGH,FALSE,"Jan 02, 2026","Jan 01, 2027",5,11,12,7
POL_ADMIN,POL000245,HOM000120,933 Lakeview Drive,,Lowell,MA,01121,US,2013,ECONOMY,2024,5309,3,1,NONE,SEASONAL,FALSE,10,4.3,FALSE,FALSE,TRUE,TRUE,FALSE,Golden Retriever,794305.00,571899.60,397152.50,158861.00,1000000.00,2500.00,VE,VERY_HIGH,FALSE,"Jan 05, 2026","Jan 04, 2027",6,12,1,8
POL_ADMIN,POL000246,HOM000121,940 Oak Street,Unit 1,Minneapolis,MN,55258,US,1950,STANDARD,1962,1320,1,1,ATTACHED,OWNER_OCCUPIED,TRUE,1,4.6,TRUE,TRUE,TRUE,FALSE,FALSE,Beagle,244200.00,188034.00,122100.00,48840.00,100000.00,500.00,X,LOW,FALSE,"Jan 08, 2026","Jan 07, 2027",7,1,2,9
POL_ADMIN,POL000247,HOM000122,947 Maple Avenue,,Albany,NY,10395,US,1957,CUSTOM,1972,1531,2,2,DETACHED,TENANT_OCCUPIED,FALSE,2,5.0,FALSE,FALSE,TRUE,FALSE,FALSE,Poodle,378595.00,310447.90,189297.50,75719.00,300000.00,1000.00,X500,MODERATE,FALSE,"Jan 11, 2026","Jan 10, 2027",8,2,3,10
POL_ADMIN,POL000248,HOM000123,954 Cedar Lane,,Peoria,IL,60532,US,1964,LUXURY,1982,1742,3,1,CARPORT,VACANT,FALSE,3,5.3,FALSE,FALSE,TRUE,FALSE,FALSE,German Shepherd,599280.00,521373.60,299640.00,119856.00,500000.00,1500.00,AE,HIGH,FALSE,"Jan 14, 2026","Jan 13, 2027",9,3,4,11
POL_ADMIN,POL000249,HOM000124,961 Lakeview Drive,,Atlanta,GA,30669,US,1971,ECONOMY,1992,1953,1,1,NONE,SEASONAL,FALSE,4,5.7,FALSE,FALSE,TRUE,FALSE,FALSE,Mixed Breed,293685.00,270190.20,146842.50,58737.00,1000000.00,2500.00,A,VERY_HIGH,FALSE,"Jan 17, 2026","Jan 16, 2027",1,4,5,12
POL_ADMIN,POL000250,HOM000125,968 Oak Street,,Trenton,NJ,07806,US,1978,STANDARD,2002,2164,2,1,ATTACHED,OWNER_OCCUPIED,TRUE,5,6.0,FALSE,TRUE,TRUE,FALSE,FALSE,,414340.00,401909.80,207170.00,82868.00,100000.00,500.00,VE,LOW,FALSE,"Jan 20, 2026","Jan 19, 2027",2,5,6,13
POL_ADMIN,POL000251,HOM000126,975 Maple Avenue,,Tempe,AZ,85044,US,1985,CUSTOM,2012,2375,3,2,DETACHED,TENANT_OCCUPIED,FALSE,6,6.3,TRUE,FALSE,TRUE,FALSE,FALSE,,599375.00,611362.50,299687.50,119875.00,300000.00,1000.00,X,MODERATE,FALSE,"Jan 23, 2026","Jan 22, 2027",3,6,7,14
POL_ADMIN,POL000252,HOM000127,982 Cedar Lane,Unit 7,Nashville,TN,37181,US,1992,LUXURY,2022,2586,1,1,CARPORT,VACANT,FALSE,7,0.4,FALSE,FALSE,TRUE,TRUE,FALSE,,900240.00,648172.80,450120.00,180048.00,500000.00,1500.00,X500,HIGH,FALSE,"Jan 26, 2026","Jan 25, 2027",4,7,8,1
POL_ADMIN,POL000253,HOM000128,989 Lakeview Drive,,Madison,WI,53318,US,1999,ECONOMY,2024,2797,2,1,NONE,SEASONAL,FALSE,8,0.8,FALSE,FALSE,TRUE,FALSE,FALSE,Labrador Retriever,430065.00,331150.05,215032.50,86013.00,1000000.00,2500.00,AE,VERY_HIGH,FALSE,"Jan 29, 2026","Jan 28, 2027",5,8,9,2
POL_ADMIN,POL000254,HOM000129,996 Oak Street,,Houston,TX,75455,US,2006,STANDARD,2024,3008,3,1,ATTACHED,OWNER_OCCUPIED,TRUE,9,1.1,FALSE,TRUE,TRUE,FALSE,FALSE,Golden Retriever,556480.00,456313.60,278240.00,111296.00,100000.00,500.00,X,LOW,TRUE,"Feb 01, 2026","Jan 31, 2027",6,9,10,3
POL_ADMIN,POL000255,HOM000130,1003 Maple Avenue,,Philadelphia,PA,15592,US,2013,CUSTOM,2024,3219,1,2,DETACHED,TENANT_OCCUPIED,FALSE,10,1.4,FALSE,FALSE,TRUE,FALSE,FALSE,Beagle,792155.00,689174.85,396077.50,158431.00,300000.00,1000.00,VE,MODERATE,FALSE,"Feb 04, 2026","Feb 03, 2027",7,10,11,4
POL_ADMIN,POL000256,HOM000131,1010 Cedar Lane,,Raleigh,NC,27729,US,1950,LUXURY,1992,3430,2,1,CARPORT,VACANT,FALSE,1,1.8,TRUE,FALSE,TRUE,FALSE,TRUE,Poodle,1173200.00,1079344.00,586600.00,234640.00,500000.00,1500.00,X,HIGH,FALSE,"Feb 07, 2026","Feb 06, 2027",8,11,12,5
POL_ADMIN,POL000273,HOM000132,1017 Logistics Parkway,Suite 111,Green Bay,WI,53866,US,2015,LUXURY,2024,26813,4,6,NONE,VACANT,FALSE,2,2.1,TRUE,TRUE,TRUE,FALSE,FALSE,,8054400.00,8215488.00,1610880.00,805440.00,5000000.00,10000.00,X500,VERY_HIGH,FALSE,"Mar 30, 2026","Mar 29, 2027",6,3,5,8
POL_ADMIN,POL000274,HOM000133,1024 Commerce Way,Suite 112,Austin,TX,75104,US,1965,STANDARD,2013,27636,5,1,NONE,OWNER_OCCUPIED,FALSE,3,2.5,TRUE,TRUE,TRUE,FALSE,FALSE,,4573940.00,3750630.80,914788.00,457394.00,500000.00,1000.00,VE,LOW,TRUE,"Apr 02, 2026","Apr 01, 2027",7,4,6,9
POL_ADMIN,POL000275,HOM000134,1031 Industrial Drive,Suite 113,Pittsburgh,PA,15241,US,1970,CUSTOM,2021,28459,6,2,NONE,TENANT_OCCUPIED,FALSE,4,2.8,TRUE,TRUE,TRUE,FALSE,FALSE,,6420775.00,5521866.50,1284155.00,642077.50,1000000.00,2500.00,A,MODERATE,FALSE,"Apr 05, 2026","Apr 04, 2027",8,5,7,10
POL_ADMIN,POL000276,HOM000135,1038 Market Street,Suite 114,Durham,NC,27378,US,1975,ECONOMY,2024,29282,7,3,NONE,VACANT,FALSE,5,3.2,TRUE,TRUE,TRUE,FALSE,FALSE,,3681250.00,3313125.00,736250.00,368125.00,2000000.00,5000.00,VE,HIGH,FALSE,"Apr 08, 2026","Apr 07, 2027",9,6,8,11
POL_ADMIN,POL000277,HOM000136,1045 Logistics Parkway,Suite 115,Richmond,VA,22515,US,1980,LUXURY,1992,30105,8,4,NONE,OWNER_OCCUPIED,FALSE,6,3.5,TRUE,TRUE,TRUE,FALSE,FALSE,,9056000.00,8512640.00,1811200.00,905600.00,5000000.00,10000.00,X,VERY_HIGH,FALSE,"Apr 11, 2026","Apr 10, 2027",1,7,9,12
POL_ADMIN,POL000278,HOM000137,1052 Commerce Way,Suite 116,Aurora,CO,80652,US,1985,STANDARD,2000,30928,1,5,NONE,TENANT_OCCUPIED,FALSE,7,3.9,TRUE,TRUE,TRUE,FALSE,FALSE,,5103120.00,5001057.60,1020624.00,510312.00,500000.00,1000.00,X500,LOW,FALSE,"Apr 14, 2026","Apr 13, 2027",2,8,10,13
POL_ADMIN,POL000279,HOM000138,1059 Industrial Drive,Suite 117,Columbia,MO,63789,US,1990,CUSTOM,2008,31751,2,6,NONE,VACANT,FALSE,8,4.3,TRUE,TRUE,TRUE,FALSE,FALSE,,7147475.00,7290424.50,1429495.00,714747.50,1000000.00,2500.00,AE,MODERATE,FALSE,"Apr 17, 2026","Apr 16, 2027",3,9,11,14
