PublisherID,Gold_PolicyID,PolicyNumber,PolicyVersion,EffectiveDate,ExpirationDate,IssueDate,CancelDate,CancellationReason,JurisdictionState,CurrencyCode,WrittenPremium,TotalPremium,LastPremiumPaidDate,LastPremiumPaidAmount,OutstandingPremiumAmount,PaymentDueDate,AutoPayIndicator,GracePeriodEndDate,PolicyLapseIndicator,ReinstatementDate,FID_DistributionChannel,FID_PaymentPlan,FID_PaymentStatus,FID_PolicyStatus
POL_ADMIN,POL000090,PNC-2024-100090,1,"Sep 27, 2024","Sep 26, 2025","Sep 19, 2024",,,NJ,USD,1980,1980,,0,1980,"Oct 12, 2024",FALSE,"Oct 27, 2024",FALSE,,DIRECT_ONLINE,AGENCY_BILL,SCHEDULED,ACTIVE
POL_ADMIN,POL000091,PNC-2024-100091,1,"Sep 30, 2024","Sep 29, 2025","Sep 21, 2024",,,AZ,USD,1634,1682,,0,1682,"Nov 14, 2024",TRUE,"Nov 24, 2024",FALSE,,AFFINITY_GROUP,MONTHLY_10,DUE,ACTIVE
POL_ADMIN,POL000092,PNC-2024-100092,1,"Oct 03, 2024","Oct 02, 2025","Sep 23, 2024",,,TN,USD,1054,1054,,0,1054,"Dec 17, 2024",FALSE,"Jan 01, 2025",FALSE,,BROKER,AGENCY_BILL,SCHEDULED,ISSUED
POL_ADMIN,POL000093,PNC-2024-100093,1,"Oct 06, 2024","Oct 05, 2025","Sep 25, 2024",,,WI,USD,1191,1239,,0,1239,"Jan 19, 2025",TRUE,"Jan 29, 2025",FALSE,,CALL_CENTER,MONTHLY_10,AUTHORIZED,BOUND
POL_ADMIN,POL000094,PNC-2024-100094,1,"Oct 09, 2024","Oct 08, 2025","Sep 27, 2024",,,TX,USD,1434,1434,"Sep 29, 2024",1434,0,"Feb 21, 2025",FALSE,"Mar 08, 2025",FALSE,"Dec 27, 2024",EMBEDDED_PARTNER,AGENCY_BILL,PAID,REINSTATED
POL_ADMIN,POL000095,PNC-2024-100095,1,"Oct 12, 2024","Oct 11, 2025","Sep 29, 2024",,,PA,USD,3167,3215,,0,3215,"Mar 26, 2025",TRUE,"Apr 05, 2025",FALSE,,WHOLESALE_BROKER,MONTHLY_10,PROCESSING,APPLICATION
POL_ADMIN,POL000096,PNC-2024-100096,1,"Oct 15, 2024","Oct 14, 2025","Oct 01, 2024","Mar 20, 2025",Insured requested cancellation,NC,USD,1153,1153,"Oct 05, 2024",0,0,"Oct 30, 2024",FALSE,"Nov 14, 2024",FALSE,,CAPTIVE_AGENT,AGENCY_BILL,CANCELLED,CANCELLED
POL_ADMIN,POL000097,PNC-2024-100097,1,"Oct 18, 2024","Oct 17, 2025","Oct 03, 2024",,,VA,USD,1878,1926,"Oct 08, 2024",963,963,"Dec 02, 2024",TRUE,"Dec 12, 2024",FALSE,,MARKETPLACE,MONTHLY_10,PARTIALLY_PAID,ACTIVE
POL_ADMIN,POL000098,PNC-2024-100098,1,"Oct 21, 2024","Oct 20, 2025","Oct 05, 2024",,,CO,USD,3343,3343,,0,3343,"Jan 04, 2025",FALSE,"Jan 19, 2025",FALSE,,BANCASSURANCE,AGENCY_BILL,SCHEDULED,ACTIVE
POL_ADMIN,POL000099,PNC-2024-100099,1,"Oct 24, 2024","Oct 23, 2025","Oct 07, 2024",,,MO,USD,2174,2222,,0,2222,"Feb 06, 2025",TRUE,"Feb 16, 2025",FALSE,,BROKER,MONTHLY_12,DUE,ACTIVE
POL_ADMIN,POL000100,PNC-2024-100100,1,"Oct 27, 2024","Oct 26, 2025","Oct 09, 2024",,,CA,USD,5053,5101,"Oct 17, 2024",2551,2550,"Mar 11, 2025",FALSE,"Mar 16, 2025",FALSE,,CALL_CENTER,PREMIUM_FINANCE,PARTIALLY_PAID,ISSUED
POL_ADMIN,POL000101,PNC-2024-100101,1,"Oct 30, 2024","Oct 29, 2025","Oct 11, 2024",,,FL,USD,2287,2335,,0,2335,"Apr 13, 2025",TRUE,"Apr 23, 2025",FALSE,,EMBEDDED_PARTNER,MONTHLY_12,SCHEDULED,BOUND
POL_ADMIN,POL000102,PNC-2024-100102,2,"Nov 02, 2024","Nov 01, 2025","Oct 13, 2024",,,OH,USD,2618,2666,"Oct 23, 2024",2666,0,"Nov 17, 2024",FALSE,"Nov 22, 2024",FALSE,"Jan 28, 2025",WHOLESALE_BROKER,PREMIUM_FINANCE,PAID,REINSTATED
POL_ADMIN,POL000103,PNC-2024-100103,1,"Nov 05, 2024","Nov 04, 2025","Oct 15, 2024",,,MI,USD,2356,2404,,0,2404,"Dec 20, 2024",TRUE,"Dec 30, 2024",FALSE,,CAPTIVE_AGENT,MONTHLY_12,SCHEDULED,APPLICATION
POL_ADMIN,POL000104,PNC-2024-100104,1,"Nov 08, 2024","Nov 07, 2025","Oct 17, 2024","Apr 21, 2025",Insured requested cancellation,WA,USD,1943,1991,"Oct 29, 2024",0,0,"Jan 22, 2025",FALSE,"Jan 27, 2025",FALSE,,MARKETPLACE,PREMIUM_FINANCE,VOIDED,CANCELLED
POL_ADMIN,POL000105,PNC-2024-100105,1,"Nov 11, 2024","Nov 10, 2025","Oct 19, 2024","Apr 25, 2025",Non-renewed by insured request,MA,USD,4797,4845,"Nov 01, 2024",0,0,"Feb 24, 2025",TRUE,"Mar 06, 2025",FALSE,,BANCASSURANCE,MONTHLY_12,CANCELLED,NON_RENEWED
POL_ADMIN,POL000106,PNC-2024-100106,1,"Nov 14, 2024","Nov 13, 2025","Oct 21, 2024",,,MN,USD,3210,3258,,0,3258,"Mar 29, 2025",FALSE,"Apr 03, 2025",FALSE,,INDEPENDENT_AGENT,PREMIUM_FINANCE,SCHEDULED,ACTIVE
POL_ADMIN,POL000107,PNC-2024-100107,1,"Nov 17, 2024","Nov 16, 2025","Oct 23, 2024",,,NY,USD,3358,3406,,0,3406,"May 01, 2025",TRUE,"May 11, 2025",FALSE,,DIRECT_ONLINE,MONTHLY_12,DUE,ACTIVE
POL_ADMIN,POL000108,PNC-2024-100108,1,"Nov 20, 2024","Nov 19, 2025","Oct 25, 2024",,,IL,USD,3246,3294,"Nov 10, 2024",3294,0,"Dec 05, 2024",FALSE,"Dec 10, 2024",FALSE,,EMBEDDED_PARTNER,PREMIUM_FINANCE,PAID,ISSUED
POL_ADMIN,POL000109,PNC-2024-100109,1,"Nov 23, 2024","Nov 22, 2025","Oct 27, 2024",,,GA,USD,3383,3431,,0,3431,"Jan 07, 2025",TRUE,"Jan 17, 2025",FALSE,,WHOLESALE_BROKER,MONTHLY_12,PROCESSING,BOUND
POL_ADMIN,POL000110,PNC-2024-100110,1,"Nov 26, 2024","Nov 25, 2025","Oct 29, 2024",,,NJ,USD,8934,8934,"Nov 16, 2024",5807,3127,"Feb 09, 2025",TRUE,,FALSE,,CAPTIVE_AGENT,PAY_FULL,PARTIALLY_PAID,RENEWAL_PENDING
POL_ADMIN,POL000111,PNC-2024-100111,1,"Nov 29, 2024","Nov 28, 2025","Oct 31, 2024",,,AZ,USD,3364,3364,,0,3364,"Mar 14, 2025",TRUE,"Mar 29, 2025",FALSE,,MARKETPLACE,EFT_MONTHLY,DUE,APPLICATION
POL_ADMIN,POL000112,PNC-2024-100112,1,"Dec 02, 2024","Dec 01, 2025","Nov 30, 2024","Apr 03, 2025",Temporary suspension pending premium resolution,TN,USD,6761,6761,"Dec 22, 2024",1690,5071,"Apr 16, 2025",FALSE,,TRUE,,BANCASSURANCE,PAY_FULL,DELINQUENT,SUSPENDED
POL_ADMIN,POL000113,PNC-2024-100113,1,"Dec 05, 2024","Dec 04, 2025","Dec 02, 2024","May 27, 2025",Renewal payment not received,WI,USD,2830,2830,"Nov 25, 2024",566,2264,"May 19, 2025",TRUE,"Jun 03, 2025",TRUE,,INDEPENDENT_AGENT,EFT_MONTHLY,WRITTEN_OFF,LAPSED
POL_ADMIN,POL000114,PNC-2024-100114,1,"Dec 08, 2024","Dec 07, 2025","Dec 04, 2024",,,TX,USD,4393,4393,,0,4393,"Dec 23, 2024",TRUE,,FALSE,,DIRECT_ONLINE,PAY_FULL,SCHEDULED,ACTIVE
POL_ADMIN,POL000115,PNC-2024-100115,1,"Dec 11, 2024","Dec 10, 2025","Dec 06, 2024",,,PA,USD,10672,10672,,0,10672,"Jan 25, 2025",TRUE,"Feb 09, 2025",FALSE,,AFFINITY_GROUP,EFT_MONTHLY,DUE,ACTIVE
POL_ADMIN,POL000116,PNC-2024-100116,1,"Dec 14, 2024","Dec 13, 2025","Dec 08, 2024",,,NC,USD,4342,4342,,0,4342,"Feb 27, 2025",FALSE,,FALSE,,BROKER,PAY_FULL,SCHEDULED,ISSUED
POL_ADMIN,POL000117,PNC-2024-100117,1,"Dec 17, 2024","Dec 16, 2025","Dec 10, 2024",,,VA,USD,4479,4479,,0,4479,"Apr 01, 2025",TRUE,"Apr 16, 2025",FALSE,,CAPTIVE_AGENT,EFT_MONTHLY,AUTHORIZED,BOUND
POL_ADMIN,POL000118,PNC-2024-100118,1,"Dec 20, 2024","Dec 19, 2025","Dec 12, 2024",,,CO,USD,4985,4985,,0,4985,"May 04, 2025",TRUE,,FALSE,,MARKETPLACE,PAY_FULL,DUE,RENEWAL_PENDING
POL_ADMIN,POL000119,PNC-2024-100119,2,"Dec 23, 2024","Dec 22, 2025","Dec 14, 2024",,,MO,USD,7215,7215,,0,7215,"Jun 06, 2025",TRUE,"Jun 21, 2025",FALSE,,BANCASSURANCE,EFT_MONTHLY,SCHEDULED,QUOTE
POL_ADMIN,POL000120,PNC-2024-100120,1,"Dec 26, 2024","Dec 25, 2025","Dec 16, 2024","May 05, 2025",Temporary suspension pending premium resolution,CA,USD,12411,12411,"Jan 15, 2025",3103,9308,"Jan 10, 2025",FALSE,,TRUE,,INDEPENDENT_AGENT,PAY_FULL,PAST_DUE,SUSPENDED
POL_ADMIN,POL000121,PNC-2024-100121,1,"Dec 29, 2024","Dec 28, 2025","Dec 18, 2024","Jun 28, 2025",Renewal payment not received,FL,USD,3619,3619,"Dec 19, 2024",724,2895,"Feb 12, 2025",FALSE,,TRUE,,DIRECT_ONLINE,MORTGAGE_ESCROW,WRITTEN_OFF,LAPSED
POL_ADMIN,POL000122,PNC-2025-100122,1,"Jan 01, 2025","Dec 31, 2025","Dec 20, 2024",,,OH,USD,5577,5601,,0,5601,"Mar 17, 2025",TRUE,"Mar 27, 2025",FALSE,,AFFINITY_GROUP,SEMI_ANNUAL,SCHEDULED,ACTIVE
POL_ADMIN,POL000123,PNC-2025-100123,3,"Jan 04, 2025","Jan 03, 2026","Dec 22, 2024",,,MI,USD,5725,5725,,0,5725,"Apr 19, 2025",FALSE,,FALSE,,BROKER,MORTGAGE_ESCROW,DUE,ACTIVE
POL_ADMIN,POL000124,PNC-2025-100124,1,"Jan 07, 2025","Jan 06, 2026","Dec 24, 2024",,,WA,USD,5438,5462,"Dec 28, 2024",2731,2731,"May 22, 2025",FALSE,"Jun 01, 2025",FALSE,,CALL_CENTER,SEMI_ANNUAL,PARTIALLY_PAID,ISSUED
POL_ADMIN,POL000125,PNC-2025-100125,1,"Jan 10, 2025","Jan 09, 2026","Dec 26, 2024",,,MA,USD,13101,13101,,0,13101,"Jun 24, 2025",FALSE,,FALSE,,EMBEDDED_PARTNER,MORTGAGE_ESCROW,SCHEDULED,BOUND
POL_ADMIN,POL000126,PNC-2025-100126,1,"Jan 13, 2025","Jan 12, 2026","Dec 28, 2024",,,MN,USD,10179,10203,,0,10203,"Jan 28, 2025",TRUE,"Feb 07, 2025",FALSE,,BANCASSURANCE,SEMI_ANNUAL,SCHEDULED,RENEWAL_PENDING
POL_ADMIN,POL000127,PNC-2025-100127,1,"Jan 16, 2025","Jan 15, 2026","Dec 30, 2024",,,NY,USD,5381,5381,,0,5381,"Mar 02, 2025",FALSE,,FALSE,,INDEPENDENT_AGENT,MORTGAGE_ESCROW,SCHEDULED,QUOTE
POL_ADMIN,POL000128,PNC-2025-100128,1,"Jan 19, 2025","Jan 18, 2026","Jan 01, 2025",,,IL,USD,5507,5531,,0,5531,"Apr 04, 2025",FALSE,"Apr 14, 2025",FALSE,,DIRECT_ONLINE,SEMI_ANNUAL,AUTHORIZED,UNDER_REVIEW
POL_ADMIN,POL000129,PNC-2025-100129,1,"Jan 22, 2025","Jan 21, 2026","Jan 03, 2025","Jul 30, 2025",Renewal payment not received,GA,USD,4409,4409,"Jan 12, 2025",882,3527,"May 07, 2025",FALSE,,TRUE,,AFFINITY_GROUP,MORTGAGE_ESCROW,WRITTEN_OFF,LAPSED
POL_ADMIN,POL000130,PNC-2025-100130,1,"Jan 25, 2025","Jan 24, 2026","Jan 05, 2025",,,NJ,USD,15888,15912,,0,15912,"Jun 09, 2025",TRUE,"Jun 19, 2025",FALSE,,BROKER,SEMI_ANNUAL,SCHEDULED,ACTIVE
POL_ADMIN,POL000131,PNC-2025-100131,1,"Jan 28, 2025","Jan 27, 2026","Jan 07, 2025",,,AZ,USD,6909,6909,,0,6909,"Jul 12, 2025",FALSE,,FALSE,,CALL_CENTER,MORTGAGE_ESCROW,DUE,ACTIVE
POL_ADMIN,POL000132,PNC-2025-100132,1,"Jan 31, 2025","Jan 30, 2026","Jan 09, 2025",,,TN,USD,6534,6558,"Jan 21, 2025",6558,0,"Feb 15, 2025",FALSE,"Feb 25, 2025",FALSE,,EMBEDDED_PARTNER,QUARTERLY,PAID,ISSUED
POL_ADMIN,POL000133,PNC-2025-100133,1,"Feb 03, 2025","Feb 02, 2026","Jan 11, 2025",,,WI,USD,11007,11007,"Jan 24, 2025",5504,5503,"Mar 20, 2025",TRUE,"Mar 27, 2025",FALSE,,WHOLESALE_BROKER,PAYROLL_DEDUCT,PARTIALLY_PAID,ISSUED
POL_ADMIN,POL000134,PNC-2025-100134,1,"Feb 06, 2025","Feb 05, 2026","Jan 13, 2025",,,TX,USD,765,789,"Jan 27, 2025",513,276,"Apr 22, 2025",TRUE,"May 02, 2025",FALSE,,CAPTIVE_AGENT,QUARTERLY,PARTIALLY_PAID,RENEWAL_PENDING
POL_ADMIN,POL000135,PNC-2025-100135,1,"Feb 09, 2025","Feb 08, 2026","Jan 15, 2025",,,PA,USD,1827,1827,,0,1827,"May 25, 2025",TRUE,"Jun 01, 2025",FALSE,,DIRECT_ONLINE,PAYROLL_DEDUCT,SCHEDULED,QUOTE
POL_ADMIN,POL000136,PNC-2025-100136,2,"Feb 12, 2025","Feb 11, 2026","Jan 17, 2025",,,NC,USD,903,927,,0,927,"Jun 27, 2025",FALSE,"Jul 07, 2025",FALSE,,AFFINITY_GROUP,QUARTERLY,SCHEDULED,UNDER_REVIEW
POL_ADMIN,POL000137,PNC-2025-100137,1,"Feb 15, 2025","Feb 14, 2026","Jan 19, 2025",,,VA,USD,1209,1209,"Feb 05, 2025",544,0,"Jul 30, 2025",TRUE,"Aug 06, 2025",FALSE,,BROKER,PAYROLL_DEDUCT,REFUNDED,EXPIRED
POL_ADMIN,POL000138,PNC-2025-100138,1,"Feb 18, 2025","Feb 17, 2026","Jan 21, 2025",,,CO,USD,1356,1380,,0,1380,"Mar 05, 2025",TRUE,"Mar 15, 2025",FALSE,,CALL_CENTER,QUARTERLY,SCHEDULED,ACTIVE
POL_ADMIN,POL000139,PNC-2025-100139,1,"Feb 21, 2025","Feb 20, 2026","Jan 23, 2025",,,MO,USD,1504,1504,,0,1504,"Apr 07, 2025",TRUE,"Apr 14, 2025",FALSE,,EMBEDDED_PARTNER,PAYROLL_DEDUCT,DUE,ACTIVE
POL_ADMIN,POL000140,PNC-2025-100140,1,"Feb 24, 2025","Feb 23, 2026","Feb 22, 2025",,,CA,USD,3596,3620,,0,3620,"May 10, 2025",FALSE,"May 20, 2025",FALSE,,WHOLESALE_BROKER,QUARTERLY,SCHEDULED,ISSUED
POL_ADMIN,POL000141,PNC-2025-100141,1,"Feb 27, 2025","Feb 26, 2026","Feb 24, 2025",,,FL,USD,1667,1667,"Feb 17, 2025",1667,0,"Jun 12, 2025",TRUE,"Jun 19, 2025",FALSE,,CAPTIVE_AGENT,PAYROLL_DEDUCT,PAID,ISSUED
POL_ADMIN,POL000142,PNC-2025-100142,1,"Mar 02, 2025","Mar 01, 2026","Feb 26, 2025",,,OH,USD,1948,1972,,0,1972,"Jul 15, 2025",TRUE,"Jul 25, 2025",FALSE,,MARKETPLACE,QUARTERLY,DUE,RENEWAL_PENDING
POL_ADMIN,POL000143,PNC-2025-100143,1,"Mar 05, 2025","Mar 04, 2026","Feb 28, 2025",,,MI,USD,1786,1786,,0,1786,"Aug 17, 2025",FALSE,"Sep 01, 2025",FALSE,,BANCASSURANCE,AGENCY_BILL,SCHEDULED,QUOTE
POL_ADMIN,POL000144,PNC-2025-100144,1,"Mar 08, 2025","Mar 07, 2026","Mar 02, 2025",,,WA,USD,1912,1960,,0,1960,"Mar 23, 2025",FALSE,"Apr 02, 2025",FALSE,,BROKER,MONTHLY_10,DUE,UNDER_REVIEW
POL_ADMIN,POL000145,PNC-2025-100145,1,"Mar 11, 2025","Mar 10, 2026","Mar 04, 2025",,,MA,USD,5622,5622,"Mar 01, 2025",2530,0,"Apr 25, 2025",FALSE,"May 10, 2025",FALSE,,CALL_CENTER,AGENCY_BILL,REFUNDED,EXPIRED
POL_ADMIN,POL000146,PNC-2025-100146,1,"Mar 14, 2025","Mar 13, 2026","Mar 06, 2025",,,MN,USD,2540,2588,,0,2588,"May 28, 2025",TRUE,"Jun 07, 2025",FALSE,,EMBEDDED_PARTNER,MONTHLY_10,SCHEDULED,ACTIVE
POL_ADMIN,POL000147,PNC-2025-100147,1,"Mar 17, 2025","Mar 16, 2026","Mar 08, 2025",,,NY,USD,4435,4435,,0,4435,"Jun 30, 2025",FALSE,"Jul 15, 2025",FALSE,,WHOLESALE_BROKER,AGENCY_BILL,DUE,ACTIVE
POL_ADMIN,POL000148,PNC-2025-100148,1,"Mar 20, 2025","Mar 19, 2026","Mar 10, 2025",,,IL,USD,2836,2884,"Mar 10, 2025",2884,0,"Aug 02, 2025",FALSE,"Aug 12, 2025",FALSE,,CAPTIVE_AGENT,MONTHLY_10,PAID,ACTIVE
POL_ADMIN,POL000149,PNC-2025-100149,1,"Mar 23, 2025","Mar 22, 2026","Mar 12, 2025",,,GA,USD,2763,2763,,0,2763,"Sep 04, 2025",FALSE,"Sep 19, 2025",FALSE,,MARKETPLACE,AGENCY_BILL,SCHEDULED,ISSUED
POL_ADMIN,POL000150,PNC-2025-100150,1,"Mar 26, 2025","Mar 25, 2026","Mar 14, 2025",,,NJ,USD,7360,7408,,0,7408,"Apr 10, 2025",TRUE,"Apr 20, 2025",FALSE,,BANCASSURANCE,MONTHLY_10,SCHEDULED,RENEWAL_PENDING
POL_ADMIN,POL000151,PNC-2025-100151,1,"Mar 29, 2025","Mar 28, 2026","Mar 16, 2025",,,AZ,USD,3280,3280,"Mar 19, 2025",1640,1640,"May 13, 2025",FALSE,"May 28, 2025",FALSE,"Aug 12, 2025",INDEPENDENT_AGENT,AGENCY_BILL,PARTIALLY_PAID,REINSTATED
POL_ADMIN,POL000152,PNC-2025-100152,1,"Apr 01, 2025","Mar 31, 2026","Mar 18, 2025",,,TN,USD,2920,2968,,0,2968,"Jun 15, 2025",FALSE,"Jun 25, 2025",FALSE,,DIRECT_ONLINE,MONTHLY_10,AUTHORIZED,UNDER_REVIEW
POL_ADMIN,POL000153,PNC-2025-100153,2,"Apr 04, 2025","Apr 03, 2026","Mar 20, 2025",,,WI,USD,3576,3576,"Mar 25, 2025",1609,0,"Jul 18, 2025",FALSE,"Aug 02, 2025",FALSE,,EMBEDDED_PARTNER,AGENCY_BILL,REFUNDED,EXPIRED
POL_ADMIN,POL000154,PNC-2025-100154,1,"Apr 07, 2025","Apr 06, 2026","Mar 22, 2025",,,TX,USD,6144,6192,,0,6192,"Aug 20, 2025",TRUE,"Aug 30, 2025",FALSE,,WHOLESALE_BROKER,MONTHLY_12,SCHEDULED,ACTIVE
POL_ADMIN,POL000155,PNC-2025-100155,1,"Apr 10, 2025","Apr 09, 2026","Mar 24, 2025",,,PA,USD,9099,9147,,0,9147,"Sep 22, 2025",FALSE,"Sep 27, 2025",FALSE,,CAPTIVE_AGENT,PREMIUM_FINANCE,DUE,ACTIVE
POL_ADMIN,POL000156,PNC-2025-100156,1,"Apr 13, 2025","Apr 12, 2026","Mar 26, 2025",,,NC,USD,4020,4068,"Apr 03, 2025",4068,0,"Apr 28, 2025",FALSE,"May 08, 2025",FALSE,,MARKETPLACE,MONTHLY_12,PAID,ACTIVE
POL_ADMIN,POL000157,PNC-2025-100157,1,"Apr 16, 2025","Apr 15, 2026","Mar 28, 2025",,,VA,USD,3859,3907,"Apr 06, 2025",1954,1953,"May 31, 2025",FALSE,"Jun 05, 2025",FALSE,,BANCASSURANCE,PREMIUM_FINANCE,PARTIALLY_PAID,ISSUED
POL_ADMIN,POL000158,PNC-2025-100158,1,"Apr 19, 2025","Apr 18, 2026","Mar 30, 2025",,,CO,USD,3996,4044,,0,4044,"Jul 03, 2025",TRUE,"Jul 13, 2025",FALSE,,INDEPENDENT_AGENT,MONTHLY_12,SCHEDULED,BOUND
POL_ADMIN,POL000159,PNC-2025-100159,1,"Apr 22, 2025","Apr 21, 2026","Apr 01, 2025",,,MO,USD,4464,4512,"Apr 12, 2025",1579,2933,"Aug 05, 2025",FALSE,"Aug 10, 2025",FALSE,"Sep 13, 2025",DIRECT_ONLINE,PREMIUM_FINANCE,PARTIALLY_PAID,REINSTATED
POL_ADMIN,POL000160,PNC-2025-100160,1,"Apr 25, 2025","Apr 24, 2026","Apr 03, 2025",,,CA,USD,9232,9280,,0,9280,"Sep 07, 2025",FALSE,"Sep 17, 2025",FALSE,,AFFINITY_GROUP,MONTHLY_12,SCHEDULED,APPLICATION
POL_ADMIN,POL000161,PNC-2025-100161,1,"Apr 28, 2025","Apr 27, 2026","Apr 05, 2025","Dec 05, 2025",Non-payment of premium,FL,USD,5236,5284,"Apr 18, 2025",0,0,"Oct 10, 2025",FALSE,"Oct 15, 2025",FALSE,,BROKER,PREMIUM_FINANCE,VOIDED,CANCELLED
POL_ADMIN,POL000162,PNC-2025-100162,1,"May 01, 2025","Apr 30, 2026","Apr 07, 2025",,,OH,USD,4908,4956,,0,4956,"May 16, 2025",TRUE,"May 26, 2025",FALSE,,CAPTIVE_AGENT,MONTHLY_12,SCHEDULED,ACTIVE
POL_ADMIN,POL000163,PNC-2025-100163,1,"May 04, 2025","May 03, 2026","Apr 09, 2025",,,MI,USD,5055,5103,,0,5103,"Jun 18, 2025",FALSE,"Jun 23, 2025",FALSE,,MARKETPLACE,PREMIUM_FINANCE,DUE,ACTIVE
POL_ADMIN,POL000164,PNC-2025-100164,3,"May 07, 2025","May 06, 2026","Apr 11, 2025",,,WA,USD,5203,5251,"Apr 27, 2025",5251,0,"Jul 21, 2025",FALSE,"Jul 31, 2025",FALSE,,BANCASSURANCE,MONTHLY_12,PAID,ACTIVE
POL_ADMIN,POL000165,PNC-2025-100165,1,"May 10, 2025","May 09, 2026","Apr 13, 2025",,,MA,USD,11644,11644,"Apr 30, 2025",11644,0,"Aug 23, 2025",TRUE,,FALSE,,INDEPENDENT_AGENT,PAY_FULL,PAID,ISSUED
POL_ADMIN,POL000166,PNC-2025-100166,1,"May 13, 2025","May 12, 2026","Apr 15, 2025",,,MN,USD,5092,5092,,0,5092,"Sep 25, 2025",TRUE,"Oct 10, 2025",FALSE,,DIRECT_ONLINE,EFT_MONTHLY,PROCESSING,BOUND
POL_ADMIN,POL000167,PNC-2025-100167,1,"May 16, 2025","May 15, 2026","Apr 17, 2025",,,NY,USD,5647,5647,"May 06, 2025",3671,1976,"Oct 28, 2025",TRUE,,FALSE,"Oct 15, 2025",AFFINITY_GROUP,PAY_FULL,PARTIALLY_PAID,REINSTATED
POL_ADMIN,POL000168,PNC-2025-100168,1,"May 19, 2025","May 18, 2026","May 17, 2025",,,IL,USD,8146,8146,,0,8146,"Jun 03, 2025",FALSE,"Jun 18, 2025",FALSE,,BROKER,EFT_MONTHLY,DUE,APPLICATION
POL_ADMIN,POL000169,PNC-2025-100169,1,"May 22, 2025","May 21, 2026","May 19, 2025","Jan 06, 2026",Non-payment of premium,GA,USD,3962,3962,"May 12, 2025",1783,0,"Jul 06, 2025",TRUE,,FALSE,,CALL_CENTER,PAY_FULL,REFUNDED,CANCELLED
POL_ADMIN,POL000170,PNC-2025-100170,2,"May 25, 2025","May 24, 2026","May 21, 2025",,,NJ,USD,14314,14314,,0,14314,"Aug 08, 2025",TRUE,"Aug 23, 2025",FALSE,,EMBEDDED_PARTNER,EFT_MONTHLY,SCHEDULED,ACTIVE
POL_ADMIN,POL000171,PNC-2025-100171,1,"May 28, 2025","May 27, 2026","May 23, 2025",,,AZ,USD,6239,6239,,0,6239,"Sep 10, 2025",TRUE,,FALSE,,BANCASSURANCE,PAY_FULL,DUE,ACTIVE
POL_ADMIN,POL000172,PNC-2025-100172,1,"May 31, 2025","May 30, 2026","May 25, 2025",,,TN,USD,6387,6387,"May 21, 2025",6387,0,"Oct 13, 2025",FALSE,"Oct 28, 2025",FALSE,,INDEPENDENT_AGENT,EFT_MONTHLY,PAID,ACTIVE
POL_ADMIN,POL000173,PNC-2025-100173,1,"Jun 03, 2025","Jun 02, 2026","May 27, 2025",,,WI,USD,6051,6051,,0,6051,"Nov 15, 2025",TRUE,,FALSE,,DIRECT_ONLINE,PAY_FULL,SCHEDULED,ISSUED
POL_ADMIN,POL000174,PNC-2025-100174,1,"Jun 06, 2025","Jun 05, 2026","May 29, 2025",,,TX,USD,6188,6188,,0,6188,"Jun 21, 2025",TRUE,"Jul 06, 2025",FALSE,,AFFINITY_GROUP,EFT_MONTHLY,AUTHORIZED,BOUND
POL_ADMIN,POL000175,PNC-2025-100175,1,"Jun 09, 2025","Jun 08, 2026","May 31, 2025",,,PA,USD,16053,16053,"May 30, 2025",8027,8026,"Jul 24, 2025",TRUE,,FALSE,"Nov 16, 2025",BROKER,PAY_FULL,PARTIALLY_PAID,REINSTATED
POL_ADMIN,POL000176,PNC-2025-100176,1,"Jun 12, 2025","Jun 11, 2026","Jun 02, 2025",,,NC,USD,5945,5945,,0,5945,"Aug 26, 2025",FALSE,,FALSE,,CALL_CENTER,MORTGAGE_ESCROW,PROCESSING,APPLICATION
POL_ADMIN,POL000177,PNC-2025-100177,1,"Jun 15, 2025","Jun 14, 2026","Jun 04, 2025","Feb 07, 2026",Non-payment of premium,VA,USD,4751,4775,"Jun 05, 2025",0,0,"Sep 28, 2025",TRUE,"Oct 08, 2025",FALSE,,EMBEDDED_PARTNER,SEMI_ANNUAL,CANCELLED,CANCELLED
POL_ADMIN,POL000178,PNC-2025-100178,1,"Jun 18, 2025","Jun 17, 2026","Jun 06, 2025","Feb 11, 2026",Non-renewed due to underwriting guidelines,CO,USD,4850,4850,"Jun 08, 2025",4850,0,"Oct 31, 2025",FALSE,,FALSE,,WHOLESALE_BROKER,MORTGAGE_ESCROW,PAID,NON_RENEWED
POL_ADMIN,POL000179,PNC-2025-100179,1,"Jun 21, 2025","Jun 20, 2026","Jun 08, 2025",,,MO,USD,835,859,,0,859,"Dec 03, 2025",TRUE,"Dec 13, 2025",FALSE,,CAPTIVE_AGENT,SEMI_ANNUAL,DUE,ACTIVE
POL_ADMIN,POL000180,PNC-2025-100180,1,"Jun 24, 2025","Jun 23, 2026","Jun 10, 2025",,,CA,USD,2310,2310,"Jun 14, 2025",2310,0,"Jul 09, 2025",FALSE,,FALSE,,DIRECT_ONLINE,MORTGAGE_ESCROW,PAID,ACTIVE
