Publisher ID,Source ID,Hospital Name,Hospital Name Normalized,Hospital CCN,Hospital ID,Street,City,State,Zip,Country
HCO_HCP,289,Riverside Medical Center,RIVERSIDE MEDICAL CENTER,140186,444,100 BULLOCKS POINT,RIVERSIDE,RI,02915,US
HCO_HCP,29,Vanderbilt University,VANDERBILT UNIVERSITY,440039,800,800 SCENIC DR,MODESTO,CA,953506131,US
HCO_HCP,290,Sacred Heart Hospital Of Pensacola,SACRED HEART HOSPITAL OF PENSACOLA,100025,750,1625 RADIO DR STE 250,WOODBURY,MN,551259477,US
HCO_HCP,291,Rhode Island Hospital,RHODE ISLAND HOSPITAL,410007,42,100 BULLOCKS POINT,RIVERSIDE,RI,02915,US
HCO_HCP,292,Baptist Healthcare System Inc.,BAPTIST HEALTHCARE SYSTEM,180103,778,100 E CARROLL ST,SALISBURY,MD,218015422,US
HCO_HCP,293,Carilion Medical Center,CARILION MEDICAL CENTER,490024,675,1917 FRANKLIN RD SW,ROANOKE,VA,240141103,US
HCO_HCP,294,Trustees Of The University Of Pennsylvania,TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,390111,237,101 E STATE ST,KENNETT SQUARE,PA,193483109,US
HCO_HCP,295,Palmetto Health,PALMETTO HEALTH,420018,744,4901 SPRING ST,MOUNT PLEASANT,WI,534062901,US
HCO_HCP,296,University Of Texas Southwestern Medical Center At Dallas,UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER AT DALLAS,450766,963,5323 HARRY HINES BLVD,DALLAS,TX,753907201,US
HCO_HCP,297,State Of Mississippi - University Of Mississippi Medical Center,STATE OF MISSISSIPPI UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,250001,849,PO BOX 289,MARKS,MS,386460289,US
HCO_HCP,298,UNIVERSITY OF UTAH,UNIVERSITY OF UTAH,464009,1018,4624 S HOLLADAY BLVD STE 201,SALT LAKE CITY,UT,841177168,US
HCO_HCP,299,Children'S Hospital Medical Center Of Akron,CHILDRENS HOSPITAL MEDICAL CENTER OF AKRON,363303,363,400 PARNASSUS AVE,SAN FRANCISCO,CA,941432202,US
HCO_HCP,3,Kaiser Foundation Hospitals,KAISER FOUNDATION HOSPITALS,120011,1086,6077 PRIMACY PKWY STE 140,MEMPHIS,TN,381195754,US
HCO_HCP,30,Henry Ford Health System,HENRY FORD HEALTH SYSTEM,230053,486,2110 LEITER RD,MIAMISBURG,OH,453423598,US
HCO_HCP,300,Regents of the University of California,REGENTS OF THE UNIVERSITY OF CALIFORNIA,50599,1120,400 PARNASSUS AVE,SAN FRANCISCO,CA,941432202,US
HCO_HCP,301,Regents Of The University Of California,REGENTS OF THE UNIVERSITY OF CALIFORNIA,50599,1120,400 PARNASSUS AVE,SAN FRANCISCO,CA,941432202,US
HCO_HCP,302,Regents of the University of California,REGENTS OF THE UNIVERSITY OF CALIFORNIA,50599,1120,400 PARNASSUS AVE,SAN FRANCISCO,CA,941432202,US
HCO_HCP,303,NEW HANOVER REGIONAL MEDICAL CENTER,NEW HANOVER REGIONAL MEDICAL CENTER,340141,707,6077 PRIMACY PKWY STE 140,MEMPHIS,TN,381195742,US
HCO_HCP,304,CHILDREN'S HOSPITAL OF PITTSBURGH OF THE UPMC HEALTH SYSTEM,CHILDRENS HOSPITAL OF PITTSBURGH OF THE UPMC HEALTH SYSTEM,393302,268,19389 N 59TH AVE,GLENDALE,AZ,853086500,US
HCO_HCP,305,Mount Clemens Regional Medical Center,MOUNT CLEMENS REGIONAL MEDICAL CENTER,230227,485,45 N 1ST E,PRESTON,ID,832631325,US
HCO_HCP,306,REGENTS OF THE UNIVERSITY OF MICHIGAN,REGENTS OF THE UNIVERSITY OF MICHIGAN,230046,528,6 PARKLANE BLVD STE 525,DEARBORN,MI,481264210,US
HCO_HCP,307,"Mcg Health, Inc",MCG HEALTH,110034,741,6077 PRIMACY PKWY STE 140,MEMPHIS,TN,381195742,US
HCO_HCP,308,South Miami Hospital Inc,SOUTH MIAMI HOSPITAL,100154,757,4901 SPRING ST,MOUNT PLEASANT,WI,534062901,US
HCO_HCP,309,The Mount Sinai Hospital.,THE MOUNT SINAI HOSPITAL,330024,103,1370 PANTHEON WAY STE 250,SAN ANTONIO,TX,782322290,US
HCO_HCP,31,"Medstar Georgetown Medical Center, Inc",MEDSTAR GEORGETOWN MEDICAL CENTER,90004,663,80 COTTONTAIL LN STE 330,SOMERSET,NJ,88731100,US
HCO_HCP,310,Sutter Health Sacramento Sierra Region,SUTTER HEALTH SACRAMENTO SIERRA REGION,50108,1090,5 REGENT ST STE 528,LIVINGSTON,NJ,070391621,US
HCO_HCP,311,The Medical Center Of Central Georgia Inc.,THE MEDICAL CENTER OF CENTRAL GEORGIA,110107,742,1110 COMMERCE DR,GREENSBORO,GA,306427444,US
HCO_HCP,312,Mercy Hospital Inc,MERCY HOSPITAL,100061,756,13 ROSZEL RD STE B110,PRINCETON,NJ,85406211,US
HCO_HCP,313,"Piedmont Hospital, Inc.",PIEDMONT HOSPITAL,110083,728,9375 DIELMAN INDUSTRIAL DR,OLIVETTE,MO,631322212,US
HCO_HCP,314,Vanderbilt University,VANDERBILT UNIVERSITY,440039,800,800 SCENIC DR,MODESTO,CA,953506131,US
HCO_HCP,315,Cedars-Sinai Medical Center,CEDARS SINAI MEDICAL CENTER,50625,1125,116 S STERLING ST STE 205,MORGANTON,NC,286553445,US
HCO_HCP,316,Cedars-Sinai Medical Center,CEDARS SINAI MEDICAL CENTER,50625,1125,116 S STERLING ST STE 205,MORGANTON,NC,286553445,US
HCO_HCP,317,Lester E Cox Medical Centers,LESTER E COX MEDICAL CENTERS,260040,600,101 E STATE ST,KENNETT SQUARE,PA,193483109,US
HCO_HCP,318,"COMMUNITY HOSPITAL GROUP, INC.",COMMUNITY HOSPITAL GROUP,310108,218,10311 CROSS CREEK BLVD STE E,TAMPA,FL,336472989,US
HCO_HCP,319,University Of Texas M. D. Anderson Cancer Center,UNIVERSITY OF TEXAS M D ANDERSON CANCER CENTER,450076,933,2801 NETWORK BLVD STE 505,FRISCO,TX,750341895,US
HCO_HCP,32,Oregon Health & Science University,OREGON HEALTH AND SCIENCE UNIVERSITY,380009,1050,6077 PRIMACY PKWY STE 140,MEMPHIS,TN,381195754,US
HCO_HCP,320,"Umass Memorial Medical Center, Inc.",UMASS MEMORIAL MEDICAL CENTER,220163,33,4901 SPRING ST,MOUNT PLEASANT,WI,534062901,US
HCO_HCP,321,Louisiana State University Health Sciences Center,LOUISIANA STATE UNIVERSITY HEALTH SCIENCES CENTER,190098,884,10374 HIGHWAY 165 N STE C,STERLINGTON,LA,712803369,US
HCO_HCP,322,Henry Ford Health System,HENRY FORD HEALTH SYSTEM,230053,486,2110 LEITER RD,MIAMISBURG,OH,453423598,US
HCO_HCP,323,UNIVERSITY OF WISCONSIN HOSPITALS AND CLINICS AUTHORITY,UNIVERSITY OF WISCONSIN HOSPITALS AND CLINICS AUTHORITY,520098,550,4901 SPRING ST,MOUNT PLEASANT,WI,534062901,US
HCO_HCP,324,Variety Childrens Hospital,VARIETY CHILDRENS HOSPITAL,103301,751,101 E STATE ST,KENNETT SQUARE,PA,193483109,US
HCO_HCP,325,VARIETY CHILDRENS HOSPITAL,VARIETY CHILDRENS HOSPITAL,103301,751,101 E STATE ST,KENNETT SQUARE,PA,193483109,US
HCO_HCP,326,Rush University Medical Center,RUSH UNIVERSITY MEDICAL CENTER,140119,433,2801 NETWORK BLVD STE 505,FRISCO,TX,750341895,US
HCO_HCP,327,The Miriam Hospital,THE MIRIAM HOSPITAL,410012,40,4901 SPRING ST,MOUNT PLEASANT,WI,534062901,US
HCO_HCP,328,REGENTS OF THE UNIVERSITY OF CALIFORNIA,REGENTS OF THE UNIVERSITY OF CALIFORNIA,50599,1120,400 PARNASSUS AVE,SAN FRANCISCO,CA,941432202,US
HCO_HCP,329,Nebraska Methodist Hospital,NEBRASKA METHODIST HOSPITAL,280040,622,7500 MERCY RD,OMAHA,NE,681242319,US
HCO_HCP,33,Connecticut Children'S Medical Center,CONNECTICUT CHILDRENS MEDICAL CENTER,73300,52,27 NAEK RD,VERNON,CT,060663965,US
HCO_HCP,330,"Bon Secours St Mary'S Hospital Of Richmond, Inc",BON SECOURS ST MARYS HOSPITAL OF RICHMOND,490059,681,101 E STATE ST,KENNETT SQUARE,PA,193483109,US
HCO_HCP,331,"Bon Secours St Mary'S Hospital Of Richmond, Inc",BON SECOURS ST MARYS HOSPITAL OF RICHMOND,490059,681,101 E STATE ST,KENNETT SQUARE,PA,193483109,US
HCO_HCP,332,University Of Texas M. D. Anderson Cancer Center,UNIVERSITY OF TEXAS M D ANDERSON CANCER CENTER,450076,933,2801 NETWORK BLVD STE 505,FRISCO,TX,750341895,US
HCO_HCP,333,STATE OF MISSISSIPPI - UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,STATE OF MISSISSIPPI UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,250001,849,PO BOX 289,MARKS,MS,386460289,US
HCO_HCP,334,Metrohealth System,METROHEALTH SYSTEM,360059,395,800 SCENIC DR,MODESTO,CA,953506131,US
HCO_HCP,335,METROHEALTH SYSTEM,METROHEALTH SYSTEM,360059,395,800 SCENIC DR,MODESTO,CA,953506131,US
HCO_HCP,336,Regents of the University of California,REGENTS OF THE UNIVERSITY OF CALIFORNIA,50599,1120,400 PARNASSUS AVE,SAN FRANCISCO,CA,941432202,US
HCO_HCP,337,UNIV OF MED & DENT OF NJ,UNIV OF MED AND DENT OF NJ,310119,202,80 COTTONTAIL LN,SOMERSET,NJ,88731100,US
HCO_HCP,338,RHODE ISLAND HOSPITAL,RHODE ISLAND HOSPITAL,410007,42,100 BULLOCKS POINT,RIVERSIDE,RI,02915,US
HCO_HCP,339,DIGNITY HEALTH,DIGNITY HEALTH,30024,1099,5 REGENT ST STE 528,LIVINGSTON,NJ,070391621,US
HCO_HCP,34,University Of Washington,UNIVERSITY OF WASHINGTON,500008,1039,1520 EASTLAKE AVE E,SEATTLE,WA,981023748,US
HCO_HCP,340,The Toledo Hospital,THE TOLEDO HOSPITAL,360068,391,100 E CARROLL ST,SALISBURY,MD,218015422,US
HCO_HCP,341,"ORLANDO HEALTH, INC.",ORLANDO HEALTH,100006,764,6077 PRIMACY PKWY STE 140,MEMPHIS,TN,381195742,US
HCO_HCP,342,County Of Los Angeles Auditor Controller,COUNTY OF LOS ANGELES AUDITOR CONTROLLER,50040,1153,4901 SPRING ST,MOUNT PLEASANT,WI,534062901,US
HCO_HCP,343,University Of Kentucky,UNIVERSITY OF KENTUCKY,180067,795,PO BOX 41,MC DOWELL,KY,416470041,US
HCO_HCP,344,Regents of the University of Michigan,REGENTS OF THE UNIVERSITY OF MICHIGAN,230046,528,6 PARKLANE BLVD STE 525,DEARBORN,MI,481264210,US
HCO_HCP,345,Dana Farber Cancer Institute,DANA FARBER CANCER INSTITUTE,220162,19,101 E STATE ST,KENNETT SQUARE,PA,193483109,US
HCO_HCP,346,"Columbia Plaza Medical Center Of Fort Worth Subsidiary, L.P.",COLUMBIA PLAZA MEDICAL CENTER OF FORT WORTH SUBSIDIARY,450672,812,1625 RADIO DR STE 250,WOODBURY,MN,551259477,US
HCO_HCP,347,"TENET HEALTHSYSTEM DESERT, INC.",TENET HEALTHSYSTEM DESERT,50243,953,150 STATE ST,ROCHESTER,NY,146141353,US
HCO_HCP,348,"Tenet Healthsystem Desert, Inc.",TENET HEALTHSYSTEM DESERT,50243,953,150 STATE ST,ROCHESTER,NY,146141353,US
HCO_HCP,349,Providence Health & Services - Wa,PROVIDENCE HEALTH AND SERVICES WA,500054,466,1116 SUMMIT AVE,SEATTLE,WA,981012831,US
HCO_HCP,35,Christiana Care Health Services Inc,CHRISTIANA CARE HEALTH SERVICES,80001,636,351 PASEO NUEVO FL 2,SANTA BARBARA,CA,931013382,US
HCO_HCP,350,City Of Hope National Medical Center,CITY OF HOPE NATIONAL MEDICAL CENTER,50146,1128,8111 S EMERSON AVE,INDIANAPOLIS,IN,462378601,US
HCO_HCP,351,Barbara Ann Karmanos Cancer Hospital,BARBARA ANN KARMANOS CANCER HOSPITAL,230297,164,800 SCENIC DR,MODESTO,CA,953506131,US
HCO_HCP,352,MONTEFIORE MEDICAL CENTER,MONTEFIORE MEDICAL CENTER,330059,105,13 ROSZEL RD STE B110,PRINCETON,NJ,85406211,US
HCO_HCP,353,Curators Of The University Of Missouri,CURATORS OF THE UNIVERSITY OF MISSOURI,260141,596,303 N KEENE ST,COLUMBIA,MO,652017193,US
HCO_HCP,354,SEATTLE CHILDREN'S HOSPITAL,SEATTLE CHILDRENS HOSPITAL,503300,1025,4901 SPRING ST,MOUNT PLEASANT,WI,534062901,US
HCO_HCP,355,New York Methodist Hospital,NEW YORK METHODIST HOSPITAL,330236,74,PO BOX 2000,HUDSON,NY,125342000,US
HCO_HCP,356,New York Methodist Hospital,NEW YORK METHODIST HOSPITAL,330236,74,PO BOX 2000,HUDSON,NY,125342000,US
HCO_HCP,357,"Piedmont Hospital, Inc.",PIEDMONT HOSPITAL,110083,728,9375 DIELMAN INDUSTRIAL DR,OLIVETTE,MO,631322212,US
HCO_HCP,358,"STEWARD ST. ELIZABETH'S MEDICAL CENTER OF BOSTON, INC.",STEWARD ST ELIZABETHS MEDICAL CENTER OF BOSTON,220036,311,4901 SPRING ST,MOUNT PLEASANT,WI,534062901,US
HCO_HCP,359,"Steward St. Elizabeth'S Medical Center Of Boston, Inc.",STEWARD ST ELIZABETHS MEDICAL CENTER OF BOSTON,220036,311,4901 SPRING ST,MOUNT PLEASANT,WI,534062901,US
HCO_HCP,36,MERCY HOSPITALS EAST COMMUNITIES,MERCY HOSPITALS EAST COMMUNITIES,260020,587,1803 W MARCH LN STE AC&D,STOCKTON,CA,952076458,US
HCO_HCP,360,Lancaster General Hospital,LANCASTER GENERAL HOSPITAL,390100,238,13 ROSZEL RD STE B110,PRINCETON,NJ,85406211,US
HCO_HCP,361,Scott & White Memorial Hospital,SCOTT AND WHITE MEMORIAL HOSPITAL,450054,917,116 S STERLING ST STE 205,MORGANTON,NC,286553445,US
HCO_HCP,362,Memorial Hospital For Cancer & Allied Diseases,MEMORIAL HOSPITAL FOR CANCER AND ALLIED DISEASES,330154,102,4901 SPRING ST,MOUNT PLEASANT,WI,534062901,US
HCO_HCP,363,Curators Of The University Of Missouri,CURATORS OF THE UNIVERSITY OF MISSOURI,260141,596,303 N KEENE ST,COLUMBIA,MO,652017193,US
HCO_HCP,364,Oakwood Healthcare Inc,OAKWOOD HEALTHCARE,230270,499,2801 NETWORK BLVD STE 505,FRISCO,TX,750341895,US
HCO_HCP,365,Upmc Presbyterian Shadyside,UPMC PRESBYTERIAN SHADYSIDE,390164,276,4901 SPRING ST,MOUNT PLEASANT,WI,534062901,US
HCO_HCP,366,University Of Maryland Medical System Corporation,UNIVERSITY OF MARYLAND MEDICAL SYSTEM,210002,657,100 E CARROLL ST,SALISBURY,MD,218015422,US
HCO_HCP,367,The Mount Sinai Hospital.,THE MOUNT SINAI HOSPITAL,330024,103,1370 PANTHEON WAY STE 250,SAN ANTONIO,TX,782322290,US
HCO_HCP,368,MARY IMOGENE BASSETT HOSPITAL,MARY IMOGENE BASSETT HOSPITAL,330136,132,3316 WILLIAMS DR STE 150,GEORGETOWN,TX,786282891,US
HCO_HCP,369,Beth Israel Deaconess Medical Center,BETH ISRAEL DEACONESS MEDICAL CENTER,220086,16,100 E CARROLL ST,SALISBURY,MD,218015422,US
HCO_HCP,37,St. Vincent Infirmary Medical Center,ST VINCENT INFIRMARY MEDICAL CENTER,40007,869,2801 NETWORK BLVD STE 505,FRISCO,TX,750341895,US
HCO_HCP,370,Stamford Hospital,STAMFORD HOSPITAL,70006,57,13 ROSZEL RD STE B110,PRINCETON,NJ,85406211,US
HCO_HCP,371,Regents Of The University Of Michigan,REGENTS OF THE UNIVERSITY OF MICHIGAN,230046,528,6 PARKLANE BLVD STE 525,DEARBORN,MI,481264210,US
HCO_HCP,372,The Mount Sinai Hospital.,THE MOUNT SINAI HOSPITAL,330024,103,1370 PANTHEON WAY STE 250,SAN ANTONIO,TX,782322290,US
HCO_HCP,373,"Temple University Hospital, Inc",TEMPLE UNIVERSITY HOSPITAL,390027,255,4901 SPRING ST,MOUNT PLEASANT,WI,534062901,US
HCO_HCP,374,The Methodist Hospital,THE METHODIST HOSPITAL,450358,918,1285 FLAMINGO DR,LANTANA,FL,334621507,US
HCO_HCP,375,St Lukes Methodist Hospital,ST LUKES METHODIST HOSPITAL,160045,569,4901 SPRING ST,MOUNT PLEASANT,WI,534062901,US
HCO_HCP,376,FAIRVIEW HEALTH SERVICES,FAIRVIEW HEALTH SERVICES,240080,562,4901 SPRING ST,MOUNT PLEASANT,WI,534062901,US
HCO_HCP,377,DANA FARBER CANCER INSTITUTE,DANA FARBER CANCER INSTITUTE,220162,19,101 E STATE ST,KENNETT SQUARE,PA,193483109,US
HCO_HCP,378,York Hospital,YORK HOSPITAL,390046,236,2740 S ELM AVE RM 2,FRESNO,CA,937065435,US
HCO_HCP,379,"Temple University Hospital, Inc",TEMPLE UNIVERSITY HOSPITAL,390027,255,4901 SPRING ST,MOUNT PLEASANT,WI,534062901,US
HCO_HCP,38,ALBANY MEDICAL CENTER HOSPITAL,ALBANY MEDICAL CENTER HOSPITAL,330013,133,1625 RADIO DR STE 250,WOODBURY,MN,551259477,US
HCO_HCP,380,Danbury Hospital,DANBURY HOSPITAL,70033,46,110 LONGWOOD AVE,ROCKLEDGE,FL,329552828,US
HCO_HCP,381,Rush University Medical Center,RUSH UNIVERSITY MEDICAL CENTER,140119,433,2801 NETWORK BLVD STE 505,FRISCO,TX,750341895,US
HCO_HCP,382,Centrastate Medical Center Inc.,CENTRASTATE MEDICAL CENTER,310111,200,PO BOX 11380,PRESCOTT,AZ,863041380,US
HCO_HCP,383,CENTRASTATE MEDICAL CENTER INC.,CENTRASTATE MEDICAL CENTER,310111,200,PO BOX 11380,PRESCOTT,AZ,863041380,US
HCO_HCP,384,UNIVERSITY OF TEXAS M. D. ANDERSON CANCER CENTER,UNIVERSITY OF TEXAS M D ANDERSON CANCER CENTER,450076,933,2801 NETWORK BLVD STE 505,FRISCO,TX,750341895,US
HCO_HCP,385,HENRY FORD HEALTH SYSTEM,HENRY FORD HEALTH SYSTEM,230053,486,2110 LEITER RD,MIAMISBURG,OH,453423598,US
HCO_HCP,386,PROVIDENCE HEALTH & SERVICES - OREGON,PROVIDENCE HEALTH AND SERVICES OREGON,380004,1045,1285 FLAMINGO DR,LANTANA,FL,334621507,US
HCO_HCP,387,"WEST PENN ALLEGHENY HEALTH SYSTEM, INC.",WEST PENN ALLEGHENY HEALTH SYSTEM,390267,280,4901 SPRING ST,MOUNT PLEASANT,WI,534062901,US
HCO_HCP,388,TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,390111,237,101 E STATE ST,KENNETT SQUARE,PA,193483109,US
HCO_HCP,389,Trustees Of The University Of Pennsylvania,TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,390111,237,101 E STATE ST,KENNETT SQUARE,PA,193483109,US
HCO_HCP,39,Mary Hitchcock Memorial Hospital,MARY HITCHCOCK MEMORIAL HOSPITAL,300003,5,4901 SPRING ST,MOUNT PLEASANT,WI,534062901,US
HCO_HCP,390,Florida Health Sciences Center Inc,FLORIDA HEALTH SCIENCES CENTER,100128,773,1285 FLAMINGO DR,LANTANA,FL,334621507,US
HCO_HCP,391,State Of Connecticut,STATE OF CONNECTICUT,74011,62,27 NAEK RD,VERNON,CT,060663965,US
HCO_HCP,392,Providence Health & Services - Washington,PROVIDENCE HEALTH AND SERVICES WASHINGTON,20001,1041,10 LEXINGTON AVE,WEST BABYLON,NY,117044803,US
HCO_HCP,393,University Of Texas Southwestern Medical Center At Dallas,UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER AT DALLAS,450044,964,5323 HARRY HINES BLVD,DALLAS,TX,753907201,US
HCO_HCP,394,St. Luke'S Hospital Association Of Duluth,ST LUKES HOSPITAL ASSOCIATION OF DULUTH,240047,557,2801 NETWORK BLVD STE 505,FRISCO,TX,750341895,US
HCO_HCP,395,"MEMORIAL HOSPITAL OF SOUTH BEND, INC",MEMORIAL HOSPITAL OF SOUTH BEND,150058,399,4901 SPRING ST,MOUNT PLEASANT,WI,534062901,US
HCO_HCP,396,"Memorial Hospital Of South Bend, Inc",MEMORIAL HOSPITAL OF SOUTH BEND,150058,399,4901 SPRING ST,MOUNT PLEASANT,WI,534062901,US
HCO_HCP,397,Baylor University Medical Center,BAYLOR UNIVERSITY MEDICAL CENTER,450021,945,2801 NETWORK BLVD STE 505,FRISCO,TX,750341895,US
HCO_HCP,398,ALTRU HEALTH SYSTEM,ALTRU HEALTH SYSTEM,350019,607,1300 S COLUMBIA RD,GRAND FORKS,ND,582014012,US
HCO_HCP,399,ALTRU HEALTH SYSTEM,ALTRU HEALTH SYSTEM,350019,607,1300 S COLUMBIA RD,GRAND FORKS,ND,582014012,US
HCO_HCP,4,University Of Texas Southwestern Medical Center At Dallas,UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER AT DALLAS,450766,963,5323 HARRY HINES BLVD,DALLAS,TX,753907201,US
HCO_HCP,40,St Cloud Hospital,ST CLOUD HOSPITAL,240036,555,1285 FLAMINGO DR,LANTANA,FL,334621507,US
HCO_HCP,400,TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,390111,237,101 E STATE ST,KENNETT SQUARE,PA,193483109,US
HCO_HCP,401,CHILDREN'S HOSPITAL OF ORANGE COUNTY,CHILDRENS HOSPITAL OF ORANGE COUNTY,53304,1140,2010 OLD GREENBRIER RD STE J,CHESAPEAKE,VA,233202619,US
HCO_HCP,402,Regents Of The University Of Michigan,REGENTS OF THE UNIVERSITY OF MICHIGAN,230046,528,6 PARKLANE BLVD STE 525,DEARBORN,MI,481264210,US
HCO_HCP,403,Regents Of The University Of Michigan,REGENTS OF THE UNIVERSITY OF MICHIGAN,230046,528,6 PARKLANE BLVD STE 525,DEARBORN,MI,481264210,US
HCO_HCP,404,VANDERBILT UNIVERSITY,VANDERBILT UNIVERSITY,440039,800,800 SCENIC DR,MODESTO,CA,953506131,US
HCO_HCP,405,NORTHSHORE UNIVERSITY HEALTHSYSTEM,NORTHSHORE UNIVERSITY HEALTHSYSTEM,140051,421,10348 PARK RD,CHARLOTTE,NC,282108507,US
HCO_HCP,406,City Of Hope National Medical Center,CITY OF HOPE NATIONAL MEDICAL CENTER,50146,1128,8111 S EMERSON AVE,INDIANAPOLIS,IN,462378601,US
HCO_HCP,407,Children'S Hospital Colorado,CHILDRENS HOSPITAL COLORADO,63301,982,2525 W 16TH ST STE E,GREELEY,CO,806344951,US
HCO_HCP,408,Rhode Island Hospital,RHODE ISLAND HOSPITAL,410007,42,100 BULLOCKS POINT,RIVERSIDE,RI,02915,US
HCO_HCP,409,Emory University,EMORY UNIVERSITY,110010,729,4901 SPRING ST,MOUNT PLEASANT,WI,534062901,US
HCO_HCP,41,William Beaumont Hospital,WILLIAM BEAUMONT HOSPITAL,230269,507,4901 SPRING ST,MOUNT PLEASANT,WI,534062901,US
HCO_HCP,410,Seton Corporation,SETON,440133,830,1370 PANTHEON WAY STE 250,SAN ANTONIO,TX,782322290,US
HCO_HCP,411,Vanderbilt University,VANDERBILT UNIVERSITY,440039,800,800 SCENIC DR,MODESTO,CA,953506131,US
HCO_HCP,412,MERCY HOSPITAL & MEDICAL CENTER,MERCY HOSPITAL AND MEDICAL CENTER,140158,429,13 ROSZEL RD STE B110,PRINCETON,NJ,85406211,US
HCO_HCP,413,OREGON HEALTH & SCIENCE UNIVERSITY,OREGON HEALTH AND SCIENCE UNIVERSITY,380009,1050,6077 PRIMACY PKWY STE 140,MEMPHIS,TN,381195754,US
HCO_HCP,414,Lehigh Valley Hospital,LEHIGH VALLEY HOSPITAL,390133,246,1917 FRANKLIN RD SW,ROANOKE,VA,240141103,US
HCO_HCP,415,UNIV OF MED & DENT OF NJ,UNIV OF MED AND DENT OF NJ,310119,202,80 COTTONTAIL LN,SOMERSET,NJ,88731100,US
HCO_HCP,416,The General Hospital Corporation,THE GENERAL HOSPITAL,220071,23,80 COTTONTAIL LN STE 330,SOMERSET,NJ,88731100,US
HCO_HCP,417,THE NEMOURS FOUNDATION,THE NEMOURS FOUNDATION,83300,749,2740 S ELM AVE RM 2,FRESNO,CA,937065435,US
HCO_HCP,418,Swedish Health Services,SWEDISH HEALTH SERVICES,500027,1024,101 E STATE ST,KENNETT SQUARE,PA,193483109,US
HCO_HCP,419,The Toledo Hospital,THE TOLEDO HOSPITAL,360068,391,100 E CARROLL ST,SALISBURY,MD,218015422,US
HCO_HCP,42,William Beaumont Hospital,WILLIAM BEAUMONT HOSPITAL,230269,507,4901 SPRING ST,MOUNT PLEASANT,WI,534062901,US
HCO_HCP,420,Greenville Hospital System,GREENVILLE HOSPITAL SYSTEM,420102,726,13 ROSZEL RD STE B110,PRINCETON,NJ,85406211,US
HCO_HCP,421,"DUKE UNIVERSITY HEALTH SYSTEM, INC.",DUKE UNIVERSITY HEALTH SYSTEM,340030,713,800 S FILLMORE ST,OSCEOLA,IA,502131694,US
HCO_HCP,422,"DUKE UNIVERSITY HEALTH SYSTEM, INC.",DUKE UNIVERSITY HEALTH SYSTEM,340030,713,800 S FILLMORE ST,OSCEOLA,IA,502131694,US
HCO_HCP,423,DANA FARBER CANCER INSTITUTE,DANA FARBER CANCER INSTITUTE,220162,19,101 E STATE ST,KENNETT SQUARE,PA,193483109,US
HCO_HCP,424,THE GENERAL HOSPITAL CORPORATION,THE GENERAL HOSPITAL,220071,23,80 COTTONTAIL LN STE 330,SOMERSET,NJ,88731100,US
HCO_HCP,425,UNIVERSITY OF ROCHESTER,UNIVERSITY OF ROCHESTER,330285,156,5151 MONROE ST,TOLEDO,OH,436233462,US
HCO_HCP,426,Aultman Hospital,AULTMAN HOSPITAL,360084,365,2801 NETWORK BLVD STE 505,FRISCO,TX,750341895,US
HCO_HCP,427,"Mount Sinai Medical Center of Florida, Inc",MOUNT SINAI MEDICAL CENTER OF FLORIDA,100034,746,1285 FLAMINGO DR,LANTANA,FL,334621507,US
HCO_HCP,428,Henry Ford Health System,HENRY FORD HEALTH SYSTEM,230053,486,2110 LEITER RD,MIAMISBURG,OH,453423598,US
HCO_HCP,429,"Mount Sinai Medical Center Of Florida, Inc",MOUNT SINAI MEDICAL CENTER OF FLORIDA,100034,746,1285 FLAMINGO DR,LANTANA,FL,334621507,US
HCO_HCP,43,Dana Farber Cancer Institute,DANA FARBER CANCER INSTITUTE,220162,19,101 E STATE ST,KENNETT SQUARE,PA,193483109,US
HCO_HCP,430,SWEDISH HEALTH SERVICES,SWEDISH HEALTH SERVICES,500025,1023,101 E STATE ST,KENNETT SQUARE,PA,193483109,US
HCO_HCP,431,Oregon Health & Science University,OREGON HEALTH AND SCIENCE UNIVERSITY,380009,1050,6077 PRIMACY PKWY STE 140,MEMPHIS,TN,381195754,US
HCO_HCP,432,"ORLANDO HEALTH, INC.",ORLANDO HEALTH,100006,764,6077 PRIMACY PKWY STE 140,MEMPHIS,TN,381195742,US
HCO_HCP,433,"ORLANDO HEALTH, INC.",ORLANDO HEALTH,100006,764,6077 PRIMACY PKWY STE 140,MEMPHIS,TN,381195742,US
HCO_HCP,434,Cedars-Sinai Medical Center,CEDARS SINAI MEDICAL CENTER,50625,1125,116 S STERLING ST STE 205,MORGANTON,NC,286553445,US
