id,description,raw_icd9_code,is_industry_std,fdn_parenticd9
360.5,"Retained (old) intraocular foreign body, magnetic",360.5,,360
360.51,"Foreign body, magnetic, in anterior chamber",360.51,,360.5
360.52,"Foreign body, magnetic, in iris or ciliary body",360.52,,360.5
360.53,"Foreign body, magnetic, in lens",360.53,,360.5
360.54,"Foreign body, magnetic, in vitreous",360.54,,360.5
360.55,"Foreign body, magnetic, in posterior wall",360.55,,360.5
360.59,"Foreign body, magnetic, in other or multiple sites",360.59,,360.5
360.6,"Retained (old) intraocular foreign body, nonmagnetic",360.6,,360
360.61,Foreign body in anterior chamber,360.61,,360.6
360.62,Foreign body in iris or ciliary body,360.62,,360.6
360.63,Foreign body in lens,360.63,,360.6
360.64,Foreign body in vitreous,360.64,,360.6
360.65,Foreign body in posterior wall,360.65,,360.6
360.69,Foreign body in other or multiple sites,360.69,,360.6
360.8,Other disorders of globe,360.8,,360
360.81,Luxation of globe,360.81,,360.8
360.89,Other,360.89,,360.8
360.9,Unspecified disorder of globe,360.9,,360
361,Retinal detachments and defects,361,,360-379
361.01,"Recent detachment, partial, with single defect",361.01,,361
361.02,"Recent detachment, partial, with multiple defects",361.02,,361
361.03,"Recent detachment, partial, with giant tear",361.03,,361
361.04,"Recent detachment, partial, with retinal dialysis",361.04,,361
361.05,"Recent detachment, total or subtotal",361.05,,361
361.06,"Old detachment, partial",361.06,,361
361.07,"Old detachment, total or subtotal",361.07,,361
361.1,Retinoschisis and retinal cysts,361.1,,361
361.11,Flat retinoschisis,361.11,,361.1
361.12,Bullous retinoschisis,361.12,,361.1
361.13,Primary retinal cysts,361.13,,361.1
361.14,Secondary retinal cysts,361.14,,361.1
361.19,Other,361.19,,361.1
361.2,Serous retinal detachment,361.2,,361
361.3,Retinal defects without detachment,361.3,,361
361.31,Round hole of retina without detachment,361.31,,361.3
361.32,Horseshoe tear of retina without detachment,361.32,,361.3
361.33,Multiple defects of retina without detachment,361.33,,361.3
361.8,Other forms of retinal detachment,361.8,,361
361.81,Traction detachment of retina,361.81,,361.8
361.89,Other,361.89,,361.8
361.9,Unspecified retinal detachment,361.9,,361
362,Other retinal disorders,362,,360-379
362.01,Background diabetic retinopathy,362.01,,362
362.02,Proliferative diabetic retinopathy,362.02,,362
362.03,Nonproliferative diabetic retinopathy NOS,362.03,,362
362.04,Mild nonproliferative diabetic retinopathy,362.04,,362
362.05,Moderate nonproliferative diabetic retinopathy,362.05,,362
362.06,Severe nonproliferative diabetic retinopathy,362.06,,362
362.07,Diabetic macular edema,362.07,,362
362.1,Other background retinopathy and retinal vascular changes,362.1,,362
362.11,Hypertensive retinopathy,362.11,,362.1
362.12,Exudative retinopathy,362.12,,362.1
362.13,Changes in vascular appearance,362.13,,362.1
362.14,Retinal microaneurysms NOS,362.14,,362.1
362.15,Retinal telangiectasia,362.15,,362.1
362.16,Retinal neovascularization NOS,362.16,,362.1
362.17,Other intraretinal microvascular abnormalities,362.17,,362.1
362.18,Retinal vasculitis,362.18,,362.1
362.2,Other proliferative retinopathy,362.2,,362
362.21,Retrolental fibroplasia,362.21,,362.2
362.22,"Retinopathy of prematurity, stage 0",362.22,,362.2
362.23,"Retinopathy of prematurity, stage 1",362.23,,362.2
362.24,"Retinopathy of prematurity, stage 2",362.24,,362.2
362.25,"Retinopathy of prematurity, stage 3",362.25,,362.2
362.26,"Retinopathy of prematurity, stage 4",362.26,,362.2
362.27,"Retinopathy of prematurity, stage 5",362.27,,362.2
362.29,Other nondiabetic proliferative retinopathy,362.29,,362.2
362.3,Retinal vascular occlusion,362.3,,362
362.31,Central retinal artery occlusion,362.31,,362.3
362.32,Arterial branch occlusion,362.32,,362.3
362.33,Partial arterial occlusion,362.33,,362.3
362.34,Transient arterial occlusion,362.34,,362.3
362.35,Central retinal vein occlusion,362.35,,362.3
362.36,Venous tributary (branch) occlusion,362.36,,362.3
362.37,Venous engorgement,362.37,,362.3
362.4,Separation of retinal layers,362.4,,362
362.41,Central serous retinopathy,362.41,,362.4
362.42,Serous detachment of retinal pigment epithelium,362.42,,362.4
362.43,Hemorrhagic detachment of retinal pigment epithelium,362.43,,362.4
362.5,Degeneration of macula and posterior pole,362.5,,362
362.51,Nonexudative senile macular degeneration,362.51,,362.5
362.52,Exudative senile macular degeneration,362.52,,362.5
362.53,Cystoid macular degeneration,362.53,,362.5
362.54,"Macular cyst, hole, or pseudohole",362.54,,362.5
362.55,Toxic maculopathy,362.55,,362.5
362.56,Macular puckering,362.56,,362.5
362.57,Drusen (degenerative),362.57,,362.5
362.6,Peripheral retinal degenerations,362.6,,362
362.61,Paving stone degeneration,362.61,,362.6
362.62,Microcystoid degeneration,362.62,,362.6
362.63,Lattice degeneration,362.63,,362.6
362.64,Senile reticular degeneration,362.64,,362.6
362.65,Secondary pigmentary degeneration,362.65,,362.6
362.66,Secondary vitreoretinal degenerations,362.66,,362.6
362.7,Hereditary retinal dystrophies,362.7,,362
362.71,Retinal dystrophy in systemic or cerebroretinal lipidoses,362.71,,362.7
362.72,Retinal dystrophy in other systemic disorders and syndromes,362.72,,362.7
362.73,Vitreoretinal dystrophies,362.73,,362.7
362.74,Pigmentary retinal dystrophy,362.74,,362.7
362.75,Other dystrophies primarily involving the sensory retina,362.75,,362.7
362.76,Dystrophies primarily involving the retinal pigment epithelium,362.76,,362.7
362.77,Dystrophies primarily involving Bruch's membrane,362.77,,362.7
362.8,Other retinal disorders,362.8,,362
362.81,Retinal hemorrhage,362.81,,362.8
362.82,Retinal exudates and deposits,362.82,,362.8
362.83,Retinal edema,362.83,,362.8
362.84,Retinal ischemia,362.84,,362.8
362.85,Retinal nerve fiber bundle defects,362.85,,362.8
362.89,Other retinal disorders,362.89,,362.8
362.9,Unspecified retinal disorder,362.9,,362
363,"Chorioretinal inflammations, scars, and other disorders of choroid",363,,360-379
363.01,"Focal choroiditis and chorioretinitis, juxtapapillary",363.01,,363
363.03,Focal choroiditis and chorioretinitis of other posterior pole,363.03,,363
363.04,"Focal choroiditis and chorioretinitis, peripheral",363.04,,363
363.05,"Focal retinitis and retinochoroiditis, juxtapapillary",363.05,,363
363.06,"Focal retinitis and retinochoroiditis, macular or paramacular",363.06,,363
363.07,Focal retinitis and retinochoroiditis of other posterior pole,363.07,,363
363.08,"Focal retinitis and retinochoroiditis, peripheral",363.08,,363
363.1,Disseminated chorioretinitis and disseminated retinochoroiditis,363.1,,363
363.11,"Disseminated choroiditis and chorioretinitis, posterior pole",363.11,,363.1
363.12,"Disseminated choroiditis and chorioretinitis, peripheral",363.12,,363.1
363.13,"Disseminated choroiditis and chorioretinitis, generalized",363.13,,363.1
363.14,"Disseminated retinitis and retinochoroiditis, metastatic",363.14,,363.1
363.15,"Disseminated retinitis and retinochoroiditis, pigment epitheliopathy",363.15,,363.1
363.2,Other and unspecified forms of chorioretinitis and retinochoroiditis,363.2,,363
363.21,Pars planitis,363.21,,363.2
363.22,Harada's disease,363.22,,363.2
363.3,Chorioretinal scars,363.3,,363
363.31,Solar retinopathy,363.31,,363.3
363.32,Other macular scars,363.32,,363.3
363.33,Other scars of posterior pole,363.33,,363.3
363.34,Peripheral scars,363.34,,363.3
363.35,Disseminated scars,363.35,,363.3
363.4,Choroidal degenerations,363.4,,363
363.41,Senile atrophy of choroid,363.41,,363.4
363.42,Diffuse secondary atrophy of choroid,363.42,,363.4
363.43,Angioid streaks of choroid,363.43,,363.4
363.5,Hereditary choroidal dystrophies,363.5,,363
363.51,"Circumpapillary dystrophy of choroid, partial",363.51,,363.5
363.52,"Circumpapillary dystrophy of choroid, total",363.52,,363.5
363.53,"Central dystrophy of choroid, partial",363.53,,363.5
363.54,"Central choroidal atrophy, total",363.54,,363.5
363.55,Choroideremia,363.55,,363.5
363.56,"Other diffuse or generalized dystrophy, partial",363.56,,363.5
363.57,"Other diffuse or generalized dystrophy, total",363.57,,363.5
363.6,Choroidal hemorrhage and rupture,363.6,,363
363.61,"Choroidal hemorrhage, unspecified",363.61,,363.6
363.62,Expulsive choroidal hemorrhage,363.62,,363.6
363.63,Choroidal rupture,363.63,,363.6
363.7,Choroidal detachment,363.7,,363
363.71,Serous choroidal detachment,363.71,,363.7
363.72,Hemorrhagic choroidal detachment,363.72,,363.7
363.8,Other disorders of choroid,363.8,,363
363.9,Unspecified disorder of choroid,363.9,,363
364,Disorders of iris and ciliary body,364,,360-379
364.01,Primary iridocyclitis,364.01,,364
364.02,Recurrent iridocyclitis,364.02,,364
364.03,"Secondary iridocyclitis, infectious",364.03,,364
364.04,"Secondary iridocyclitis, noninfectious",364.04,,364
364.05,Hypopyon,364.05,,364
364.1,Chronic iridocyclitis,364.1,,364
364.11,Chronic iridocyclitis in diseases classified elsewhere,364.11,,364.1
364.2,Certain types of iridocyclitis,364.2,,364
364.21,Fuchs' heterochromic cyclitis,364.21,,364.2
364.22,Glaucomatocyclitic crises,364.22,,364.2
364.23,Lens-induced iridocyclitis,364.23,,364.2
364.24,Vogt-Koyanagi syndrome,364.24,,364.2
364.3,Unspecified iridocyclitis,364.3,,364
364.4,Vascular disorders of iris and ciliary body,364.4,,364
364.41,Hyphema,364.41,,364.4
364.42,Rubeosis iridis,364.42,,364.4
364.5,Degenerations of iris and ciliary body,364.5,,364
364.51,Essential or progressive iris atrophy,364.51,,364.5
364.52,Iridoschisis,364.52,,364.5
364.53,Pigmentary iris degeneration,364.53,,364.5
364.54,Degeneration of pupillary margin,364.54,,364.5
364.55,Miotic cysts of pupillary margin,364.55,,364.5
364.56,Degenerative changes of chamber angle,364.56,,364.5
364.57,Degenerative changes of ciliary body,364.57,,364.5
364.59,Other iris atrophy,364.59,,364.5
364.6,"Cysts of iris, ciliary body, and anterior chamber",364.6,,364
364.61,Implantation cysts,364.61,,364.6
364.62,Exudative cysts of iris or anterior chamber,364.62,,364.6
364.63,Primary cyst of pars plana,364.63,,364.6
364.64,Exudative cyst of pars plana,364.64,,364.6
364.7,Adhesions and disruptions of iris and ciliary body,364.7,,364
364.71,Posterior synechiae,364.71,,364.7
364.72,Anterior synechiae,364.72,,364.7
364.73,Goniosynechiae,364.73,,364.7
364.74,Pupillary membranes,364.74,,364.7
364.75,Pupillary abnormalities,364.75,,364.7
364.76,Iridodialysis,364.76,,364.7
364.77,Recession of chamber angle,364.77,,364.7
364.8,Other disorders of iris and ciliary body,364.8,,364
364.81,Floppy iris syndrome,364.81,,364.8
364.82,Plateau iris syndrome,364.82,,364.8
364.89,Other disorders of iris and ciliary body,364.89,,364.8
364.9,Unspecified disorder of iris and ciliary body,364.9,,364
365,Glaucoma,365,,360-379
365.01,Open angle with borderline findings,365.01,,365
365.02,Anatomical narrow angle,365.02,,365
365.03,Steroid responders,365.03,,365
365.04,Ocular hypertension,365.04,,365
365.1,Open-angle glaucoma,365.1,,365
365.11,Primary open angle glaucoma,365.11,,365.1
365.12,Low tension glaucoma,365.12,,365.1
365.13,Pigmentary glaucoma,365.13,,365.1
365.14,Glaucoma of childhood,365.14,,365.1
365.15,Residual stage of open angle glaucoma,365.15,,365.1
365.2,Primary angle-closure glaucoma,365.2,,365
365.21,Intermittent angle-closure glaucoma,365.21,,365.2
365.22,Acute angle-closure glaucoma,365.22,,365.2
365.23,Chronic angle-closure glaucoma,365.23,,365.2
365.24,Residual stage of angle-closure glaucoma,365.24,,365.2
365.3,Corticosteroid-induced glaucoma,365.3,,365
365.31,Glaucomatous stage,365.31,,365.3
365.32,Residual stage,365.32,,365.3
365.4,"Glaucoma associated with congenital anomalies, dystrophies, and systemic syndromes",365.4,,365
365.41,Glaucoma associated with chamber angle anomalies,365.41,,365.4
365.42,Glaucoma associated with anomalies of iris,365.42,,365.4
365.43,Glaucoma associated with other anterior segment anomalies,365.43,,365.4
365.44,Glaucoma associated with systemic syndromes,365.44,,365.4
365.5,Glaucoma associated with disorders of the lens,365.5,,365
365.51,Phacolytic glaucoma,365.51,,365.5
365.52,Pseudoexfoliation glaucoma,365.52,,365.5
365.59,Glaucoma associated with other lens disorders,365.59,,365.5
365.6,Glaucoma associated with other ocular disorders,365.6,,365
365.61,Glaucoma associated with pupillary block,365.61,,365.6
365.62,Glaucoma associated with ocular inflammations,365.62,,365.6
365.63,Glaucoma associated with vascular disorders,365.63,,365.6
365.64,Glaucoma associated with tumors or cysts,365.64,,365.6
365.65,Glaucoma associated with ocular trauma,365.65,,365.6
365.8,Other specified forms of glaucoma,365.8,,365
365.81,Hypersecretion glaucoma,365.81,,365.8
365.82,Glaucoma with increased episcleral venous pressure,365.82,,365.8
365.83,Aqueous misdirection,365.83,,365.8
365.89,Other specified glaucoma,365.89,,365.8
365.9,Unspecified glaucoma,365.9,,365
366,Cataract,366,,360-379
366.01,Anterior subcapsular polar cataract,366.01,,366
366.02,Posterior subcapsular polar cataract,366.02,,366
366.03,"Cortical, lamellar, or zonular cataract",366.03,,366
366.04,Nuclear cataract,366.04,,366
366.09,Other and combined forms of nonsenile cataract,366.09,,366
366.1,Senile cataract,366.1,,366
366.11,Pseudoexfoliation of lens capsule,366.11,,366.1
366.12,Incipient cataract,366.12,,366.1
366.13,Anterior subcapsular polar senile cataract,366.13,,366.1
366.14,Posterior subcapsular polar senile cataract,366.14,,366.1
366.15,Cortical senile cataract,366.15,,366.1
366.16,Nuclear sclerosis,366.16,,366.1
366.17,Total or mature cataract,366.17,,366.1
366.18,Hypermature cataract,366.18,,366.1
366.19,Other and combined forms of senile cataract,366.19,,366.1
366.2,Traumatic cataract,366.2,,366
366.21,Localized traumatic opacities,366.21,,366.2
366.22,Total traumatic cataract,366.22,,366.2
366.23,Partially resolved traumatic cataract,366.23,,366.2
366.3,Cataract secondary to ocular disorders,366.3,,366
366.31,Glaucomatous flecks (subcapsular),366.31,,366.3
366.32,Cataract in inflammatory disorders,366.32,,366.3
366.33,Cataract with neovascularization,366.33,,366.3
366.34,Cataract in degenerative disorders,366.34,,366.3
366.4,Cataract associated with other disorders,366.4,,366
366.41,Diabetic cataract,366.41,,366.4
366.42,Tetanic cataract,366.42,,366.4
366.43,Myotonic cataract,366.43,,366.4
366.44,Cataract associated with other syndromes,366.44,,366.4
366.45,Toxic cataract,366.45,,366.4
366.46,Cataract associated with radiation and other physical influences,366.46,,366.4
366.5,After-cataract,366.5,,366
366.51,Soemmering's ring,366.51,,366.5
366.52,"Other after-cataract, not obscuring vision",366.52,,366.5
366.53,"After-cataract, obscuring vision",366.53,,366.5
366.8,Other cataract,366.8,,366
366.9,Unspecified cataract,366.9,,366
367,Disorders of refraction and accommodation,367,,360-379
367.1,Myopia,367.1,,367
367.2,Astigmatism,367.2,,367
367.21,Regular astigmatism,367.21,,367.2
367.22,Irregular astigmatism,367.22,,367.2
367.3,Anisometropia and aniseikonia,367.3,,367
367.31,Anisometropia,367.31,,367.3
367.32,Aniseikonia,367.32,,367.3
367.4,Presbyopia,367.4,,367
367.5,Disorders of accommodation,367.5,,367
367.51,Paresis of accommodation,367.51,,367.5
367.52,Total or complete internal ophthalmoplegia,367.52,,367.5
367.53,Spasm of accommodation,367.53,,367.5
367.8,Other disorders of refraction and accommodation,367.8,,367
367.81,Transient refractive change,367.81,,367.8
367.89,Other,367.89,,367.8
367.9,Unspecified disorder of refraction and accommodation,367.9,,367
368,Visual disturbances,368,,360-379
368.01,Strabismic amblyopia,368.01,,368
368.02,Deprivation amblyopia,368.02,,368
368.03,Refractive amblyopia,368.03,,368
368.1,Subjective visual disturbances,368.1,,368
368.11,Sudden visual loss,368.11,,368.1
368.12,Transient visual loss,368.12,,368.1
368.13,Visual discomfort,368.13,,368.1
368.14,Visual distortions of shape and size,368.14,,368.1
368.15,Other visual distortions and entoptic phenomena,368.15,,368.1
368.16,Psychophysical visual disturbances,368.16,,368.1
368.2,Diplopia,368.2,,368
368.3,Other disorders of binocular vision,368.3,,368
368.31,Suppression of binocular vision,368.31,,368.3
368.32,Simultaneous visual perception without fusion,368.32,,368.3
368.33,Fusion with defective stereopsis,368.33,,368.3
368.34,Abnormal retinal correspondence,368.34,,368.3
368.4,Visual field defects,368.4,,368
368.41,Scotoma involving central area,368.41,,368.4
368.42,Scotoma of blind spot area,368.42,,368.4
368.43,Sector or arcuate defects,368.43,,368.4
368.44,Other localized visual field defect,368.44,,368.4
368.45,Generalized contraction or constriction,368.45,,368.4
368.46,Homonymous bilateral field defects,368.46,,368.4
368.47,Heteronymous bilateral field defects,368.47,,368.4
368.5,Color vision deficiencies,368.5,,368
368.51,Protan defect,368.51,,368.5
368.52,Deutan defect,368.52,,368.5
368.53,Tritan defect,368.53,,368.5
368.54,Achromatopsia,368.54,,368.5
368.55,Acquired color vision deficiencies,368.55,,368.5
368.59,Other color vision deficiencies,368.59,,368.5
368.6,Night blindness,368.6,,368
368.61,Congenital night blindness,368.61,,368.6
368.62,Acquired night blindness,368.62,,368.6
368.63,Abnormal dark adaptation curve,368.63,,368.6
368.69,Other night blindness,368.69,,368.6
368.8,Other specified visual disturbances,368.8,,368
368.9,Unspecified visual disturbance,368.9,,368
369,Blindness and low vision,369,,360-379
369.01,Better eye: total impairment; lesser eye: total impairment,369.01,,369
369.02,Better eye: near-total impairment; lesser eye: not further specified,369.02,,369
369.03,Better eye: near-total impairment; lesser eye: total impairment,369.03,,369
369.04,Better eye: near-total impairment; lesser eye: near-total impairment,369.04,,369
369.05,Better eye: profound impairment; lesser eye: not further specified,369.05,,369
369.06,Better eye: profound impairment; lesser eye: total impairment,369.06,,369
369.07,Better eye: profound impairment; lesser eye: near-total impairment,369.07,,369
369.08,Better eye: profound impairment; lesser eye: profound impairment,369.08,,369
369.1,"Moderate or severe impairment, better eye, profound impairment lesser eye",369.1,,369
369.11,"Better eye: severe impairment; lesser eye: blind, not further specified",369.11,,369.1
369.12,Better eye: severe impairment; lesser eye: total impairment,369.12,,369.1
369.13,Better eye: severe impairment; lesser eye: near-total impairment,369.13,,369.1
369.14,Better eye: severe impairment; lesser eye: profound impairment,369.14,,369.1
369.15,"Better eye: moderate impairment; lesser eye: blind, not further specified",369.15,,369.1
369.16,Better eye: moderate impairment; lesser eye: total impairment,369.16,,369.1
369.17,Better eye: moderate impairment; lesser eye: near-total impairment,369.17,,369.1
369.18,Better eye: moderate impairment; lesser eye: profound impairment,369.18,,369.1
369.2,"Moderate or severe impairment, both eyes",369.2,,369
369.21,Better eye: severe impairment; lesser eye: not further specified,369.21,,369.2
369.22,Better eye: severe impairment; lesser eye: severe impairment,369.22,,369.2
369.23,Better eye: moderate impairment; lesser eye: not further specified,369.23,,369.2
369.24,Better eye: moderate impairment; lesser eye: severe impairment,369.24,,369.2
369.25,Better eye: moderate impairment; lesser eye: moderate impairment,369.25,,369.2
369.3,"Unqualified visual loss, both eyes",369.3,,369
369.4,"Legal blindness, as defined in U.S.A.",369.4,,369
369.6,"Profound impairment, one eye",369.6,,369
369.61,One eye: total impairment; other eye: not specified,369.61,,369.6
369.62,One eye: total impairment; other eye: near-normal vision,369.62,,369.6
369.63,One eye: total impairment; other eye: normal vision,369.63,,369.6
369.64,One eye: near-total impairment; other eye: not specified,369.64,,369.6
369.65,One eye: near-total impairment; other eye: near-normal vision,369.65,,369.6
369.66,One eye: near-total impairment; other eye: normal vision,369.66,,369.6
369.67,One eye: profound impairment; other eye: not specified,369.67,,369.6
369.68,One eye: profound impairment; other eye: near-normal vision,369.68,,369.6
369.69,One eye: profound impairment; other eye: normal vision,369.69,,369.6
369.7,"Moderate or severe impairment, one eye",369.7,,369
369.71,One eye: severe impairment; other eye: not specified,369.71,,369.7
369.72,One eye: severe impairment; other eye: near-normal vision,369.72,,369.7
369.73,One eye: severe impairment; other eye: normal vision,369.73,,369.7
369.74,One eye: moderate impairment; other eye: not specified,369.74,,369.7
369.75,One eye: moderate impairment; other eye: near-normal vision,369.75,,369.7
369.76,One eye: moderate impairment; other eye: normal vision,369.76,,369.7
369.8,"Unqualified visual loss, one eye",369.8,,369
369.9,Unspecified visual loss,369.9,,369
37,Tetanus,37,,030-041
370,Keratitis,370,,360-379
370.01,Marginal corneal ulcer,370.01,,370
370.02,Ring corneal ulcer,370.02,,370
370.03,Central corneal ulcer,370.03,,370
370.04,Hypopyon ulcer,370.04,,370
370.05,Mycotic corneal ulcer,370.05,,370
370.06,Perforated corneal ulcer,370.06,,370
370.07,Mooren's ulcer,370.07,,370
370.2,Superficial keratitis without conjunctivitis,370.2,,370
370.21,Punctate keratitis,370.21,,370.2
370.22,Macular keratitis,370.22,,370.2
370.23,Filamentary keratitis,370.23,,370.2
370.24,Photokeratitis,370.24,,370.2
370.3,Certain types of keratoconjunctivitis,370.3,,370
370.31,Phlyctenular keratoconjunctivitis,370.31,,370.3
370.32,Limbar and corneal involvement in vernal conjunctivitis,370.32,,370.3
370.33,"Keratoconjunctivitis sicca, not specified as Sj\u00f6gren's",370.33,,370.3
370.34,Exposure keratoconjunctivitis,370.34,,370.3
370.35,Neurotrophic keratoconjunctivitis,370.35,,370.3
370.4,Other and unspecified keratoconjunctivitis,370.4,,370
370.44,Keratitis or keratoconjunctivitis in exanthema,370.44,,370.4
370.49,Other,370.49,,370.4
370.5,Interstitial and deep keratitis,370.5,,370
370.52,Diffuse interstitial keratitis,370.52,,370.5
370.54,Sclerosing keratitis,370.54,,370.5
370.55,Corneal abscess,370.55,,370.5
370.59,Other,370.59,,370.5
370.6,Corneal neovascularization,370.6,,370
370.61,Localized vascularization of cornea,370.61,,370.6
370.62,Pannus (corneal),370.62,,370.6
370.63,Deep vascularization of cornea,370.63,,370.6
370.64,Ghost vessels (corneal),370.64,,370.6
370.8,Other forms of keratitis,370.8,,370
370.9,Unspecified keratitis,370.9,,370
371,Corneal opacity and other disorders of cornea,371,,360-379
371.01,Minor opacity of cornea,371.01,,371
371.02,Peripheral opacity of cornea,371.02,,371
371.03,Central opacity of cornea,371.03,,371
371.04,Adherent leucoma,371.04,,371
371.05,Phthisical cornea,371.05,,371
371.1,Corneal pigmentations and deposits,371.1,,371
371.11,Anterior pigmentations,371.11,,371.1
371.12,Stromal pigmentations,371.12,,371.1
371.13,Posterior pigmentations,371.13,,371.1
371.14,Kayser-Fleischer ring,371.14,,371.1
371.15,Other deposits associated with metabolic disorders,371.15,,371.1
371.16,Argentous deposits,371.16,,371.1
371.2,Corneal edema,371.2,,371
371.21,Idiopathic corneal edema,371.21,,371.2
371.22,Secondary corneal edema,371.22,,371.2
371.23,Bullous keratopathy,371.23,,371.2
371.24,Corneal edema due to wearing of contact lenses,371.24,,371.2
371.3,Changes of corneal membranes,371.3,,371
371.31,Folds and rupture of Bowman's membrane,371.31,,371.3
371.32,Folds in Descemet's membrane,371.32,,371.3
371.33,Rupture in Descemet's membrane,371.33,,371.3
371.4,Corneal degenerations,371.4,,371
371.41,Senile corneal changes,371.41,,371.4
371.42,Recurrent erosion of cornea,371.42,,371.4
371.43,Band-shaped keratopathy,371.43,,371.4
371.44,Other calcerous degenerations of cornea,371.44,,371.4
371.45,Keratomalacia NOS,371.45,,371.4
371.46,Nodular degeneration of cornea,371.46,,371.4
371.48,Peripheral degenerations of cornea,371.48,,371.4
371.49,Other,371.49,,371.4
371.5,Hereditary corneal dystrophies,371.5,,371
371.51,Juvenile epithelial corneal dystrophy,371.51,,371.5
371.52,Other anterior corneal dystrophies,371.52,,371.5
371.53,Granular corneal dystrophy,371.53,,371.5
371.54,Lattice corneal dystrophy,371.54,,371.5
371.55,Macular corneal dystrophy,371.55,,371.5
371.56,Other stromal corneal dystrophies,371.56,,371.5
371.57,Endothelial corneal dystrophy,371.57,,371.5
371.58,Other posterior corneal dystrophies,371.58,,371.5
371.6,Keratoconus,371.6,,371
371.61,"Keratoconus, stable condition",371.61,,371.6
371.62,"Keratoconus, acute hydrops",371.62,,371.6
371.7,Other corneal deformities,371.7,,371
371.71,Corneal ectasia,371.71,,371.7
371.72,Descemetocele,371.72,,371.7
371.73,Corneal staphyloma,371.73,,371.7
371.8,Other corneal disorders,371.8,,371
371.81,Corneal anesthesia and hypoesthesia,371.81,,371.8
371.82,Corneal disorder due to contact lens,371.82,,371.8
371.89,Other,371.89,,371.8
371.9,Unspecified corneal disorder,371.9,,371
372,Disorders of conjunctiva,372,,360-379
372.01,"Serous conjunctivitis, except viral",372.01,,372
372.02,Acute follicular conjunctivitis,372.02,,372
372.03,Other mucopurulent conjunctivitis,372.03,,372
372.04,Pseudomembranous conjunctivitis,372.04,,372
372.05,Acute atopic conjunctivitis,372.05,,372
372.1,Chronic conjunctivitis,372.1,,372
372.11,Simple chronic conjunctivitis,372.11,,372.1
372.12,Chronic follicular conjunctivitis,372.12,,372.1
372.13,Vernal conjunctivitis,372.13,,372.1
372.14,Other chronic allergic conjunctivitis,372.14,,372.1
372.15,Parasitic conjunctivitis,372.15,,372.1
372.2,Blepharoconjunctivitis,372.2,,372
372.21,Angular blepharoconjunctivitis,372.21,,372.2
372.22,Contact blepharoconjunctivitis,372.22,,372.2
372.3,Other and unspecified conjunctivitis,372.3,,372
372.31,Rosacea conjunctivitis,372.31,,372.3
372.33,Conjunctivitis in mucocutaneous disease,372.33,,372.3
372.34,Pingueculitis,372.34,,372.3
372.39,Other,372.39,,372.3
372.4,Pterygium,372.4,,372
372.41,"Peripheral pterygium, stationary",372.41,,372.4
372.42,"Peripheral pterygium, progressive",372.42,,372.4
372.43,Central pterygium,372.43,,372.4
372.44,Double pterygium,372.44,,372.4
372.45,Recurrent pterygium,372.45,,372.4
372.5,Conjunctival degenerations and deposits,372.5,,372
372.51,Pinguecula,372.51,,372.5
372.52,Pseudopterygium,372.52,,372.5
372.53,Conjunctival xerosis,372.53,,372.5
372.54,Conjunctival concretions,372.54,,372.5
372.55,Conjunctival pigmentations,372.55,,372.5
372.56,Conjunctival deposits,372.56,,372.5
372.6,Conjunctival scars,372.6,,372
372.61,Granuloma of conjunctiva,372.61,,372.6
372.62,Localized adhesions and strands of conjunctiva,372.62,,372.6
372.63,Symblepharon,372.63,,372.6
372.64,Scarring of conjunctiva,372.64,,372.6
372.7,Conjunctival vascular disorders and cysts,372.7,,372
372.71,Hyperemia of conjunctiva,372.71,,372.7
372.72,Conjunctival hemorrhage,372.72,,372.7
372.73,Conjunctival edema,372.73,,372.7
372.74,Vascular abnormalities of conjunctiva,372.74,,372.7
372.75,Conjunctival cysts,372.75,,372.7
372.8,Other disorders of conjunctiva,372.8,,372
372.81,Conjunctivochalasis,372.81,,372.8
372.89,Other disorders of conjunctiva,372.89,,372.8
372.9,Unspecified disorder of conjunctiva,372.9,,372
373,Inflammation of eyelids,373,,360-379
373.01,Ulcerative blepharitis,373.01,,373
373.02,Squamous blepharitis,373.02,,373
373.1,Hordeolum and other deep inflammation of eyelid,373.1,,373
373.11,Hordeolum externum,373.11,,373.1
373.12,Hordeolum internum,373.12,,373.1
373.13,Abscess of eyelid,373.13,,373.1
373.2,Chalazion,373.2,,373
373.3,Noninfectious dermatoses of eyelid,373.3,,373
373.31,Eczematous dermatitis of eyelid,373.31,,373.3
373.32,Contact and allergic dermatitis of eyelid,373.32,,373.3
373.33,Xeroderma of eyelid,373.33,,373.3
373.34,Discoid lupus erythematosus of eyelid,373.34,,373.3
373.4,Infective dermatitis of eyelid of types resulting in deformity,373.4,,373
373.5,Other infective dermatitis of eyelid,373.5,,373
373.6,Parasitic infestation of eyelid,373.6,,373
373.8,Other inflammations of eyelids,373.8,,373
373.9,Unspecified inflammation of eyelid,373.9,,373
374,Other disorders of eyelids,374,,360-379
374.01,Senile entropion,374.01,,374
374.02,Mechanical entropion,374.02,,374
374.03,Spastic entropion,374.03,,374
374.04,Cicatricial entropion,374.04,,374
374.05,Trichiasis without entropion,374.05,,374
374.1,Ectropion,374.1,,374
374.11,Senile ectropion,374.11,,374.1
374.12,Mechanical ectropion,374.12,,374.1
374.13,Spastic ectropion,374.13,,374.1
