Strength,Products (Source ID),Products (Publisher ID)
3GM/VIAL,30042,IMP
320MG/100ML,30043,IMP
450MG/100ML,30043,IMP
746MG/100ML,30043,IMP
4MG/5ML,30044,IMP
0.5MG/5ML,30044,IMP
4GM/VIAL,30045,IMP
6GM/VIAL,30045,IMP
6.75GM/VIAL,30045,IMP
3.75GM,30046,IMP
1.2GM,30046,IMP
1GM,30046,IMP
1.05GM,30046,IMP
30MG/100ML,30047,IMP
400MG/100ML,30047,IMP
250MG/100ML,30047,IMP
900MG/100ML,30047,IMP
3%,30048,IMP
30.20%,30048,IMP
20%,30048,IMP
6.75GM/VIAL,30049,IMP
1GM/VIAL,30049,IMP
40GM/VIAL,30049,IMP
3.75GM/VIAL,30049,IMP
0.2MG/ML,30050,IMP
80MG/ML,30050,IMP
37.5MG/ML,30050,IMP
100MG/PACKET,30051,IMP
500MG/PACKET,30051,IMP
30MG/PACKET,30051,IMP
150MG/ML,30052,IMP
3MG/ML,30052,IMP
0.25GM/ML,30053,IMP
0.5GM/ML,30053,IMP
30MG/5ML,30054,IMP
187MG/5ML,30054,IMP
7.5MG/5ML,30054,IMP
400MG/5ML,30054,IMP
750MG/5ML,30054,IMP
2.5MG/5ML,30055,IMP
7.5MG/5ML,30055,IMP
500MG/5ML,30055,IMP
75MG/ML,30056,IMP
5MG/ML,30056,IMP
300MG/ML,30056,IMP
5MG/5ML,30057,IMP
30MG/5ML,30057,IMP
50MG/5ML,30057,IMP
187MG/5ML,30057,IMP
667MG/5ML,30057,IMP
3GM/PACKET,30058,IMP
2.5GM/PACKET,30058,IMP
10GM/PACKET,30058,IMP
2.4GM/PACKET,30058,IMP
3.75GM/PACKET,30058,IMP
45MG/VIAL,30059,IMP
375MG/VIAL,30059,IMP
6MG/VIAL,30059,IMP
0.04MG/VIAL,30059,IMP
1MG/VIAL,30059,IMP
8MG,30060,IMP
12.5MG,30060,IMP
1.25MG,30060,IMP
0.0553MG,30060,IMP
7MG,30060,IMP
1.5GM/100ML,30061,IMP
40GM/100ML,30061,IMP
15GM/100ML,30061,IMP
2.98GM/100ML,30061,IMP
20MG/100ML,30062,IMP
400MG/100ML,30062,IMP
500MG/100ML,30062,IMP
36MG,30063,IMP
60MG,30063,IMP
7.7MG,30063,IMP
20MG/100ML,30064,IMP
320MG/100ML,30064,IMP
80MG/100ML,30064,IMP
300MG/5ML,30065,IMP
400MG/5ML,30065,IMP
5MG/5ML,30066,IMP
600MG/5ML,30066,IMP
10MG/5ML,30066,IMP
60MG/5ML,30067,IMP
25MG/5ML,30067,IMP
0.5MG/5ML,30067,IMP
20MG/100ML,30068,IMP
500MG/100ML,30068,IMP
100MG/100ML,30068,IMP
320MG/100ML,30068,IMP
4GM/PACKET,30069,IMP
3GM/PACKET,30069,IMP
3.75GM/PACKET,30069,IMP
2.4GM/PACKET,30069,IMP
2.5GM/PACKET,30069,IMP
0.25GM/ML,30070,IMP
0.5GM/ML,30070,IMP
320MG/100ML,30071,IMP
30MG/100ML,30071,IMP
800MG/100ML,30071,IMP
450MG/100ML,30071,IMP
200MG/5ML,30072,IMP
400MG/5ML,30072,IMP
10MG/5ML,30072,IMP
51%,30073,IMP
25%,30073,IMP
24%,30073,IMP
0.11%,30073,IMP
1GM/100ML,30074,IMP
2.98GM/100ML,30074,IMP
10GM/100ML,30074,IMP
1.5GM/100ML,30074,IMP
5MG/VIAL,30075,IMP
13.8MG/VIAL,30075,IMP
45MG/VIAL,30075,IMP
1MG/5ML,30076,IMP
187MG/5ML,30076,IMP
0.185MG/ML,30077,IMP
0.6MG/ML,30077,IMP
287MG/ML,30077,IMP
469.01MG/ML,30077,IMP
10GM/PACKET,30078,IMP
2.5GM/PACKET,30078,IMP
0.5GM/ML,30079,IMP
0.25GM/ML,30079,IMP
469.01MG/ML,30080,IMP
0.8MG/ML,30080,IMP
160MG/ML,30080,IMP
0.5GM/ML,30081,IMP
0.25GM/ML,30081,IMP
0.25GM/ML,30082,IMP
0.5GM/ML,30082,IMP
450MG/100ML,30083,IMP
40MG/100ML,30083,IMP
745MG/100ML,30083,IMP
80MG/100ML,30083,IMP
800MG/100ML,30083,IMP
40MG,30084,IMP
0.013MG,30084,IMP
45MG,30084,IMP
89MG,30085,IMP
18MG,30085,IMP
2.25MG,30085,IMP
15MG/PACKET,30086,IMP
600MG/PACKET,30086,IMP
250MG/PACKET,30086,IMP
167MG/PACKET,30086,IMP
375MG/PACKET,30086,IMP
0.7MG,30087,IMP
60MG,30087,IMP
267MG,30087,IMP
875MG,30087,IMP
450MG/100ML,30088,IMP
320MG/100ML,30088,IMP
20MG/100ML,30088,IMP
24MG/VIAL,30089,IMP
90MG/VIAL,30089,IMP
1.2MG/VIAL,30089,IMP
37.5MG/ML,30090,IMP
25MG/ML,30090,IMP
0.5GM/ML,30091,IMP
0.25GM/ML,30091,IMP
30MG/ML,30092,IMP
15MG/ML,30092,IMP
4MG/ML,30092,IMP
850MG,30093,IMP
0.013MG,30093,IMP
0.625MG,30093,IMP
105MG/5ML,30094,IMP
500MG/5ML,30094,IMP
5MG/5ML,30094,IMP
20GM/PACKET,30095,IMP
3GM/PACKET,30095,IMP
10GM/PACKET,30095,IMP
5GM/PACKET,30095,IMP
1GM,30096,IMP
3.75GM,30096,IMP
1.2GM,30096,IMP
1.05GM,30096,IMP
3MG,30097,IMP
9MG,30097,IMP
522MG,30097,IMP
1GM,30098,IMP
1.05GM,30098,IMP
3.75GM,30098,IMP
1.2GM,30098,IMP
20GM/100ML,30099,IMP
2GM/100ML,30099,IMP
2.4GM/100ML,30099,IMP
1.49GM/100ML,30099,IMP
4GM/VIAL,30100,IMP
1GM/VIAL,30100,IMP
6.75GM/VIAL,30100,IMP
134MG,30101,IMP
75MG,30101,IMP
4GM/PACKET,30102,IMP
2.4GM/PACKET,30102,IMP
40MG/100ML,30103,IMP
160MG/100ML,30103,IMP
80MG/100ML,30103,IMP
0.25GM/ML,30104,IMP
0.5GM/ML,30104,IMP
80MG/ML,30105,IMP
0.004MG/ML,30105,IMP
400MG/ML,30105,IMP
0.1MG/ML,30105,IMP
12.5MG/ML,30105,IMP
30MG/ML,30106,IMP
279.3MG/ML,30106,IMP
3MG/ML,30106,IMP
469.01MG/ML,30107,IMP
2.2MG/ML,30107,IMP
1.25MG/ML,30107,IMP
1GM,30108,IMP
3.75GM,30108,IMP
1.2GM,30108,IMP
1.05GM,30108,IMP
10GM/PACKET,30109,IMP
3GM/PACKET,30109,IMP
80MG/100ML,30110,IMP
250MG/100ML,30110,IMP
640MG/100ML,30110,IMP
745MG/100ML,30110,IMP
200MG/100ML,30110,IMP
6GM/VIAL,30111,IMP
10GM/VIAL,30111,IMP
4GM/VIAL,30111,IMP
3GM/VIAL,30111,IMP
2.4GM/PACKET,30112,IMP
3.75GM/PACKET,30112,IMP
3GM/PACKET,30112,IMP
0.8MG/ML,30113,IMP
125MG/ML,30113,IMP
10MG/ML,30113,IMP
4MG/ML,30113,IMP
6.6MG/ML,30113,IMP
0.25GM/ML,30114,IMP
0.5GM/ML,30114,IMP
75MG/VIAL,30115,IMP
80MG/VIAL,30115,IMP
20MG/100ML,30116,IMP
450MG/100ML,30116,IMP
800MG/100ML,30116,IMP
500MG/100ML,30116,IMP
0.35MG,30117,IMP
650MG,30117,IMP
0.125MG,30117,IMP
425MG,30117,IMP
49.90%,30118,IMP
65.20%,30118,IMP
0.13%,30118,IMP
18%,30118,IMP
80%,30118,IMP
35MG,30119,IMP
667MG,30119,IMP
2.68MG,30119,IMP
90MG,30119,IMP
3.75GM/PACKET,30120,IMP
4GM/PACKET,30120,IMP
2.5GM/PACKET,30120,IMP
10MG/ML,30121,IMP
65MG/ML,30121,IMP
10GM/PACKET,30122,IMP
2.5GM/PACKET,30122,IMP
5GM/PACKET,30122,IMP
3.75GM/PACKET,30122,IMP
2.4GM/PACKET,30122,IMP
900MG/100ML,30123,IMP
200MG/100ML,30123,IMP
5GM/PACKET,30124,IMP
2.4GM/PACKET,30124,IMP
3GM/PACKET,30124,IMP
10GM/PACKET,30124,IMP
4GM/PACKET,30124,IMP
325MG,30125,IMP
650MG,30125,IMP
522MG,30125,IMP
0.25GM/ML,30126,IMP
0.5GM/ML,30126,IMP
1GM,30127,IMP
1.05GM,30127,IMP
375MG/PACKET,30128,IMP
600MG/PACKET,30128,IMP
1.2GM,30129,IMP
1.05GM,30129,IMP
1GM,30129,IMP
200MG/100ML,30130,IMP
450MG/100ML,30130,IMP
320MG/100ML,30130,IMP
1GM,30131,IMP
1.2GM,30131,IMP
3.75GM,30131,IMP
1.05GM,30131,IMP
750MG/5ML,30132,IMP
15MG/5ML,30132,IMP
30MG/5ML,30132,IMP
75MG/5ML,30132,IMP
20MG/5ML,30132,IMP
0.4MG/VIAL,30133,IMP
1.4MG/VIAL,30133,IMP
1.1MG/VIAL,30133,IMP
12.5MG/ML,30134,IMP
279.3MG/ML,30134,IMP
1.6MG/ML,30134,IMP
250MG/ML,30134,IMP
0.04%,30135,IMP
85%,30135,IMP
1.25MG/5ML,30136,IMP
12.5MG/5ML,30136,IMP
45MG,30137,IMP
72MG,30137,IMP
15MG,30137,IMP
1GM/100ML,30138,IMP
1.49GM/100ML,30138,IMP
50GM/100ML,30138,IMP
450MG/VIAL,30139,IMP
1MG/VIAL,30139,IMP
60MG/VIAL,30139,IMP
0.01MG/VIAL,30139,IMP
5GM/PACKET,30140,IMP
2.4GM/PACKET,30140,IMP
3GM/PACKET,30140,IMP
49.90%,30141,IMP
53%,30141,IMP
75.50%,30141,IMP
76%,30141,IMP
4.8MG/VIAL,30142,IMP
600MG/VIAL,30142,IMP
500MG/VIAL,30142,IMP
4MG/VIAL,30142,IMP
5MG/VIAL,30142,IMP
0.25GM/ML,30143,IMP
0.5GM/ML,30143,IMP
469.01MG/ML,30144,IMP
6.6MG/ML,30144,IMP
400MG/ML,30144,IMP
40MG/ML,30144,IMP
8MG/ML,30144,IMP
3GM/100ML,30145,IMP
38.5GM/100ML,30145,IMP
1.5GM/100ML,30145,IMP
2.5GM/PACKET,30146,IMP
4GM/PACKET,30146,IMP
2.4GM/PACKET,30146,IMP
20GM/PACKET,30146,IMP
8%,30147,IMP
64%,30147,IMP
0.12%,30147,IMP
1.50%,30147,IMP
52%,30147,IMP
10GM/100ML,30148,IMP
1GM/100ML,30148,IMP
60GM/100ML,30148,IMP
3.3GM/100ML,30148,IMP
2.4GM/100ML,30148,IMP
0.004MG/ML,30149,IMP
200MG/ML,30149,IMP
300MG/ML,30149,IMP
2MG/ML,30149,IMP
0.8MG/ML,30149,IMP
30GM/100ML,30150,IMP
70GM/100ML,30150,IMP
13.5GM/VIAL,30151,IMP
5GM/VIAL,30151,IMP
2.5GM/VIAL,30151,IMP
1GM/VIAL,30152,IMP
2GM/VIAL,30152,IMP
3.75GM/VIAL,30152,IMP
6.75GM/VIAL,30152,IMP
4GM/VIAL,30152,IMP
12.5MG/5ML,30153,IMP
25MG/5ML,30153,IMP
600MG/5ML,30153,IMP
1GM,30154,IMP
1.2GM,30154,IMP
2.5GM/PACKET,30155,IMP
3GM/PACKET,30155,IMP
0.75MG,30156,IMP
3.5MG,30156,IMP
160MG,30156,IMP
0.0277MG,30156,IMP
150MG,30156,IMP
2.60%,30157,IMP
50%,30157,IMP
1.20%,30157,IMP
1.2GM,30158,IMP
1GM,30158,IMP
3.75GM,30158,IMP
0.01MG/ML,30159,IMP
234MG/ML,30159,IMP
6MG/ML,30159,IMP
1.5MG/ML,30159,IMP
0.5MG/VIAL,30160,IMP
200MG/VIAL,30160,IMP
37.5MG/VIAL,30160,IMP
5.8MG/VIAL,30160,IMP
25%,30161,IMP
17.20%,30161,IMP
100%,30161,IMP
0.12%,30161,IMP
0.77%,30161,IMP
0.25GM/ML,30162,IMP
0.5GM/ML,30162,IMP
0.002MG/ML,30163,IMP
25MG/ML,30163,IMP
3.75GM/VIAL,30164,IMP
1GM/VIAL,30164,IMP
2GM/VIAL,30164,IMP
6GM/VIAL,30164,IMP
0.05MG/ML,30165,IMP
65MG/ML,30165,IMP
300MG/ML,30165,IMP
29.8MG/ML,30165,IMP
17.20%,30166,IMP
51.80%,30166,IMP
1.30%,30166,IMP
6.75GM/VIAL,30167,IMP
4GM/VIAL,30167,IMP
6GM/VIAL,30167,IMP
20GM/VIAL,30167,IMP
13.5GM/VIAL,30168,IMP
3GM/VIAL,30168,IMP
1.05GM,30169,IMP
1.2GM,30169,IMP
250MG/PACKET,30170,IMP
375MG/PACKET,30170,IMP
15MG/PACKET,30170,IMP
800MG/PACKET,30170,IMP
100MG/PACKET,30170,IMP
4GM/VIAL,30171,IMP
5GM/VIAL,30171,IMP
4.5MG,30172,IMP
0.8MG,30172,IMP
0.2MG/ML,30173,IMP
279.3MG/ML,30173,IMP
37.5MG/ML,30173,IMP
0.002MG/ML,30173,IMP
12.5MG/5ML,30174,IMP
400MG/5ML,30174,IMP
75MG/5ML,30174,IMP
30MG/5ML,30174,IMP
750MG/5ML,30174,IMP
40GM/100ML,30175,IMP
3.3GM/100ML,30175,IMP
5GM/100ML,30175,IMP
167MG/PACKET,30176,IMP
600MG/PACKET,30176,IMP
100MG/PACKET,30176,IMP
30MG/PACKET,30176,IMP
250MG/VIAL,30177,IMP
450MG/VIAL,30177,IMP
1600MG/VIAL,30177,IMP
1GM,30178,IMP
1.2GM,30178,IMP
1.05GM,30178,IMP
3.75GM,30179,IMP
1.2GM,30179,IMP
20MG/100ML,30180,IMP
40MG/100ML,30180,IMP
100MG/100ML,30180,IMP
745MG/100ML,30180,IMP
1.05GM,30181,IMP
1.2GM,30181,IMP
40GM/VIAL,30182,IMP
1GM/VIAL,30182,IMP
13.5GM/VIAL,30182,IMP
3GM/VIAL,30182,IMP
0.12%,30183,IMP
0.13%,30183,IMP
8%,30183,IMP
30%,30183,IMP
5GM/VIAL,30184,IMP
20GM/VIAL,30184,IMP
6.75GM/VIAL,30184,IMP
1GM/VIAL,30184,IMP
1GM,30185,IMP
1.2GM,30185,IMP
3.75GM,30185,IMP
375MG/PACKET,30186,IMP
600MG/PACKET,30186,IMP
30MG/PACKET,30186,IMP
0.25GM/ML,30187,IMP
0.5GM/ML,30187,IMP
3.75GM/VIAL,30188,IMP
2GM/VIAL,30188,IMP
1GM/VIAL,30188,IMP
1.05GM,30189,IMP
1.2GM,30189,IMP
1GM,30189,IMP
3.75GM,30189,IMP
49.90%,30190,IMP
2.60%,30190,IMP
0.8MG,30191,IMP
0.075MG,30191,IMP
130MG,30191,IMP
0.025MG,30191,IMP
15MG/PACKET,30192,IMP
500MG/PACKET,30192,IMP
100MG/PACKET,30192,IMP
600MG/PACKET,30192,IMP
375MG/PACKET,30192,IMP
20GM/PACKET,30193,IMP
4GM/PACKET,30193,IMP
2.4GM/PACKET,30193,IMP
0.5GM/ML,30194,IMP
0.25GM/ML,30194,IMP
7.7GM/100ML,30195,IMP
1.87GM/100ML,30195,IMP
2GM/100ML,30195,IMP
0.13%,30196,IMP
0.77%,30196,IMP
5%,30196,IMP
0.25GM/ML,30197,IMP
0.5GM/ML,30197,IMP
0.5GM/ML,30198,IMP
0.25GM/ML,30198,IMP
600MG/5ML,30199,IMP
100MG/5ML,30199,IMP
400MG/5ML,30199,IMP
75MG/5ML,30199,IMP
20GM/PACKET,30200,IMP
4GM/PACKET,30200,IMP
875MG,30201,IMP
1.75MG,30201,IMP
165MG,30201,IMP
1.5MG,30201,IMP
0.175MG,30201,IMP
0.02MG/ML,30202,IMP
150MG/ML,30202,IMP
8MG/ML,30202,IMP
0.4MG/ML,30202,IMP
320MG/100ML,30203,IMP
100MG/100ML,30203,IMP
20MG/100ML,30203,IMP
30MG/100ML,30203,IMP
20GM/PACKET,30204,IMP
5GM/PACKET,30204,IMP
2.5GM/PACKET,30204,IMP
10GM/PACKET,30204,IMP
4GM/PACKET,30204,IMP
23MG,30205,IMP
875MG,30205,IMP
145MG,30205,IMP
140MG,30205,IMP
348MG,30205,IMP
3.75GM,30206,IMP
1GM,30206,IMP
1.2GM,30206,IMP
89MG,30207,IMP
28MG,30207,IMP
0.45MG,30207,IMP
0.112MG,30207,IMP
8MG,30207,IMP
37.5MG/VIAL,30208,IMP
5.8MG/VIAL,30208,IMP
2.4GM/PACKET,30209,IMP
2.5GM/PACKET,30209,IMP
20GM/PACKET,30209,IMP
5GM/PACKET,30209,IMP
0.35MG,30210,IMP
14MG,30210,IMP
360MG,30210,IMP
100MG/100ML,30211,IMP
500MG/100ML,30211,IMP
80MG/ML,30212,IMP
0.02MG/ML,30212,IMP
29.8MG/ML,30212,IMP
279.3MG/ML,30212,IMP
30MG/PACKET,30213,IMP
375MG/PACKET,30213,IMP
800MG/PACKET,30213,IMP
167MG/PACKET,30213,IMP
80MG/100ML,30214,IMP
746MG/100ML,30214,IMP
640MG/100ML,30214,IMP
40GM/100ML,30215,IMP
3.3GM/100ML,30215,IMP
20GM/100ML,30215,IMP
6.50%,30216,IMP
0.23%,30216,IMP
600MG/5ML,30217,IMP
2.5MG/5ML,30217,IMP
4MG/5ML,30217,IMP
5MG/5ML,30217,IMP
1.2GM,30218,IMP
3.75GM,30218,IMP
72MG,30219,IMP
11.25MG,30219,IMP
23MG,30219,IMP
187MG/5ML,30220,IMP
0.5MG/5ML,30220,IMP
6.25MG/5ML,30220,IMP
5MG/5ML,30220,IMP
250MG/100ML,30221,IMP
800MG/100ML,30221,IMP
746MG/100ML,30221,IMP
200MG/100ML,30221,IMP
10MG/100ML,30221,IMP
20MG/100ML,30222,IMP
450MG/100ML,30222,IMP
200MG/100ML,30222,IMP
320MG/100ML,30222,IMP
40MG/100ML,30222,IMP
375MG/PACKET,30223,IMP
600MG/PACKET,30223,IMP
100MG/PACKET,30223,IMP
800MG/PACKET,30223,IMP
250MG/PACKET,30223,IMP
10MG/100ML,30224,IMP
746MG/100ML,30224,IMP
320MG/100ML,30224,IMP
800MG/100ML,30224,IMP
4GM/PACKET,30225,IMP
2.5GM/PACKET,30225,IMP
0.75%,30226,IMP
68%,30226,IMP
9.90%,30226,IMP
99.90%,30226,IMP
50MG/ML,30227,IMP
0.004MG/ML,30227,IMP
75MG/ML,30227,IMP
2MG/ML,30227,IMP
0.1MG/ML,30227,IMP
400MG/100ML,30228,IMP
320MG/100ML,30228,IMP
50GM/100ML,30229,IMP
2.4GM/100ML,30229,IMP
3GM/100ML,30229,IMP
800MG/100ML,30230,IMP
320MG/100ML,30230,IMP
80MG/100ML,30230,IMP
250MG/100ML,30230,IMP
200MG/100ML,30230,IMP
40MG/VIAL,30231,IMP
375MG/VIAL,30231,IMP
50MG/VIAL,30231,IMP
1.8MG/VIAL,30231,IMP
40GM/VIAL,30232,IMP
13.5GM/VIAL,30232,IMP
10GM/VIAL,30232,IMP
5GM/VIAL,30232,IMP
2GM/VIAL,30232,IMP
0.9MG,30233,IMP
350MG,30233,IMP
65.20%,30234,IMP
3%,30234,IMP
40%,30234,IMP
25%,30234,IMP
3.75GM,30235,IMP
1.2GM,30235,IMP
40GM/100ML,30236,IMP
1.87GM/100ML,30236,IMP
40MG/VIAL,30237,IMP
20MG/VIAL,30237,IMP
13.8MG/VIAL,30237,IMP
375MG/VIAL,30238,IMP
80MG/VIAL,30238,IMP
380MG/VIAL,30238,IMP
50MG/VIAL,30239,IMP
1.8MG/VIAL,30239,IMP
375MG/VIAL,30239,IMP
0.005MG/VIAL,30239,IMP
3.75GM,30240,IMP
1.2GM,30240,IMP
1GM,30240,IMP
1.05GM,30240,IMP
70GM/100ML,30241,IMP
2.4GM/100ML,30241,IMP
360MG,30242,IMP
800MG,30242,IMP
125MG,30242,IMP
90MG,30242,IMP
325MG,30242,IMP
38.5GM/100ML,30243,IMP
60GM/100ML,30243,IMP
3GM/100ML,30243,IMP
7.5GM/100ML,30243,IMP
800MG/PACKET,30244,IMP
500MG/PACKET,30244,IMP
30MG/PACKET,30244,IMP
750MG/5ML,30245,IMP
400MG/5ML,30245,IMP
30MG/5ML,30245,IMP
25MG/5ML,30245,IMP
6.75GM/VIAL,30246,IMP
40GM/VIAL,30246,IMP
2GM/VIAL,30246,IMP
6GM/VIAL,30246,IMP
5GM/VIAL,30247,IMP
20GM/VIAL,30247,IMP
3.75GM/VIAL,30247,IMP
4GM/VIAL,30247,IMP
3.75GM/PACKET,30248,IMP
3GM/PACKET,30248,IMP
5GM/PACKET,30248,IMP
20GM/PACKET,30248,IMP
2.5GM/PACKET,30248,IMP
20%,30249,IMP
6.50%,30249,IMP
1.30%,30249,IMP
1.05GM,30250,IMP
1.2GM,30250,IMP
3.75GM,30250,IMP
1GM,30250,IMP
250MG/100ML,30251,IMP
160MG/100ML,30251,IMP
800MG/100ML,30251,IMP
80MG/100ML,30251,IMP
5MG/100ML,30251,IMP
45MG/VIAL,30252,IMP
0.5MG/VIAL,30252,IMP
3.5MG/VIAL,30252,IMP
0.25GM/ML,30253,IMP
0.5GM/ML,30253,IMP
145MG,30254,IMP
35MG,30254,IMP
300MG,30254,IMP
2.4GM/100ML,30255,IMP
5GM/100ML,30255,IMP
40GM/100ML,30255,IMP
125MG,30256,IMP
3.125MG,30256,IMP
1.8MG,30256,IMP
0.625MG,30256,IMP
350MG,30256,IMP
250MG/ML,30257,IMP
0.5MG/ML,30257,IMP
160MG/ML,30257,IMP
0.4MG/ML,30257,IMP
0.001MG/ML,30258,IMP
250MG/ML,30258,IMP
0.01MG/ML,30258,IMP
37.5MG/ML,30258,IMP
35MG/ML,30258,IMP
0.25GM/ML,30259,IMP
0.5GM/ML,30259,IMP
60MG/VIAL,30260,IMP
90MG/VIAL,30260,IMP
2.5MG/VIAL,30260,IMP
600MG/VIAL,30260,IMP
4GM/PACKET,30261,IMP
2.5GM/PACKET,30261,IMP
75.50%,30262,IMP
0.40%,30262,IMP
10GM/PACKET,30263,IMP
20GM/PACKET,30263,IMP
38MG,30264,IMP
6.25MG,30264,IMP
2MG,30264,IMP
800MG,30264,IMP
66.80%,30265,IMP
0.12%,30265,IMP
1%,30265,IMP
0.50%,30265,IMP
2.5GM/100ML,30266,IMP
2.4GM/100ML,30266,IMP
40GM/100ML,30266,IMP
1.5GM/100ML,30266,IMP
0.5GM/ML,30267,IMP
0.25GM/ML,30267,IMP
150MG/ML,30268,IMP
300MG/ML,30268,IMP
14.9MG/ML,30268,IMP
0.002MG/ML,30268,IMP
0.01MG/ML,30268,IMP
0.5GM/ML,30269,IMP
0.25GM/ML,30269,IMP
0.2MG/ML,30270,IMP
0.4MG/ML,30270,IMP
12.5MG/ML,30270,IMP
0.25GM/ML,30271,IMP
0.5GM/ML,30271,IMP
600MG/PACKET,30272,IMP
800MG/PACKET,30272,IMP
100MG/PACKET,30272,IMP
500MG/PACKET,30272,IMP
187MG/5ML,30273,IMP
75MG/5ML,30273,IMP
12.5MG/5ML,30273,IMP
7.5MG/5ML,30273,IMP
1GM/VIAL,30274,IMP
3GM/VIAL,30274,IMP
0.025MG,30275,IMP
0.5MG,30275,IMP
4.5MG,30275,IMP
140MG,30275,IMP
0.4MG,30275,IMP
0.25GM/ML,30276,IMP
0.5GM/ML,30276,IMP
600MG/PACKET,30277,IMP
15MG/PACKET,30277,IMP
100MG/PACKET,30277,IMP
500MG/PACKET,30277,IMP
30MG/PACKET,30277,IMP
0.25GM/ML,30278,IMP
0.5GM/ML,30278,IMP
3.75GM/PACKET,30279,IMP
10GM/PACKET,30279,IMP
20GM/PACKET,30279,IMP
2.5GM/PACKET,30279,IMP
325MG,30280,IMP
5MG,30280,IMP
24MG,30280,IMP
62.5MG,30280,IMP
1.49GM/100ML,30281,IMP
2.5GM/100ML,30281,IMP
40GM/100ML,30281,IMP
20GM/100ML,30281,IMP
30GM/100ML,30281,IMP
40MG/100ML,30282,IMP
160MG/100ML,30282,IMP
320MG/100ML,30282,IMP
400MG/100ML,30282,IMP
5MG/100ML,30283,IMP
745MG/100ML,30283,IMP
0.5GM/ML,30284,IMP
0.25GM/ML,30284,IMP
1.05GM,30285,IMP
1GM,30285,IMP
1.2GM,30285,IMP
2.5GM/100ML,30286,IMP
1GM/100ML,30286,IMP
3.3GM/100ML,30286,IMP
2.4GM/100ML,30286,IMP
40GM/100ML,30287,IMP
1.5GM/100ML,30287,IMP
2.24GM/100ML,30287,IMP
3GM/100ML,30287,IMP
160MG/100ML,30288,IMP
5MG/100ML,30288,IMP
745MG/100ML,30288,IMP
200MG/100ML,30288,IMP
20MG/100ML,30288,IMP
2.5GM/PACKET,30289,IMP
10GM/PACKET,30289,IMP
1.05GM,30290,IMP
3.75GM,30290,IMP
1GM,30290,IMP
40GM/100ML,30291,IMP
20GM/100ML,30291,IMP
7.7GM/100ML,30291,IMP
3GM/100ML,30291,IMP
50GM/100ML,30291,IMP
0.25GM/ML,30292,IMP
0.5GM/ML,30292,IMP
70GM/100ML,30293,IMP
60GM/100ML,30293,IMP
30GM/100ML,30293,IMP
53%,30294,IMP
64.70%,30294,IMP
51.80%,30294,IMP
0.01%,30294,IMP
125MG/5ML,30295,IMP
105MG/5ML,30295,IMP
7.5MG/5ML,30295,IMP
38.5GM/100ML,30296,IMP
7.7GM/100ML,30296,IMP
1.5GM/100ML,30296,IMP
7.5GM/100ML,30296,IMP
40GM/100ML,30296,IMP
1.34MG,30297,IMP
20MG,30297,IMP
89MG,30297,IMP
4.5MG,30297,IMP
12.5MG/VIAL,30298,IMP
37.5MG/VIAL,30298,IMP
20MG/VIAL,30298,IMP
4MG/VIAL,30298,IMP
80MG/VIAL,30298,IMP
3.75GM/PACKET,30299,IMP
2.5GM/PACKET,30299,IMP
20GM/PACKET,30299,IMP
3GM/PACKET,30299,IMP
2.4GM/PACKET,30299,IMP
1.05GM,30300,IMP
1GM,30300,IMP
3.75GM,30300,IMP
50MG/5ML,30301,IMP
75MG/5ML,30301,IMP
105MG/5ML,30301,IMP
600MG/5ML,30301,IMP
250MG/PACKET,30302,IMP
30MG/PACKET,30302,IMP
800MG/PACKET,30302,IMP
100MG/PACKET,30302,IMP
37.5MG/ML,30303,IMP
1.5MG/ML,30303,IMP
0.005MG/ML,30303,IMP
0.2MG/ML,30303,IMP
0.5GM/ML,30304,IMP
0.25GM/ML,30304,IMP
5GM/PACKET,30305,IMP
2.5GM/PACKET,30305,IMP
3.75GM/PACKET,30305,IMP
3GM/PACKET,30305,IMP
2.4GM/PACKET,30305,IMP
0.6MG/ML,30306,IMP
5MG/ML,30306,IMP
1.87GM/100ML,30307,IMP
2.98GM/100ML,30307,IMP
12.5MG/ML,30308,IMP
0.6MG/ML,30308,IMP
469.01MG/ML,30308,IMP
2.5MG/ML,30308,IMP
10GM/PACKET,30309,IMP
2.4GM/PACKET,30309,IMP
2.5GM/PACKET,30309,IMP
4GM/PACKET,30309,IMP
3.75GM/PACKET,30309,IMP
3.75GM/PACKET,30310,IMP
2.5GM/PACKET,30310,IMP
3GM/PACKET,30310,IMP
20GM/PACKET,30310,IMP
10GM/PACKET,30310,IMP
0.25GM/ML,30311,IMP
0.5GM/ML,30311,IMP
8.5MG,30312,IMP
300MG,30312,IMP
220MG,30312,IMP
400MG/100ML,30313,IMP
320MG/100ML,30313,IMP
200MG/100ML,30313,IMP
640MG/100ML,30313,IMP
10MG/100ML,30313,IMP
1.2GM,30314,IMP
1GM,30314,IMP
3.75GM,30314,IMP
1.05GM,30314,IMP
2.5GM/VIAL,30315,IMP
2GM/VIAL,30315,IMP
1GM/VIAL,30315,IMP
0.25GM/ML,30316,IMP
0.5GM/ML,30316,IMP
40GM/VIAL,30317,IMP
6.75GM/VIAL,30317,IMP
10GM/VIAL,30317,IMP
4GM/VIAL,30317,IMP
13.5GM/VIAL,30317,IMP
3GM/VIAL,30318,IMP
5GM/VIAL,30318,IMP
13.5GM/VIAL,30318,IMP
10GM/VIAL,30318,IMP
