"KYCCheckID","FDN_Customer","CheckType","CheckDate","Result","PerformedBy","Notes","IsAutomated","IsPassed","NextCheckDate"
"KYCCHK0230","CUST0053","Identity Verification","01-07-2024","Passed","AutoKYC","","TRUE","TRUE","01-07-2025"
"KYCCHK0231","CUST0053","Sanctions Screening","01-08-2024","Passed","AutoKYC","","TRUE","TRUE","01-08-2025"
"KYCCHK0232","CUST0053","PEP Check","01-09-2024","Passed","AutoKYC","","TRUE","TRUE","01-09-2025"
"KYCCHK0233","CUST0054","Sanctions Screening","02-07-2024","Passed","AutoKYC","","TRUE","TRUE","02-07-2025"
"KYCCHK0234","CUST0054","PEP Check","02-08-2024","Passed","AutoKYC","","TRUE","TRUE","02-08-2025"
"KYCCHK0235","CUST0055","Identity Verification","03-07-2024","Passed","AutoKYC","","TRUE","TRUE","03-07-2025"
"KYCCHK0236","CUST0055","Sanctions Screening","03-08-2024","Passed","AutoKYC","","TRUE","TRUE","03-08-2025"
"KYCCHK0237","CUST0055","PEP Check","03-09-2024","Passed","AutoKYC","","TRUE","TRUE","03-09-2025"
"KYCCHK0238","CUST0056","Sanctions Screening","04-07-2024","Passed","AutoKYC","","TRUE","TRUE","04-07-2025"
"KYCCHK0239","CUST0056","PEP Check","04-08-2024","Passed","AutoKYC","","TRUE","TRUE","04-08-2025"
"KYCCHK0240","CUST0057","Identity Verification","05-07-2024","Passed","AutoKYC","","TRUE","TRUE","05-07-2025"
"KYCCHK0241","CUST0057","Sanctions Screening","05-08-2024","Passed","AutoKYC","","TRUE","TRUE","05-08-2025"
"KYCCHK0242","CUST0057","PEP Check","05-09-2024","Passed","AutoKYC","","TRUE","TRUE","05-09-2025"
"KYCCHK0243","CUST0058","Sanctions Screening","06-07-2024","Passed","AutoKYC","","TRUE","TRUE","06-07-2025"
"KYCCHK0244","CUST0058","PEP Check","06-08-2024","Passed","AutoKYC","","TRUE","TRUE","06-08-2025"
"KYCCHK0245","CUST0059","Identity Verification","07-07-2024","Passed","AutoKYC","","TRUE","TRUE","07-07-2025"
"KYCCHK0246","CUST0059","Sanctions Screening","07-08-2024","Passed","AutoKYC","","TRUE","TRUE","07-08-2025"
"KYCCHK0247","CUST0059","PEP Check","07-09-2024","Passed","AutoKYC","","TRUE","TRUE","07-09-2025"
"KYCCHK0248","CUST0060","Sanctions Screening","08-07-2024","Passed","AutoKYC","","TRUE","TRUE","08-07-2025"
"KYCCHK0249","CUST0060","PEP Check","08-08-2024","Passed","AutoKYC","","TRUE","TRUE","08-08-2025"
"KYCCHK0250","CUST0061","Identity Verification","09-07-2024","Passed","AutoKYC","","TRUE","TRUE","09-07-2025"
"KYCCHK0251","CUST0061","Sanctions Screening","09-08-2024","Passed","AutoKYC","","TRUE","TRUE","09-08-2025"
"KYCCHK0252","CUST0061","PEP Check","09-09-2024","Passed","AutoKYC","","TRUE","TRUE","09-09-2025"
"KYCCHK0253","CUST0062","Sanctions Screening","10-07-2024","Passed","AutoKYC","","TRUE","TRUE","10-07-2025"
"KYCCHK0254","CUST0062","PEP Check","10-08-2024","Passed","AutoKYC","","TRUE","TRUE","10-08-2025"
"KYCCHK0255","CUST0063","Identity Verification","11-07-2024","Passed","AutoKYC","","TRUE","TRUE","11-07-2025"
"KYCCHK0256","CUST0063","Sanctions Screening","11-08-2024","Passed","AutoKYC","","TRUE","TRUE","11-08-2025"
"KYCCHK0257","CUST0063","PEP Check","11-09-2024","Passed","AutoKYC","","TRUE","TRUE","11-09-2025"
"KYCCHK0258","CUST0064","Sanctions Screening","12-07-2024","Passed","AutoKYC","","TRUE","TRUE","12-07-2025"
"KYCCHK0259","CUST0064","PEP Check","12-08-2024","Passed","AutoKYC","","TRUE","TRUE","12-08-2025"
"KYCCHK0260","CUST0065","Identity Verification","13-07-2024","Passed","AutoKYC","","TRUE","TRUE","13-07-2025"
"KYCCHK0261","CUST0065","Sanctions Screening","13-08-2024","Passed","AutoKYC","","TRUE","TRUE","13-08-2025"
"KYCCHK0262","CUST0065","PEP Check","13-09-2024","Passed","AutoKYC","","TRUE","TRUE","13-09-2025"
"KYCCHK0263","CUST0066","Sanctions Screening","14-07-2024","Passed","AutoKYC","","TRUE","TRUE","14-07-2025"
"KYCCHK0264","CUST0066","PEP Check","14-08-2024","Passed","AutoKYC","","TRUE","TRUE","14-08-2025"
"KYCCHK0265","CUST0067","Identity Verification","15-07-2024","Passed","AutoKYC","","TRUE","TRUE","15-07-2025"
"KYCCHK0266","CUST0067","Sanctions Screening","15-08-2024","Passed","AutoKYC","","TRUE","TRUE","15-08-2025"
"KYCCHK0267","CUST0067","PEP Check","15-09-2024","Passed","AutoKYC","","TRUE","TRUE","15-09-2025"
"KYCCHK0268","CUST0068","Sanctions Screening","16-07-2024","Passed","AutoKYC","","TRUE","TRUE","16-07-2025"
"KYCCHK0269","CUST0068","PEP Check","16-08-2024","Passed","AutoKYC","","TRUE","TRUE","16-08-2025"
"KYCCHK0270","CUST0069","Identity Verification","17-07-2024","Passed","AutoKYC","","TRUE","TRUE","17-07-2025"
"KYCCHK0271","CUST0069","Sanctions Screening","17-08-2024","Passed","AutoKYC","","TRUE","TRUE","17-08-2025"
"KYCCHK0272","CUST0069","PEP Check","17-09-2024","Passed","AutoKYC","","TRUE","TRUE","17-09-2025"
"KYCCHK0273","CUST0070","Sanctions Screening","18-07-2024","Passed","AutoKYC","","TRUE","TRUE","18-07-2025"
"KYCCHK0274","CUST0070","PEP Check","18-08-2024","Passed","AutoKYC","","TRUE","TRUE","18-08-2025"
"KYCCHK0275","CUST0071","Identity Verification","19-07-2024","Passed","AutoKYC","","TRUE","TRUE","19-07-2025"
"KYCCHK0276","CUST0071","Sanctions Screening","19-08-2024","Passed","AutoKYC","","TRUE","TRUE","19-08-2025"
"KYCCHK0277","CUST0071","PEP Check","19-09-2024","Passed","AutoKYC","","TRUE","TRUE","19-09-2025"
"KYCCHK0278","CUST0072","Sanctions Screening","20-07-2024","Passed","AutoKYC","","TRUE","TRUE","20-07-2025"
"KYCCHK0279","CUST0072","PEP Check","20-08-2024","Passed","AutoKYC","","TRUE","TRUE","20-08-2025"
"KYCCHK0280","CUST0073","Identity Verification","21-07-2024","Passed","AutoKYC","","TRUE","TRUE","21-07-2025"
"KYCCHK0281","CUST0073","Sanctions Screening","21-08-2024","Passed","AutoKYC","","TRUE","TRUE","21-08-2025"
"KYCCHK0282","CUST0073","PEP Check","21-09-2024","Passed","AutoKYC","","TRUE","TRUE","21-09-2025"
"KYCCHK0283","CUST0074","Sanctions Screening","22-07-2024","Passed","AutoKYC","","TRUE","TRUE","22-07-2025"
"KYCCHK0284","CUST0074","PEP Check","22-08-2024","Passed","AutoKYC","","TRUE","TRUE","22-08-2025"
"KYCCHK0285","CUST0075","Identity Verification","23-07-2024","Passed","AutoKYC","","TRUE","TRUE","23-07-2025"
"KYCCHK0286","CUST0075","Sanctions Screening","23-08-2024","Passed","AutoKYC","","TRUE","TRUE","23-08-2025"
"KYCCHK0287","CUST0075","PEP Check","23-09-2024","Passed","AutoKYC","","TRUE","TRUE","23-09-2025"
"KYCCHK0288","CUST0076","Sanctions Screening","24-07-2024","Passed","AutoKYC","","TRUE","TRUE","24-07-2025"
"KYCCHK0289","CUST0076","PEP Check","24-08-2024","Passed","AutoKYC","","TRUE","TRUE","24-08-2025"
"KYCCHK0290","CUST0077","Identity Verification","25-07-2024","Passed","AutoKYC","","TRUE","TRUE","25-07-2025"
"KYCCHK0291","CUST0077","Sanctions Screening","25-08-2024","Passed","AutoKYC","","TRUE","TRUE","25-08-2025"
"KYCCHK0292","CUST0077","PEP Check","25-09-2024","Passed","AutoKYC","","TRUE","TRUE","25-09-2025"
"KYCCHK0293","CUST0078","Sanctions Screening","26-07-2024","Passed","AutoKYC","","TRUE","TRUE","26-07-2025"
"KYCCHK0294","CUST0078","PEP Check","26-08-2024","Passed","AutoKYC","","TRUE","TRUE","26-08-2025"
"KYCCHK0295","CUST0079","Identity Verification","27-07-2024","Passed","AutoKYC","","TRUE","TRUE","27-07-2025"
"KYCCHK0296","CUST0079","Sanctions Screening","27-08-2024","Passed","AutoKYC","","TRUE","TRUE","27-08-2025"
"KYCCHK0297","CUST0079","PEP Check","27-09-2024","Passed","AutoKYC","","TRUE","TRUE","27-09-2025"
"KYCCHK0298","CUST0080","Sanctions Screening","28-07-2024","Passed","AutoKYC","","TRUE","TRUE","28-07-2025"
"KYCCHK0299","CUST0080","PEP Check","28-08-2024","Passed","AutoKYC","","TRUE","TRUE","28-08-2025"
"KYCCHK0300","CUST0081","Identity Verification","29-07-2024","Passed","AutoKYC","","TRUE","TRUE","29-07-2025"
"KYCCHK0301","CUST0081","Sanctions Screening","29-08-2024","Passed","AutoKYC","","TRUE","TRUE","29-08-2025"
"KYCCHK0302","CUST0081","PEP Check","29-09-2024","Passed","AutoKYC","","TRUE","TRUE","29-09-2025"
"KYCCHK0303","CUST0082","Sanctions Screening","30-07-2024","Passed","AutoKYC","","TRUE","TRUE","30-07-2025"
"KYCCHK0304","CUST0082","PEP Check","30-08-2024","Passed","AutoKYC","","TRUE","TRUE","30-08-2025"
"KYCCHK0305","CUST0083","Identity Verification","31-07-2024","Passed","AutoKYC","","TRUE","TRUE","31-07-2025"
"KYCCHK0306","CUST0083","Sanctions Screening","31-08-2024","Passed","AutoKYC","","TRUE","TRUE","31-08-2025"
"KYCCHK0307","CUST0083","PEP Check","30-09-2024","Passed","AutoKYC","","TRUE","TRUE","30-09-2025"
"KYCCHK0308","CUST0084","Sanctions Screening","01-08-2024","Passed","AutoKYC","","TRUE","TRUE","01-08-2025"
"KYCCHK0309","CUST0084","PEP Check","01-09-2024","Passed","AutoKYC","","TRUE","TRUE","01-09-2025"
"KYCCHK0310","CUST0085","Identity Verification","02-08-2024","Passed","AutoKYC","","TRUE","TRUE","02-08-2025"
"KYCCHK0311","CUST0085","Sanctions Screening","02-09-2024","Passed","AutoKYC","","TRUE","TRUE","02-09-2025"
"KYCCHK0312","CUST0085","PEP Check","02-10-2024","Passed","AutoKYC","","TRUE","TRUE","02-10-2025"
"KYCCHK0313","CUST0086","Sanctions Screening","03-08-2024","Passed","AutoKYC","","TRUE","TRUE","03-08-2025"
"KYCCHK0314","CUST0086","PEP Check","03-09-2024","Passed","AutoKYC","","TRUE","TRUE","03-09-2025"
"KYCCHK0315","CUST0087","Identity Verification","04-08-2024","Passed","AutoKYC","","TRUE","TRUE","04-08-2025"
"KYCCHK0316","CUST0087","Sanctions Screening","04-09-2024","Passed","AutoKYC","","TRUE","TRUE","04-09-2025"
"KYCCHK0317","CUST0087","PEP Check","04-10-2024","Passed","AutoKYC","","TRUE","TRUE","04-10-2025"
"KYCCHK0318","CUST0088","Sanctions Screening","05-08-2024","Passed","AutoKYC","","TRUE","TRUE","05-08-2025"
"KYCCHK0319","CUST0088","PEP Check","05-09-2024","Passed","AutoKYC","","TRUE","TRUE","05-09-2025"
"KYCCHK0320","CUST0089","Identity Verification","06-08-2024","Passed","AutoKYC","","TRUE","TRUE","06-08-2025"
"KYCCHK0321","CUST0089","Sanctions Screening","06-09-2024","Passed","AutoKYC","","TRUE","TRUE","06-09-2025"
"KYCCHK0322","CUST0089","PEP Check","06-10-2024","Passed","AutoKYC","","TRUE","TRUE","06-10-2025"
"KYCCHK0323","CUST0090","Sanctions Screening","07-08-2024","Passed","AutoKYC","","TRUE","TRUE","07-08-2025"
"KYCCHK0324","CUST0090","PEP Check","07-09-2024","Passed","AutoKYC","","TRUE","TRUE","07-09-2025"
"KYCCHK0325","CUST0091","Identity Verification","08-08-2024","Passed","AutoKYC","","TRUE","TRUE","08-08-2025"
"KYCCHK0326","CUST0091","Sanctions Screening","08-09-2024","Passed","AutoKYC","","TRUE","TRUE","08-09-2025"
"KYCCHK0327","CUST0091","PEP Check","08-10-2024","Passed","AutoKYC","","TRUE","TRUE","08-10-2025"
"KYCCHK0328","CUST0092","Sanctions Screening","09-08-2024","Passed","AutoKYC","","TRUE","TRUE","09-08-2025"
"KYCCHK0329","CUST0092","PEP Check","09-09-2024","Passed","AutoKYC","","TRUE","TRUE","09-09-2025"
"KYCCHK0330","CUST0093","Identity Verification","10-08-2024","Passed","AutoKYC","","TRUE","TRUE","10-08-2025"
"KYCCHK0331","CUST0093","Sanctions Screening","10-09-2024","Passed","AutoKYC","","TRUE","TRUE","10-09-2025"
"KYCCHK0332","CUST0093","PEP Check","10-10-2024","Passed","AutoKYC","","TRUE","TRUE","10-10-2025"
"KYCCHK0333","CUST0094","Sanctions Screening","11-08-2024","Passed","AutoKYC","","TRUE","TRUE","11-08-2025"
"KYCCHK0334","CUST0094","PEP Check","11-09-2024","Passed","AutoKYC","","TRUE","TRUE","11-09-2025"
"KYCCHK0335","CUST0095","Identity Verification","12-08-2024","Passed","AutoKYC","","TRUE","TRUE","12-08-2025"
"KYCCHK0336","CUST0095","Sanctions Screening","12-09-2024","Passed","AutoKYC","","TRUE","TRUE","12-09-2025"
"KYCCHK0337","CUST0095","PEP Check","12-10-2024","Passed","AutoKYC","","TRUE","TRUE","12-10-2025"
"KYCCHK0338","CUST0096","Sanctions Screening","13-08-2024","Passed","AutoKYC","","TRUE","TRUE","13-08-2025"
"KYCCHK0339","CUST0096","PEP Check","13-09-2024","Passed","AutoKYC","","TRUE","TRUE","13-09-2025"
"KYCCHK0340","CUST0097","Identity Verification","14-08-2024","Passed","AutoKYC","","TRUE","TRUE","14-08-2025"
"KYCCHK0341","CUST0097","Sanctions Screening","14-09-2024","Passed","AutoKYC","","TRUE","TRUE","14-09-2025"
"KYCCHK0342","CUST0097","PEP Check","14-10-2024","Passed","AutoKYC","","TRUE","TRUE","14-10-2025"
"KYCCHK0343","CUST0098","Sanctions Screening","15-08-2024","Passed","AutoKYC","","TRUE","TRUE","15-08-2025"
"KYCCHK0344","CUST0098","PEP Check","15-09-2024","Passed","AutoKYC","","TRUE","TRUE","15-09-2025"
"KYCCHK0345","CUST0099","Identity Verification","16-08-2024","Passed","AutoKYC","","TRUE","TRUE","16-08-2025"
"KYCCHK0346","CUST0099","Sanctions Screening","16-09-2024","Passed","AutoKYC","","TRUE","TRUE","16-09-2025"
"KYCCHK0347","CUST0099","PEP Check","16-10-2024","Passed","AutoKYC","","TRUE","TRUE","16-10-2025"
"KYCCHK0348","CUST0100","Sanctions Screening","17-08-2024","Passed","AutoKYC","","TRUE","TRUE","17-08-2025"
"KYCCHK0349","CUST0100","PEP Check","17-09-2024","Passed","AutoKYC","","TRUE","TRUE","17-09-2025"
